country,iso3,indicator_code,indicator_name,year,value,variable
Central African Republic,CAF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,51.934,life_expectancy
Chad,TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,52.993,life_expectancy
Chad,TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,52.447,life_expectancy
Chad,TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,51.875,life_expectancy
Chad,TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,51.603,life_expectancy
Chad,TCD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,51.32,life_expectancy
Channel Islands,CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,81.2,life_expectancy
Channel Islands,CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,81.1,life_expectancy
Channel Islands,CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,81.0,life_expectancy
Channel Islands,CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,81.2,life_expectancy
Channel Islands,CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,81.4,life_expectancy
Chile,CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,80.324,life_expectancy
Chile,CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,80.559,life_expectancy
Chile,CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,80.61,life_expectancy
Chile,CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,80.295,life_expectancy
Chile,CHL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,80.008,life_expectancy
China,CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,77.94,life_expectancy
China,CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,77.709,life_expectancy
China,CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,77.235,life_expectancy
China,CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,77.214,life_expectancy
China,CHN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,76.975,life_expectancy
Colombia,COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,76.793,life_expectancy
Colombia,COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,76.579,life_expectancy
Colombia,COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,76.418,life_expectancy
Colombia,COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2016,76.228,life_expectancy
Colombia,COL,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2015,76.067,life_expectancy
Comoros,COM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2019,65.662,life_expectancy
Comoros,COM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2018,65.401,life_expectancy
Comoros,COM,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2017,65.127,life_expectancy
