country,iso3,indicator_code,indicator_name,year,value,variable
Israel,ISR,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2017,69.934,adult_mortality_male
Israel,ISR,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2016,70.229,adult_mortality_male
Israel,ISR,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2015,72.927,adult_mortality_male
Italy,ITA,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2019,61.477,adult_mortality_male
Italy,ITA,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2018,63.213,adult_mortality_male
Italy,ITA,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2017,66.516,adult_mortality_male
Italy,ITA,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2016,64.479,adult_mortality_male
Italy,ITA,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2015,67.307,adult_mortality_male
Jamaica,JAM,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2019,199.149,adult_mortality_male
Jamaica,JAM,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2018,197.139,adult_mortality_male
Jamaica,JAM,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2017,188.991,adult_mortality_male
Jamaica,JAM,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2016,184.195,adult_mortality_male
Jamaica,JAM,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2015,179.589,adult_mortality_male
Japan,JPN,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2019,64.385,adult_mortality_male
Japan,JPN,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2018,65.299,adult_mortality_male
Japan,JPN,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2017,66.614,adult_mortality_male
Japan,JPN,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2016,68.747,adult_mortality_male
Japan,JPN,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2015,70.19,adult_mortality_male
Jordan,JOR,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2019,95.697,adult_mortality_male
Jordan,JOR,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2018,99.518,adult_mortality_male
Jordan,JOR,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2017,104.27,adult_mortality_male
Jordan,JOR,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2016,110.424,adult_mortality_male
Jordan,JOR,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2015,116.073,adult_mortality_male
Kazakhstan,KAZ,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2019,223.888,adult_mortality_male
Kazakhstan,KAZ,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2018,231.022,adult_mortality_male
Kazakhstan,KAZ,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",2017,239.429,adult_mortality_male
