country,iso3,indicator_code,indicator_name,year,value,unit,obs_status,decimal,variable
Panama,PAN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,4.61607218,,,2,domestic_gov_health_expenditure_gdp
Panama,PAN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,4.40903568,,,2,domestic_gov_health_expenditure_gdp
Panama,PAN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,4.41374683,,,2,domestic_gov_health_expenditure_gdp
Panama,PAN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,4.33149529,,,2,domestic_gov_health_expenditure_gdp
Panama,PAN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,4.21543312,,,2,domestic_gov_health_expenditure_gdp
Papua New Guinea,PNG,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,1.3562634,,,2,domestic_gov_health_expenditure_gdp
Papua New Guinea,PNG,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,1.61519086,,,2,domestic_gov_health_expenditure_gdp
Papua New Guinea,PNG,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,1.68148077,,,2,domestic_gov_health_expenditure_gdp
Papua New Guinea,PNG,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,1.67796266,,,2,domestic_gov_health_expenditure_gdp
Papua New Guinea,PNG,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,1.37782788,,,2,domestic_gov_health_expenditure_gdp
Paraguay,PRY,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,3.31885815,,,2,domestic_gov_health_expenditure_gdp
Paraguay,PRY,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,3.02979112,,,2,domestic_gov_health_expenditure_gdp
Paraguay,PRY,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,3.02672791,,,2,domestic_gov_health_expenditure_gdp
Paraguay,PRY,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,3.14797997,,,2,domestic_gov_health_expenditure_gdp
Paraguay,PRY,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,3.1565783,,,2,domestic_gov_health_expenditure_gdp
Peru,PER,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,3.24168658,,,2,domestic_gov_health_expenditure_gdp
Peru,PER,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,3.15358686,,,2,domestic_gov_health_expenditure_gdp
Peru,PER,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,3.01707554,,,2,domestic_gov_health_expenditure_gdp
Peru,PER,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,3.04029965,,,2,domestic_gov_health_expenditure_gdp
Peru,PER,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,3.00291657,,,2,domestic_gov_health_expenditure_gdp
Philippines,PHL,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,1.69175851,,,2,domestic_gov_health_expenditure_gdp
Philippines,PHL,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,1.53632784,,,2,domestic_gov_health_expenditure_gdp
Philippines,PHL,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,1.48271859,,,2,domestic_gov_health_expenditure_gdp
Philippines,PHL,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,1.47373402,,,2,domestic_gov_health_expenditure_gdp
Philippines,PHL,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,1.46860588,,,2,domestic_gov_health_expenditure_gdp
Poland,POL,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,4.56083679,,,2,domestic_gov_health_expenditure_gdp
Poland,POL,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,4.44357109,,,2,domestic_gov_health_expenditure_gdp
Poland,POL,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,4.4990406,,,2,domestic_gov_health_expenditure_gdp
Poland,POL,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,4.49414158,,,2,domestic_gov_health_expenditure_gdp
Poland,POL,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,4.41299105,,,2,domestic_gov_health_expenditure_gdp
Portugal,PRT,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,5.77892017,,,2,domestic_gov_health_expenditure_gdp
Portugal,PRT,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,5.76187086,,,2,domestic_gov_health_expenditure_gdp
Portugal,PRT,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,5.70213747,,,2,domestic_gov_health_expenditure_gdp
Portugal,PRT,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,5.78788328,,,2,domestic_gov_health_expenditure_gdp
Portugal,PRT,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,5.75569677,,,2,domestic_gov_health_expenditure_gdp
Puerto Rico (US),PRI,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,,,,2,domestic_gov_health_expenditure_gdp
Puerto Rico (US),PRI,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,,,,2,domestic_gov_health_expenditure_gdp
Puerto Rico (US),PRI,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,,,,2,domestic_gov_health_expenditure_gdp
Puerto Rico (US),PRI,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,,,,2,domestic_gov_health_expenditure_gdp
Puerto Rico (US),PRI,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,,,,2,domestic_gov_health_expenditure_gdp
Qatar,QAT,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,2.72214365,,,2,domestic_gov_health_expenditure_gdp
Qatar,QAT,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,2.50761104,,,2,domestic_gov_health_expenditure_gdp
Qatar,QAT,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,2.71251249,,,2,domestic_gov_health_expenditure_gdp
Qatar,QAT,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,3.04590583,,,2,domestic_gov_health_expenditure_gdp
Qatar,QAT,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,3.19502282,,,2,domestic_gov_health_expenditure_gdp
Romania,ROU,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,4.56736565,,,2,domestic_gov_health_expenditure_gdp
Romania,ROU,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,4.39458323,,,2,domestic_gov_health_expenditure_gdp
Romania,ROU,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,4.07767963,,,2,domestic_gov_health_expenditure_gdp
Romania,ROU,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,3.97179151,,,2,domestic_gov_health_expenditure_gdp
Romania,ROU,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,3.85264945,,,2,domestic_gov_health_expenditure_gdp
Russian Federation,RUS,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,3.45416045,,,2,domestic_gov_health_expenditure_gdp
Russian Federation,RUS,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,3.18402362,,,2,domestic_gov_health_expenditure_gdp
Russian Federation,RUS,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,3.05932951,,,2,domestic_gov_health_expenditure_gdp
Russian Federation,RUS,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,3.0124886,,,2,domestic_gov_health_expenditure_gdp
Russian Federation,RUS,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,3.10976052,,,2,domestic_gov_health_expenditure_gdp
Rwanda,RWA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,1.76991165,,,2,domestic_gov_health_expenditure_gdp
Rwanda,RWA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,1.64325416,,,2,domestic_gov_health_expenditure_gdp
Rwanda,RWA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,1.56328964,,,2,domestic_gov_health_expenditure_gdp
Rwanda,RWA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,1.5660044,,,2,domestic_gov_health_expenditure_gdp
Rwanda,RWA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,2.10472178,,,2,domestic_gov_health_expenditure_gdp
Samoa,WSM,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,4.32336426,,,2,domestic_gov_health_expenditure_gdp
Samoa,WSM,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,3.69644928,,,2,domestic_gov_health_expenditure_gdp
Samoa,WSM,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,3.92468739,,,2,domestic_gov_health_expenditure_gdp
Samoa,WSM,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,3.81041527,,,2,domestic_gov_health_expenditure_gdp
Samoa,WSM,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,4.20412493,,,2,domestic_gov_health_expenditure_gdp
San Marino,SMR,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,7.23374033,,,2,domestic_gov_health_expenditure_gdp
San Marino,SMR,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,7.35798597,,,2,domestic_gov_health_expenditure_gdp
San Marino,SMR,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,7.23664856,,,2,domestic_gov_health_expenditure_gdp
San Marino,SMR,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,7.38052702,,,2,domestic_gov_health_expenditure_gdp
San Marino,SMR,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,7.28606033,,,2,domestic_gov_health_expenditure_gdp
Sao Tome and Principe,STP,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,2.23238039,,,2,domestic_gov_health_expenditure_gdp
Sao Tome and Principe,STP,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,2.62429023,,,2,domestic_gov_health_expenditure_gdp
Sao Tome and Principe,STP,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,3.43653798,,,2,domestic_gov_health_expenditure_gdp
Sao Tome and Principe,STP,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,3.06470799,,,2,domestic_gov_health_expenditure_gdp
Sao Tome and Principe,STP,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,2.0531044,,,2,domestic_gov_health_expenditure_gdp
Saudi Arabia,SAU,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,4.03419542,,,2,domestic_gov_health_expenditure_gdp
Saudi Arabia,SAU,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,3.75438356,,,2,domestic_gov_health_expenditure_gdp
Saudi Arabia,SAU,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,4.33328104,,,2,domestic_gov_health_expenditure_gdp
Saudi Arabia,SAU,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,4.34350872,,,2,domestic_gov_health_expenditure_gdp
Saudi Arabia,SAU,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,4.01395369,,,2,domestic_gov_health_expenditure_gdp
Senegal,SEN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,1.05768847,,,2,domestic_gov_health_expenditure_gdp
Senegal,SEN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,1.11893904,,,2,domestic_gov_health_expenditure_gdp
Senegal,SEN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,1.01061249,,,2,domestic_gov_health_expenditure_gdp
Senegal,SEN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,1.06801915,,,2,domestic_gov_health_expenditure_gdp
Senegal,SEN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,1.07820702,,,2,domestic_gov_health_expenditure_gdp
Serbia,SRB,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,4.83578539,,,2,domestic_gov_health_expenditure_gdp
Serbia,SRB,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,4.85909271,,,2,domestic_gov_health_expenditure_gdp
Serbia,SRB,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,4.5406208,,,2,domestic_gov_health_expenditure_gdp
Serbia,SRB,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,4.69370461,,,2,domestic_gov_health_expenditure_gdp
Serbia,SRB,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,4.88180637,,,2,domestic_gov_health_expenditure_gdp
Seychelles,SYC,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,3.04219794,,,2,domestic_gov_health_expenditure_gdp
Seychelles,SYC,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,3.1646049,,,2,domestic_gov_health_expenditure_gdp
Seychelles,SYC,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,3.2699151,,,2,domestic_gov_health_expenditure_gdp
Seychelles,SYC,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,3.25931096,,,2,domestic_gov_health_expenditure_gdp
Seychelles,SYC,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,3.1209166,,,2,domestic_gov_health_expenditure_gdp
Sierra Leone,SLE,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,0.77659142,,,2,domestic_gov_health_expenditure_gdp
Sierra Leone,SLE,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,0.49137551,,,2,domestic_gov_health_expenditure_gdp
Sierra Leone,SLE,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,0.54366273,,,2,domestic_gov_health_expenditure_gdp
Sierra Leone,SLE,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,0.66393304,,,2,domestic_gov_health_expenditure_gdp
Sierra Leone,SLE,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,0.81068116,,,2,domestic_gov_health_expenditure_gdp
Singapore,SGP,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,2.2847712,,,2,domestic_gov_health_expenditure_gdp
Singapore,SGP,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,2.04126763,,,2,domestic_gov_health_expenditure_gdp
Singapore,SGP,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,2.10866928,,,2,domestic_gov_health_expenditure_gdp
Singapore,SGP,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,2.07529497,,,2,domestic_gov_health_expenditure_gdp
Singapore,SGP,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,1.96816146,,,2,domestic_gov_health_expenditure_gdp
Sint Maarten (Dutch part),SXM,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,,,,2,domestic_gov_health_expenditure_gdp
Sint Maarten (Dutch part),SXM,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,,,,2,domestic_gov_health_expenditure_gdp
Sint Maarten (Dutch part),SXM,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,,,,2,domestic_gov_health_expenditure_gdp
Sint Maarten (Dutch part),SXM,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,,,,2,domestic_gov_health_expenditure_gdp
Sint Maarten (Dutch part),SXM,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,,,,2,domestic_gov_health_expenditure_gdp
Slovak Republic,SVK,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,5.44698572,,,2,domestic_gov_health_expenditure_gdp
Slovak Republic,SVK,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,5.25731754,,,2,domestic_gov_health_expenditure_gdp
Slovak Republic,SVK,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,5.32285929,,,2,domestic_gov_health_expenditure_gdp
Slovak Republic,SVK,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,5.6462183,,,2,domestic_gov_health_expenditure_gdp
Slovak Republic,SVK,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,5.30798721,,,2,domestic_gov_health_expenditure_gdp
Slovenia,SVN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,6.19899702,,,2,domestic_gov_health_expenditure_gdp
Slovenia,SVN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,6.04779768,,,2,domestic_gov_health_expenditure_gdp
Slovenia,SVN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,5.9297328,,,2,domestic_gov_health_expenditure_gdp
Slovenia,SVN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,6.19861412,,,2,domestic_gov_health_expenditure_gdp
Slovenia,SVN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,6.12037754,,,2,domestic_gov_health_expenditure_gdp
Solomon Islands,SLB,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,3.25913024,,,2,domestic_gov_health_expenditure_gdp
Solomon Islands,SLB,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,2.96293306,,,2,domestic_gov_health_expenditure_gdp
Solomon Islands,SLB,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,3.09555912,,,2,domestic_gov_health_expenditure_gdp
Solomon Islands,SLB,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,3.15399909,,,2,domestic_gov_health_expenditure_gdp
Solomon Islands,SLB,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,3.06908107,,,2,domestic_gov_health_expenditure_gdp
"Somalia, Fed. Rep.",SOM,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,0.15007043,,,2,domestic_gov_health_expenditure_gdp
"Somalia, Fed. Rep.",SOM,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,0.13900605,,,2,domestic_gov_health_expenditure_gdp
"Somalia, Fed. Rep.",SOM,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,0.13631769,,,2,domestic_gov_health_expenditure_gdp
"Somalia, Fed. Rep.",SOM,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,0.10706647,,,2,domestic_gov_health_expenditure_gdp
"Somalia, Fed. Rep.",SOM,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,0.09905031,,,2,domestic_gov_health_expenditure_gdp
South Africa,ZAF,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,4.80006361,,,2,domestic_gov_health_expenditure_gdp
South Africa,ZAF,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,4.61023474,,,2,domestic_gov_health_expenditure_gdp
South Africa,ZAF,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,4.56554031,,,2,domestic_gov_health_expenditure_gdp
South Africa,ZAF,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,4.57297277,,,2,domestic_gov_health_expenditure_gdp
South Africa,ZAF,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,4.59632444,,,2,domestic_gov_health_expenditure_gdp
South Sudan,SSD,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,0.99254191,,,2,domestic_gov_health_expenditure_gdp
South Sudan,SSD,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,1.18756998,,,2,domestic_gov_health_expenditure_gdp
South Sudan,SSD,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,1.86679733,,,2,domestic_gov_health_expenditure_gdp
South Sudan,SSD,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,,,,2,domestic_gov_health_expenditure_gdp
South Sudan,SSD,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,,,,2,domestic_gov_health_expenditure_gdp
Spain,ESP,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,6.39903307,,,2,domestic_gov_health_expenditure_gdp
Spain,ESP,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,6.27582741,,,2,domestic_gov_health_expenditure_gdp
Spain,ESP,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,6.26789188,,,2,domestic_gov_health_expenditure_gdp
Spain,ESP,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,6.35498238,,,2,domestic_gov_health_expenditure_gdp
Spain,ESP,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,6.45323324,,,2,domestic_gov_health_expenditure_gdp
Sri Lanka,LKA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,1.73423195,,,2,domestic_gov_health_expenditure_gdp
Sri Lanka,LKA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,1.66403663,,,2,domestic_gov_health_expenditure_gdp
Sri Lanka,LKA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,1.36585641,,,2,domestic_gov_health_expenditure_gdp
Sri Lanka,LKA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,1.56008303,,,2,domestic_gov_health_expenditure_gdp
Sri Lanka,LKA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,1.61882555,,,2,domestic_gov_health_expenditure_gdp
St. Kitts and Nevis,KNA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,2.55811405,,,2,domestic_gov_health_expenditure_gdp
St. Kitts and Nevis,KNA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,2.25112653,,,2,domestic_gov_health_expenditure_gdp
St. Kitts and Nevis,KNA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,2.19368339,,,2,domestic_gov_health_expenditure_gdp
St. Kitts and Nevis,KNA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,2.17921019,,,2,domestic_gov_health_expenditure_gdp
St. Kitts and Nevis,KNA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,1.94096529,,,2,domestic_gov_health_expenditure_gdp
St. Lucia,LCA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,2.07973409,,,2,domestic_gov_health_expenditure_gdp
St. Lucia,LCA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,1.98067319,,,2,domestic_gov_health_expenditure_gdp
St. Lucia,LCA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,2.03747821,,,2,domestic_gov_health_expenditure_gdp
St. Lucia,LCA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,1.95973325,,,2,domestic_gov_health_expenditure_gdp
St. Lucia,LCA,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,1.99191558,,,2,domestic_gov_health_expenditure_gdp
St. Martin (French part),MAF,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,,,,2,domestic_gov_health_expenditure_gdp
St. Martin (French part),MAF,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,,,,2,domestic_gov_health_expenditure_gdp
St. Martin (French part),MAF,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,,,,2,domestic_gov_health_expenditure_gdp
St. Martin (French part),MAF,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,,,,2,domestic_gov_health_expenditure_gdp
St. Martin (French part),MAF,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,,,,2,domestic_gov_health_expenditure_gdp
St. Vincent and the Grenadines,VCT,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,2.87263203,,,2,domestic_gov_health_expenditure_gdp
St. Vincent and the Grenadines,VCT,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,2.79988337,,,2,domestic_gov_health_expenditure_gdp
St. Vincent and the Grenadines,VCT,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,2.69260287,,,2,domestic_gov_health_expenditure_gdp
St. Vincent and the Grenadines,VCT,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,2.58707666,,,2,domestic_gov_health_expenditure_gdp
St. Vincent and the Grenadines,VCT,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,2.52658701,,,2,domestic_gov_health_expenditure_gdp
Sudan,SDN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,1.03735721,,,2,domestic_gov_health_expenditure_gdp
Sudan,SDN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,1.03874981,,,2,domestic_gov_health_expenditure_gdp
Sudan,SDN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,1.06663251,,,2,domestic_gov_health_expenditure_gdp
Sudan,SDN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,1.28979421,,,2,domestic_gov_health_expenditure_gdp
Sudan,SDN,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,0.82485694,,,2,domestic_gov_health_expenditure_gdp
Suriname,SUR,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2019,6.09356403,,,2,domestic_gov_health_expenditure_gdp
Suriname,SUR,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2018,4.47947168,,,2,domestic_gov_health_expenditure_gdp
Suriname,SUR,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2017,3.09932327,,,2,domestic_gov_health_expenditure_gdp
Suriname,SUR,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2016,3.71001315,,,2,domestic_gov_health_expenditure_gdp
Suriname,SUR,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),2015,3.16422224,,,2,domestic_gov_health_expenditure_gdp
