scheme,iso3,flip_rate,modal_profile,country,conversion_profile,modal_equals_baseline
dirichlet_moderate,SRB,0.0,uncertain / data-limited systems,Serbia,uncertain / data-limited systems,True
dirichlet_moderate,SUR,0.0,adaptive over-performers,Suriname,adaptive over-performers,True
dirichlet_moderate,SVK,0.0,capacity under-realizers,Slovak Republic,capacity under-realizers,True
dirichlet_moderate,SVN,0.0,capacity under-realizers,Slovenia,capacity under-realizers,True
dirichlet_moderate,SWE,0.0,effective converters,Sweden,effective converters,True
dirichlet_moderate,SYC,0.0,uncertain / data-limited systems,Seychelles,uncertain / data-limited systems,True
dirichlet_moderate,THA,0.0,uncertain / data-limited systems,Thailand,uncertain / data-limited systems,True
dirichlet_moderate,TJK,0.020000000000000018,adaptive over-performers,Tajikistan,adaptive over-performers,True
dirichlet_moderate,TUN,0.15400000000000003,structurally vulnerable systems,Tunisia,structurally vulnerable systems,True
dirichlet_moderate,TUR,0.0,uncertain / data-limited systems,Turkiye,uncertain / data-limited systems,True
dirichlet_moderate,UKR,0.0,uncertain / data-limited systems,Ukraine,uncertain / data-limited systems,True
dirichlet_moderate,URY,0.0020000000000000018,effective converters,Uruguay,effective converters,True
dirichlet_moderate,USA,0.01200000000000001,capacity under-realizers,United States,capacity under-realizers,True
dirichlet_moderate,UZB,0.14800000000000002,adaptive over-performers,Uzbekistan,adaptive over-performers,True
dirichlet_moderate,VCT,0.09799999999999998,adaptive over-performers,St. Vincent and the Grenadines,adaptive over-performers,True
dirichlet_moderate,ZAF,0.0,uncertain / data-limited systems,South Africa,uncertain / data-limited systems,True
