iso3,country,region,income_group,physicians_per_1000,physicians_per_1000_observed_years,physicians_per_1000_aggregation,nurses_midwives_per_1000,nurses_midwives_per_1000_observed_years,nurses_midwives_per_1000_aggregation,hospital_beds_per_1000,hospital_beds_per_1000_observed_years,hospital_beds_per_1000_aggregation,current_health_expenditure_per_capita_ppp,current_health_expenditure_per_capita_ppp_observed_years,current_health_expenditure_per_capita_ppp_aggregation,domestic_gov_health_expenditure_gdp,domestic_gov_health_expenditure_gdp_observed_years,domestic_gov_health_expenditure_gdp_aggregation,out_of_pocket_expenditure_share,out_of_pocket_expenditure_share_observed_years,out_of_pocket_expenditure_share_aggregation,uhc_service_coverage_index,uhc_service_coverage_index_observed_years,uhc_service_coverage_index_aggregation,measles_immunization_coverage,measles_immunization_coverage_observed_years,measles_immunization_coverage_aggregation,dpt_immunization_coverage,dpt_immunization_coverage_observed_years,dpt_immunization_coverage_aggregation,age65_share,age65_share_observed_years,age65_share_aggregation,population_density,population_density_observed_years,population_density_aggregation,life_expectancy,life_expectancy_observed_years,life_expectancy_aggregation,under5_mortality,under5_mortality_observed_years,under5_mortality_aggregation,adult_mortality_female,adult_mortality_female_observed_years,adult_mortality_female_aggregation,adult_mortality_male,adult_mortality_male_observed_years,adult_mortality_male_aggregation,gdp_per_capita_ppp,gdp_per_capita_ppp_observed_years,gdp_per_capita_ppp_aggregation,feature_missing_count,feature_missing_rate,primary_sample,extended_sample
HND,Honduras,Latin America & Caribbean ,Lower middle income,0.304,2.0,latest_pre2020_2017,0.702,4.0,mean_2015_2018,0.634,5.0,mean_2015_2019,397.65395774047,5.0,mean_2015_2019,2.92814927,5.0,mean_2015_2019,50.92053528,5.0,mean_2015_2019,63.2,5.0,mean_2015_2019,94.8,5.0,mean_2015_2019,92.4,5.0,mean_2015_2019,3.65384967372173,5,mean_2015_2019,85.7032174457056,5.0,mean_2015_2019,71.77360000000002,5,mean_2015_2019,18.94,5.0,mean_2015_2019,122.26700000000001,5,mean_2015_2019,186.02560000000003,5,mean_2015_2019,6064.3862145929315,5.0,mean_2015_2019,0,0.0,True,True
HRV,Croatia,Europe & Central Asia,High income,3.3932,5.0,mean_2015_2019,6.934399999999999,5.0,mean_2015_2019,5.646,5.0,mean_2015_2019,1864.057407265492,5.0,mean_2015_2019,5.527354622,5.0,mean_2015_2019,11.147624586000001,5.0,mean_2015_2019,74.2,5.0,mean_2015_2019,91.6,5.0,mean_2015_2019,93.2,5.0,mean_2015_2019,20.1750365787949,5,mean_2015_2019,72.32565220498893,5.0,mean_2015_2019,77.8136585365854,5,mean_2015_2019,4.82,5.0,mean_2015_2019,54.0098,5,mean_2015_2019,124.18000000000002,5,mean_2015_2019,32297.91111462356,5.0,mean_2015_2019,0,0.0,True,True
HTI,Haiti,Latin America & Caribbean ,Lower middle income,0.238,2.0,latest_pre2020_2018,0.404,2.0,latest_pre2020_2018,4.89,2.0,latest_pre2020_2019,139.8129391474746,5.0,mean_2015_2019,0.49795382000000005,5.0,mean_2015_2019,38.509947968000006,5.0,mean_2015_2019,40.8,5.0,mean_2015_2019,69.0,5.0,mean_2015_2019,58.8,5.0,mean_2015_2019,4.236005103433801,5,mean_2015_2019,392.4526705370104,5.0,mean_2015_2019,63.7572,5,mean_2015_2019,65.3,5.0,mean_2015_2019,185.8746,5,mean_2015_2019,279.883,5,mean_2015_2019,3450.926348242718,5.0,mean_2015_2019,0,0.0,True,True
HUN,Hungary,Europe & Central Asia,High income,3.3028000000000004,5.0,mean_2015_2019,6.0,5.0,mean_2015_2019,6.975999999999999,5.0,mean_2015_2019,2027.6032620033639,5.0,mean_2015_2019,4.555256558,5.0,mean_2015_2019,27.400572203999996,5.0,mean_2015_2019,79.6,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,18.801232379608518,5,mean_2015_2019,106.69746657900501,5.0,mean_2015_2019,75.96682926829268,5,mean_2015_2019,4.540000000000001,5.0,mean_2015_2019,79.80799999999999,5,mean_2015_2019,168.774,5,mean_2015_2019,34230.79361379682,5.0,mean_2015_2019,0,0.0,True,True
IDN,Indonesia,East Asia & Pacific,Upper middle income,0.3815,4.0,mean_2015_2019,2.2756,5.0,mean_2015_2019,1.05,5.0,mean_2015_2019,316.970495238886,5.0,mean_2015_2019,1.335439254,5.0,mean_2015_2019,37.361445618000005,5.0,mean_2015_2019,62.0,5.0,mean_2015_2019,88.4,5.0,mean_2015_2019,84.6,5.0,mean_2015_2019,6.261096496352654,5,mean_2015_2019,142.33832541774538,5.0,mean_2015_2019,69.92699999999999,5,mean_2015_2019,23.9,5.0,mean_2015_2019,151.169,5,mean_2015_2019,200.4398,5,mean_2015_2019,11801.18319763254,5.0,mean_2015_2019,0,0.0,True,True
IMN,Isle of Man,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.96768904618594,5,mean_2015_2019,146.817543859649,5.0,mean_2015_2019,80.5036,5,mean_2015_2019,,,,53.9076,5,mean_2015_2019,81.6894,5,mean_2015_2019,,,,10,0.6666666666666666,False,False
IND,India,South Asia,Lower middle income,0.7932,5.0,mean_2015_2019,1.6827500000000002,4.0,mean_2015_2018,1.6600000000000001,5.0,mean_2015_2019,196.3706512553178,5.0,mean_2015_2019,0.9691056119999999,5.0,mean_2015_2019,57.643449404,5.0,mean_2015_2019,63.4,5.0,mean_2015_2019,90.6,5.0,mean_2015_2019,89.0,5.0,mean_2015_2019,5.835676355376355,5,mean_2015_2019,457.10604233163724,5.0,mean_2015_2019,70.0528,5,mean_2015_2019,39.160000000000004,5.0,mean_2015_2019,138.5582,5,mean_2015_2019,198.0176,5,mean_2015_2019,7279.961946423378,5.0,mean_2015_2019,0,0.0,True,True
IRL,Ireland,Europe & Central Asia,High income,3.2322,5.0,mean_2015_2019,13.328,5.0,mean_2015_2019,2.938,5.0,mean_2015_2019,5620.076220588227,5.0,mean_2015_2019,5.049702548,5.0,mean_2015_2019,13.081161882,5.0,mean_2015_2019,81.0,5.0,mean_2015_2019,92.0,5.0,mean_2015_2019,94.6,5.0,mean_2015_2019,13.67435226363474,5,mean_2015_2019,70.15997096821017,5.0,mean_2015_2019,82.03414634146343,5,mean_2015_2019,3.5200000000000005,5.0,mean_2015_2019,47.135400000000004,5,mean_2015_2019,79.625,5,mean_2015_2019,87876.74031429399,5.0,mean_2015_2019,0,0.0,True,True
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,1.2236666666666667,3.0,mean_2015_2018,2.087666666666667,3.0,mean_2015_2018,1.8699999999999999,5.0,mean_2015_2019,1052.9334601730677,5.0,mean_2015_2019,3.691673184,5.0,mean_2015_2019,37.488524628,5.0,mean_2015_2019,78.4,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,98.8,5.0,mean_2015_2019,6.50617673632396,5,mean_2015_2019,52.26358390057362,5.0,mean_2015_2019,76.38680000000001,5,mean_2015_2019,14.419999999999998,5.0,mean_2015_2019,65.355,5,mean_2015_2019,120.6654,5,mean_2015_2019,15427.22488307556,5.0,mean_2015_2019,0,0.0,True,True
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,0.7564,5.0,mean_2015_2019,1.8417999999999999,5.0,mean_2015_2019,1.06,2.0,latest_pre2020_2018,434.63259958174206,5.0,mean_2015_2019,1.80797099,5.0,mean_2015_2019,55.795843508000004,5.0,mean_2015_2019,66.6,5.0,mean_2015_2019,80.4,5.0,mean_2015_2019,78.0,5.0,mean_2015_2019,3.166362728155602,5,mean_2015_2019,90.676077208183,5.0,mean_2015_2019,70.1618,5,mean_2015_2019,27.48,5.0,mean_2015_2019,128.10899999999998,5,mean_2015_2019,202.3828,5,mean_2015_2019,14463.24213804788,5.0,mean_2015_2019,0,0.0,True,True
ISL,Iceland,Europe & Central Asia,High income,3.8556000000000004,5.0,mean_2015_2019,15.64,5.0,mean_2015_2019,2.996,5.0,mean_2015_2019,4608.33010574463,5.0,mean_2015_2019,6.838809299999999,5.0,mean_2015_2019,16.36582489,5.0,mean_2015_2019,89.0,5.0,mean_2015_2019,92.4,5.0,mean_2015_2019,91.2,5.0,mean_2015_2019,14.008781872466619,5,mean_2015_2019,3.429097272093002,5.0,mean_2015_2019,82.67170731707316,5,mean_2015_2019,2.6800000000000006,5.0,mean_2015_2019,40.5162,5,mean_2015_2019,70.5696,5,mean_2015_2019,63798.0048568851,5.0,mean_2015_2019,0,0.0,True,True
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,3.4562,5.0,mean_2015_2019,5.460399999999999,5.0,mean_2015_2019,3.12,5.0,mean_2015_2019,2908.5232206132764,5.0,mean_2015_2019,4.57580519,5.0,mean_2015_2019,22.189583587999998,5.0,mean_2015_2019,83.4,5.0,mean_2015_2019,98.0,5.0,mean_2015_2019,96.6,5.0,mean_2015_2019,11.471696968150981,5,mean_2015_2019,402.73752310536037,5.0,mean_2015_2019,82.52341463414635,5,mean_2015_2019,3.7399999999999998,5.0,mean_2015_2019,38.5432,5,mean_2015_2019,70.5416,5,mean_2015_2019,42854.64162097904,5.0,mean_2015_2019,0,0.0,True,True
ITA,Italy,Europe & Central Asia,High income,3.9642000000000004,5.0,mean_2015_2019,6.0192,5.0,mean_2015_2019,3.172,5.0,mean_2015_2019,3654.518062874112,5.0,mean_2015_2019,6.405410290000001,5.0,mean_2015_2019,23.891615676000004,5.0,mean_2015_2019,82.8,5.0,mean_2015_2019,90.2,5.0,mean_2015_2019,94.6,5.0,mean_2015_2019,22.56143375276718,5,mean_2015_2019,203.04818846370222,5.0,mean_2015_2019,83.11560975609758,5,mean_2015_2019,3.3,5.0,mean_2015_2019,37.1494,5,mean_2015_2019,64.5984,5,mean_2015_2019,48594.531043109855,5.0,mean_2015_2019,0,0.0,True,True
JAM,Jamaica,Latin America & Caribbean ,Upper middle income,0.48233333333333334,3.0,mean_2015_2018,1.45025,4.0,mean_2015_2018,1.7120000000000002,5.0,mean_2015_2019,657.7573076057635,5.0,mean_2015_2019,3.8234111759999996,5.0,mean_2015_2019,28.218476104,5.0,mean_2015_2019,73.6,5.0,mean_2015_2019,92.8,5.0,mean_2015_2019,95.2,5.0,mean_2015_2019,6.657655954790451,5,mean_2015_2019,259.86299168975063,5.0,mean_2015_2019,71.8566,5,mean_2015_2019,18.72,5.0,mean_2015_2019,121.75120000000001,5,mean_2015_2019,189.8126,5,mean_2015_2019,10390.931049161185,5.0,mean_2015_2019,0,0.0,True,True
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2.4890000000000003,3.0,mean_2015_2019,3.0226666666666673,3.0,mean_2017_2019,1.3940000000000001,5.0,mean_2015_2019,647.270100666511,5.0,mean_2015_2019,3.2822150719999996,5.0,mean_2015_2019,33.517969512,5.0,mean_2015_2019,71.6,5.0,mean_2015_2019,92.4,5.0,mean_2015_2019,96.2,5.0,mean_2015_2019,3.53640450473866,5,mean_2015_2019,114.70564627387179,5.0,mean_2015_2019,76.0074,5,mean_2015_2019,15.7,5.0,mean_2015_2019,70.00540000000001,5,mean_2015_2019,105.1964,5,mean_2015_2019,9368.692477588851,5.0,mean_2015_2019,0,0.0,True,True
JPN,Japan,East Asia & Pacific,High income,2.485,2.0,latest_pre2020_2018,11.98,2.0,latest_pre2020_2018,12.994,5.0,mean_2015_2019,4466.375217440348,5.0,mean_2015_2019,9.035600474,5.0,mean_2015_2019,12.870667268,5.0,mean_2015_2019,83.2,5.0,mean_2015_2019,96.4,5.0,mean_2015_2019,98.0,5.0,mean_2015_2019,27.877368003606676,5,mean_2015_2019,348.2211248285322,5.0,mean_2015_2019,84.08917073170731,5,mean_2015_2019,2.62,5.0,mean_2015_2019,36.222,5,mean_2015_2019,67.047,5,mean_2015_2019,44241.5040137313,5.0,mean_2015_2019,0,0.0,True,True
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,3.6368,5.0,mean_2015_2019,6.9014,5.0,mean_2015_2019,5.332000000000001,5.0,mean_2015_2019,742.0421987972422,5.0,mean_2015_2019,1.86771314,5.0,mean_2015_2019,33.649180602,5.0,mean_2015_2019,82.2,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,95.0,5.0,mean_2015_2019,7.121408033992194,5,mean_2015_2019,6.907580990480424,5.0,mean_2015_2019,72.9192,5,mean_2015_2019,10.780000000000001,5.0,mean_2015_2019,98.89320000000001,5,mean_2015_2019,240.92399999999998,5,mean_2015_2019,31760.9927338607,5.0,mean_2015_2019,0,0.0,True,True
KEN,Kenya,Sub-Saharan Africa ,Lower middle income,0.16,1.0,latest_pre2020_2018,1.0525,4.0,mean_2015_2018,1.33,1.0,latest_pre2020_2019,182.71487072627278,5.0,mean_2015_2019,1.8893037319999997,5.0,mean_2015_2019,24.568632888,5.0,mean_2015_2019,54.0,5.0,mean_2015_2019,91.4,5.0,mean_2015_2019,88.4,5.0,mean_2015_2019,2.57416851985948,5,mean_2015_2019,85.49672726956769,5.0,mean_2015_2019,62.65880000000001,5,mean_2015_2019,44.67999999999999,5.0,mean_2015_2019,289.784,5,mean_2015_2019,368.78059999999994,5,mean_2015_2019,4897.234978051753,5.0,mean_2015_2019,0,0.0,True,True
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,1.816,5.0,mean_2015_2019,4.5934,5.0,mean_2015_2019,4.3100000000000005,5.0,mean_2015_2019,276.0472694534904,5.0,mean_2015_2019,2.433811094,5.0,mean_2015_2019,52.186151122,5.0,mean_2015_2019,74.2,5.0,mean_2015_2019,96.6,5.0,mean_2015_2019,94.8,5.0,mean_2015_2019,5.09808042692332,5,mean_2015_2019,32.90548488008342,5.0,mean_2015_2019,71.16048780487804,5,mean_2015_2019,20.14,5.0,mean_2015_2019,106.97640000000001,5,mean_2015_2019,246.18099999999998,5,mean_2015_2019,5843.175490466997,5.0,mean_2015_2019,0,0.0,True,True
KHM,Cambodia,East Asia & Pacific,Lower middle income,0.1928,5.0,mean_2015_2019,1.0554000000000001,5.0,mean_2015_2019,0.73,2.0,latest_pre2020_2018,238.7864514766812,5.0,mean_2015_2019,1.123576974,5.0,mean_2015_2019,59.613642884,5.0,mean_2015_2019,55.4,5.0,mean_2015_2019,85.6,5.0,mean_2015_2019,89.8,5.0,mean_2015_2019,4.91562870967976,5,mean_2015_2019,90.98714253342399,5.0,mean_2015_2019,69.799,5,mean_2015_2019,25.920000000000005,5.0,mean_2015_2019,141.7218,5,mean_2015_2019,212.8424,5,mean_2015_2019,5676.761822974548,5.0,mean_2015_2019,0,0.0,True,True
KIR,Kiribati,East Asia & Pacific,Lower middle income,,,,3.628,1.0,latest_pre2020_2018,1.86,1.0,latest_pre2020_2016,242.0536619343724,5.0,mean_2015_2019,8.023395824000001,5.0,mean_2015_2019,0.761836362,5.0,mean_2015_2019,50.2,5.0,mean_2015_2019,84.6,5.0,mean_2015_2019,88.2,5.0,mean_2015_2019,3.790765330064628,5,mean_2015_2019,148.5365432098766,5.0,mean_2015_2019,65.818,5,mean_2015_2019,59.2,5.0,mean_2015_2019,179.3544,5,mean_2015_2019,228.42199999999997,5,mean_2015_2019,2801.1062650944664,5.0,mean_2015_2019,1,0.06666666666666667,True,True
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,3.085,2.0,latest_pre2020_2018,4.586,1.0,latest_pre2020_2015,4.938000000000001,5.0,mean_2015_2019,1533.109955278766,5.0,mean_2015_2019,2.2246198900000005,5.0,mean_2015_2019,52.211181642,5.0,mean_2015_2019,78.4,5.0,mean_2015_2019,95.8,5.0,mean_2015_2019,97.0,5.0,mean_2015_2019,8.220633385486087,5,mean_2015_2019,180.90153846153822,5.0,mean_2015_2019,71.31960000000001,5,mean_2015_2019,18.900000000000002,5.0,mean_2015_2019,109.84100000000001,5,mean_2015_2019,224.85319999999996,5,mean_2015_2019,30126.79119974142,5.0,mean_2015_2019,0,0.0,True,True
KOR,"Korea, Rep.",East Asia & Pacific,High income,2.3438,5.0,mean_2015_2019,7.1058,5.0,mean_2015_2019,12.142,5.0,mean_2015_2019,3017.2970784272356,5.0,mean_2015_2019,3.882943106,5.0,mean_2015_2019,35.498776246,5.0,mean_2015_2019,86.6,5.0,mean_2015_2019,97.8,5.0,mean_2015_2019,97.8,5.0,mean_2015_2019,13.9418800480547,5,mean_2015_2019,526.9953426054733,5.0,mean_2015_2019,82.55609756097562,5,mean_2015_2019,3.3,5.0,mean_2015_2019,23.273200000000003,5,mean_2015_2019,62.980000000000004,5,mean_2015_2019,47419.890961353565,5.0,mean_2015_2019,0,0.0,True,True
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,2.1952,5.0,mean_2015_2019,6.6774000000000004,5.0,mean_2015_2019,2.064,5.0,mean_2015_2019,2268.0058616514043,5.0,mean_2015_2019,4.146487664,5.0,mean_2015_2019,12.254384042000002,5.0,mean_2015_2019,82.4,5.0,mean_2015_2019,97.2,5.0,mean_2015_2019,96.0,5.0,mean_2015_2019,2.9622505401101717,5,mean_2015_2019,232.9889225589226,5.0,mean_2015_2019,80.20926829268294,5,mean_2015_2019,8.959999999999999,5.0,mean_2015_2019,31.3074,5,mean_2015_2019,57.30279999999999,5,mean_2015_2019,53998.03576308068,5.0,mean_2015_2019,0,0.0,True,True
LAO,Lao PDR,East Asia & Pacific,Lower middle income,0.387,5.0,mean_2015_2019,1.20925,4.0,mean_2015_2018,1.416,5.0,mean_2015_2019,171.82737914353743,5.0,mean_2015_2019,0.869678034,5.0,mean_2015_2019,45.68455429000001,5.0,mean_2015_2019,56.6,5.0,mean_2015_2019,75.4,5.0,mean_2015_2019,76.6,5.0,mean_2015_2019,4.1281808422203605,5,mean_2015_2019,30.4109835355286,5.0,mean_2015_2019,67.31039999999999,5,mean_2015_2019,40.32,5.0,mean_2015_2019,153.6714,5,mean_2015_2019,216.958,5,mean_2015_2019,7409.963419661095,5.0,mean_2015_2019,0,0.0,True,True
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2.3048,5.0,mean_2015_2019,1.74025,4.0,mean_2015_2018,2.858,5.0,mean_2015_2019,1612.525807164692,5.0,mean_2015_2019,3.7658727159999996,5.0,mean_2015_2019,32.750856018,5.0,mean_2015_2019,68.2,5.0,mean_2015_2019,82.0,5.0,mean_2015_2019,83.0,5.0,mean_2015_2019,7.814877944859331,5,mean_2015_2019,600.8674486803519,5.0,mean_2015_2019,78.2488,5,mean_2015_2019,13.62,5.0,mean_2015_2019,57.4534,5,mean_2015_2019,83.396,5,mean_2015_2019,15726.116652211382,5.0,mean_2015_2019,0,0.0,True,True
LBR,Liberia,Sub-Saharan Africa ,Low income,0.08420000000000001,5.0,mean_2015_2019,0.4277666666666667,3.0,mean_2015_2019,1.64,2.0,latest_pre2020_2018,163.3675506150158,5.0,mean_2015_2019,1.4056727380000003,5.0,mean_2015_2019,46.64390335,5.0,mean_2015_2019,43.4,5.0,mean_2015_2019,70.2,5.0,mean_2015_2019,74.0,5.0,mean_2015_2019,3.192473395946216,5,mean_2015_2019,50.357996262458485,5.0,mean_2015_2019,60.547799999999995,5,mean_2015_2019,90.61999999999999,5.0,mean_2015_2019,260.279,5,mean_2015_2019,298.4906,5,mean_2015_2019,1650.488995497904,5.0,mean_2015_2019,0,0.0,True,True
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,2.042,2.0,latest_pre2020_2017,6.377,1.0,latest_pre2020_2017,3.4,5.0,mean_2015_2019,949.3077123050865,5.0,mean_2015_2019,3.743801786,5.0,mean_2015_2019,30.650470734,5.0,mean_2015_2019,70.2,5.0,mean_2015_2019,87.2,5.0,mean_2015_2019,87.4,5.0,mean_2015_2019,4.56825409125038,5,mean_2015_2019,3.830865226138652,5.0,mean_2015_2019,72.4512,5,mean_2015_2019,12.4,5.0,mean_2015_2019,113.47319999999999,5,mean_2015_2019,200.5932,5,mean_2015_2019,14035.530336413718,5.0,mean_2015_2019,0,0.0,True,True
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,6.1129999999999995,4.0,mean_2016_2019,3.239,1.0,latest_pre2020_2017,1.32,2.0,latest_pre2020_2017,722.8247770436376,5.0,mean_2015_2019,2.009906864,5.0,mean_2015_2019,45.307696531999994,5.0,mean_2015_2019,76.4,5.0,mean_2015_2019,93.0,5.0,mean_2015_2019,92.2,5.0,mean_2015_2019,8.240999835264224,5,mean_2015_2019,289.03967213114737,5.0,mean_2015_2019,72.58200000000002,5,mean_2015_2019,18.479999999999997,5.0,mean_2015_2019,94.8848,5,mean_2015_2019,190.81739999999996,5,mean_2015_2019,22212.241834272143,5.0,mean_2015_2019,0,0.0,True,True
LIE,Liechtenstein,Europe & Central Asia,High income,,,,,,,,,,7842.464941464833,5.0,mean_2015_2019,3.691994142,5.0,mean_2015_2019,21.94957428,5.0,mean_2015_2019,,,,,,,,,,17.34881712697714,5,mean_2015_2019,237.47625000000002,5.0,mean_2015_2019,83.1726829268293,5,mean_2015_2019,,,,32.406,5,mean_2015_2019,47.7456,5,mean_2015_2019,,,,7,0.4666666666666667,False,True
LKA,Sri Lanka,South Asia,Lower middle income,0.9258,5.0,mean_2015_2019,1.9794,5.0,mean_2015_2019,3.774,5.0,mean_2015_2019,468.77670091154175,5.0,mean_2015_2019,1.588606714,5.0,mean_2015_2019,47.88468399,5.0,mean_2015_2019,69.4,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,9.688234750511374,5,mean_2015_2019,346.1626133055554,5.0,mean_2015_2019,76.30959999999999,5,mean_2015_2019,7.94,5.0,mean_2015_2019,62.474599999999995,5,mean_2015_2019,149.987,5,mean_2015_2019,14229.0298058969,5.0,mean_2015_2019,0,0.0,True,True
LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,0.457,1.0,latest_pre2020_2018,3.144,1.0,latest_pre2020_2018,,,,338.00990794604223,5.0,mean_2015_2019,5.92050171,5.0,mean_2015_2019,13.802965452,5.0,mean_2015_2019,55.2,5.0,mean_2015_2019,90.2,5.0,mean_2015_2019,88.2,5.0,mean_2015_2019,3.8202488260342684,5,mean_2015_2019,71.04842555994728,5.0,mean_2015_2019,53.6998,5,mean_2015_2019,70.7,5.0,mean_2015_2019,448.851,5,mean_2015_2019,550.5962000000001,5,mean_2015_2019,2917.721045006396,5.0,mean_2015_2019,1,0.06666666666666667,True,True
LTU,Lithuania,Europe & Central Asia,High income,4.504599999999999,5.0,mean_2015_2019,8.0344,5.0,mean_2015_2019,6.596000000000001,5.0,mean_2015_2019,2242.905264359792,5.0,mean_2015_2019,4.331815816,5.0,mean_2015_2019,32.043140027999996,5.0,mean_2015_2019,75.4,5.0,mean_2015_2019,93.4,5.0,mean_2015_2019,93.0,5.0,mean_2015_2019,19.42972026652842,5,mean_2015_2019,45.53674346294868,5.0,mean_2015_2019,75.28731707317077,5,mean_2015_2019,4.4799999999999995,5.0,mean_2015_2019,77.4078,5,mean_2015_2019,218.356,5,mean_2015_2019,38945.209548392566,5.0,mean_2015_2019,0,0.0,True,True
LUX,Luxembourg,Europe & Central Asia,High income,2.925333333333333,3.0,mean_2015_2017,12.222,5.0,mean_2015_2019,4.639999999999999,5.0,mean_2015_2019,6045.39799375709,5.0,mean_2015_2019,4.420396805999999,5.0,mean_2015_2019,10.428837016,5.0,mean_2015_2019,85.0,5.0,mean_2015_2019,98.4,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,14.3184730217707,5,mean_2015_2019,231.1867343054464,5.0,mean_2015_2019,82.40146341463415,5,mean_2015_2019,2.46,5.0,mean_2015_2019,39.4062,5,mean_2015_2019,69.1902,5,mean_2015_2019,132077.47546949759,5.0,mean_2015_2019,0,0.0,True,True
LVA,Latvia,Europe & Central Asia,High income,3.2368,5.0,mean_2015_2019,4.7316,5.0,mean_2015_2019,5.578,5.0,mean_2015_2019,1769.3791935867062,5.0,mean_2015_2019,3.6902668479999994,5.0,mean_2015_2019,39.972250366000004,5.0,mean_2015_2019,76.6,5.0,mean_2015_2019,96.4,5.0,mean_2015_2019,97.0,5.0,mean_2015_2019,19.98318422941056,5,mean_2015_2019,31.24144824593828,5.0,mean_2015_2019,74.77219512195123,5,mean_2015_2019,4.499999999999999,5.0,mean_2015_2019,85.8366,5,mean_2015_2019,226.49020000000002,5,mean_2015_2019,33048.483897483246,5.0,mean_2015_2019,0,0.0,True,True
MAC,"Macao SAR, China",East Asia & Pacific,High income,,,,3.74525,4.0,mean_2015_2018,,,,,,,,,,,,,,,,,,,,,,9.55743858410654,5,mean_2015_2019,20809.260905736457,5.0,mean_2015_2019,83.52682926829269,5,mean_2015_2019,,,,25.578999999999997,5,mean_2015_2019,58.325599999999994,5,mean_2015_2019,130008.36122042779,5.0,mean_2015_2019,9,0.6,False,False
MAF,St. Martin (French part),Latin America & Caribbean ,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.836841113466198,5,mean_2015_2019,726.64,5.0,mean_2015_2019,79.7166,5,mean_2015_2019,,,,40.3426,5,mean_2015_2019,84.12480000000001,5,mean_2015_2019,,,,10,0.6666666666666666,False,False
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.734,1.0,latest_pre2020_2017,1.394,1.0,latest_pre2020_2017,0.71,3.0,mean_2017_2019,404.2823743196926,5.0,mean_2015_2019,1.995883512,5.0,mean_2015_2019,47.862029266,5.0,mean_2015_2019,65.6,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,6.238358659027612,5,mean_2015_2019,79.3762469191127,5.0,mean_2015_2019,73.58420000000001,5,mean_2015_2019,20.959999999999997,5.0,mean_2015_2019,93.5714,5,mean_2015_2019,133.842,5,mean_2015_2019,8434.13671875,5.0,mean_2015_2019,0,0.0,True,True
MCO,Monaco,Europe & Central Asia,High income,8.609,2.0,latest_pre2020_2019,,,,,,,8163.065983226676,5.0,mean_2015_2019,3.5056332580000005,5.0,mean_2015_2019,6.383436204000001,5.0,mean_2015_2019,85.0,5.0,mean_2015_2019,88.4,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,35.444502518255234,5,mean_2015_2019,18547.01529353726,5.0,mean_2015_2019,85.8132,5,mean_2015_2019,3.3,5.0,mean_2015_2019,19.929399999999998,5,mean_2015_2019,34.9944,5,mean_2015_2019,,,,2,0.13333333333333333,True,True
MDA,Moldova,Europe & Central Asia,Upper middle income,3.3840000000000003,5.0,mean_2015_2019,6.416000000000001,5.0,mean_2015_2019,5.768,5.0,mean_2015_2019,738.6933536462553,5.0,mean_2015_2019,3.7730874059999997,5.0,mean_2015_2019,42.366975404,5.0,mean_2015_2019,70.8,5.0,mean_2015_2019,92.0,5.0,mean_2015_2019,89.6,5.0,mean_2015_2019,12.78935638199338,5,mean_2015_2019,95.85802205573277,5.0,mean_2015_2019,70.2178,5,mean_2015_2019,15.48,5.0,mean_2015_2019,122.2018,5,mean_2015_2019,291.464,5,mean_2015_2019,13140.802573114139,5.0,mean_2015_2019,0,0.0,True,True
MDG,Madagascar,Sub-Saharan Africa ,Low income,0.195,1.0,latest_pre2020_2018,0.285,1.0,latest_pre2020_2018,,,,69.55409716693637,5.0,mean_2015_2019,1.757530262,5.0,mean_2015_2019,27.483480452000002,5.0,mean_2015_2019,31.8,5.0,mean_2015_2019,61.0,5.0,mean_2015_2019,67.6,5.0,mean_2015_2019,2.9417468940602545,5,mean_2015_2019,46.074083533860446,5.0,mean_2015_2019,63.4442,5,mean_2015_2019,65.0,5.0,mean_2015_2019,211.53699999999998,5,mean_2015_2019,259.283,5,mean_2015_2019,1666.5676593766882,5.0,mean_2015_2019,1,0.06666666666666667,True,True
