iso3,country,region,income_group,physicians_per_1000,physicians_per_1000_observed_years,physicians_per_1000_aggregation,nurses_midwives_per_1000,nurses_midwives_per_1000_observed_years,nurses_midwives_per_1000_aggregation,hospital_beds_per_1000,hospital_beds_per_1000_observed_years,hospital_beds_per_1000_aggregation,current_health_expenditure_per_capita_ppp,current_health_expenditure_per_capita_ppp_observed_years,current_health_expenditure_per_capita_ppp_aggregation,current_health_expenditure_gdp,current_health_expenditure_gdp_observed_years,current_health_expenditure_gdp_aggregation,domestic_gov_health_expenditure_gdp,domestic_gov_health_expenditure_gdp_observed_years,domestic_gov_health_expenditure_gdp_aggregation,measles_immunization_coverage,measles_immunization_coverage_observed_years,measles_immunization_coverage_aggregation,dpt_immunization_coverage,dpt_immunization_coverage_observed_years,dpt_immunization_coverage_aggregation,tuberculosis_incidence,tuberculosis_incidence_observed_years,tuberculosis_incidence_aggregation,hiv_prevalence,hiv_prevalence_observed_years,hiv_prevalence_aggregation,age65_share,age65_share_observed_years,age65_share_aggregation,population_density,population_density_observed_years,population_density_aggregation,urban_population_share,urban_population_share_observed_years,urban_population_share_aggregation,ncd_mortality_risk,ncd_mortality_risk_observed_years,ncd_mortality_risk_aggregation,air_pollution_pm25,air_pollution_pm25_observed_years,air_pollution_pm25_aggregation,life_expectancy,life_expectancy_observed_years,life_expectancy_aggregation,under5_mortality,under5_mortality_observed_years,under5_mortality_aggregation,adult_mortality_female,adult_mortality_female_observed_years,adult_mortality_female_aggregation,adult_mortality_male,adult_mortality_male_observed_years,adult_mortality_male_aggregation,uhc_service_coverage_index,uhc_service_coverage_index_observed_years,uhc_service_coverage_index_aggregation,domestic_gov_health_expenditure_share,domestic_gov_health_expenditure_share_observed_years,domestic_gov_health_expenditure_share_aggregation,out_of_pocket_expenditure_share,out_of_pocket_expenditure_share_observed_years,out_of_pocket_expenditure_share_aggregation,out_of_pocket_expenditure_per_capita_ppp,out_of_pocket_expenditure_per_capita_ppp_observed_years,out_of_pocket_expenditure_per_capita_ppp_aggregation,basic_sanitation_access,basic_sanitation_access_observed_years,basic_sanitation_access_aggregation,basic_drinking_water_access,basic_drinking_water_access_observed_years,basic_drinking_water_access_aggregation,basic_handwashing_access,basic_handwashing_access_observed_years,basic_handwashing_access_aggregation,diabetes_prevalence,diabetes_prevalence_observed_years,diabetes_prevalence_aggregation,gdp_per_capita_ppp,gdp_per_capita_ppp_observed_years,gdp_per_capita_ppp_aggregation,population_total,population_total_observed_years,population_total_aggregation,expanded_feature_missing_count,expanded_feature_missing_rate,expanded_primary_sample
CZE,Czechia,Europe & Central Asia,High income,4.04392,5.0,mean_2015_2019,8.740800000000002,5.0,mean_2015_2019,6.718000000000001,5.0,mean_2015_2019,2902.441830816626,5.0,mean_2015_2019,7.34344797,5.0,mean_2015_2019,6.206540776,5.0,mean_2015_2019,96.4,5.0,mean_2015_2019,96.6,5.0,mean_2015_2019,5.5600000000000005,5.0,mean_2015_2019,,,,19.05161761423152,5,mean_2015_2019,137.31187416305198,5.0,mean_2015_2019,72.91226441796076,5,mean_2015_2019,14.919999999999998,5.0,mean_2015_2019,16.66588398494028,5.0,mean_2015_2019,78.96829268292683,5,mean_2015_2019,3.14,5.0,mean_2015_2019,52.249199999999995,5,mean_2015_2019,109.61479999999999,5,mean_2015_2019,82.6,5.0,mean_2015_2019,84.51758422600001,5.0,mean_2015_2019,14.279938508,5.0,mean_2015_2019,414.27250871216785,5.0,mean_2015_2019,99.07432011790914,5.0,mean_2015_2019,98.73108942416827,5.0,mean_2015_2019,,,,,,,44875.65262959412,5.0,mean_2015_2019,10601725.4,5,mean_2015_2019,2,0.07692307692307693,True
DEU,Germany,Europe & Central Asia,High income,4.2344,5.0,mean_2015_2019,11.424000000000001,5.0,mean_2015_2019,7.975999999999999,5.0,mean_2015_2019,6015.394727641227,5.0,mean_2015_2019,11.111457446,5.0,mean_2015_2019,8.645664406,5.0,mean_2015_2019,97.0,5.0,mean_2015_2019,91.4,5.0,mean_2015_2019,7.06,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,21.31202901218356,5,mean_2015_2019,236.3143210655694,5.0,mean_2015_2019,80.992836284989,5,mean_2015_2019,12.180000000000001,5.0,mean_2015_2019,11.75886922932508,5.0,mean_2015_2019,80.9619512195122,5,mean_2015_2019,3.8199999999999994,5.0,mean_2015_2019,48.5218,5,mean_2015_2019,87.898,5,mean_2015_2019,86.2,5.0,mean_2015_2019,77.807055664,5.0,mean_2015_2019,12.220933914,5.0,mean_2015_2019,735.2061184961165,5.0,mean_2015_2019,99.22507943613581,5.0,mean_2015_2019,99.99999978581666,5.0,mean_2015_2019,,,,,,,61415.77792173739,5.0,mean_2015_2019,82538205.2,5,mean_2015_2019,1,0.038461538461538464,True
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,,,,,,1.38,4.0,mean_2015_2018,127.8271288051986,5.0,mean_2015_2019,2.702668906,5.0,mean_2015_2019,1.361751984,5.0,mean_2015_2019,79.8,5.0,mean_2015_2019,79.4,5.0,mean_2015_2019,513.4,5.0,mean_2015_2019,1.4999999999999998,5.0,mean_2015_2019,4.266132790638418,5,mean_2015_2019,45.499551337359776,5.0,mean_2015_2019,71.34630597873736,5,mean_2015_2019,21.68,5.0,mean_2015_2019,43.22508638739748,5.0,mean_2015_2019,63.67280000000001,5,mean_2015_2019,61.3,5.0,mean_2015_2019,199.7174,5,mean_2015_2019,275.75079999999997,5,mean_2015_2019,46.0,5.0,mean_2015_2019,50.386637115999996,5.0,mean_2015_2019,24.664677047999998,5.0,mean_2015_2019,31.36735006643488,5.0,mean_2015_2019,63.6163134910444,5.0,mean_2015_2019,78.04139748569602,5.0,mean_2015_2019,50.3290822480678,1.0,latest_pre2020_2019,,,,5402.026751016669,5.0,mean_2015_2019,1054679.6,5,mean_2015_2019,2,0.07692307692307693,True
DMA,Dominica,Latin America & Caribbean ,Upper middle income,1.158,2.0,latest_pre2020_2018,6.6884999999999994,4.0,mean_2015_2018,3.436,5.0,mean_2015_2019,690.66818432573,5.0,mean_2015_2019,5.41979046,5.0,mean_2015_2019,3.5582964400000003,5.0,mean_2015_2019,89.0,5.0,mean_2015_2019,96.2,5.0,mean_2015_2019,7.9,5.0,mean_2015_2019,0.45999999999999996,5.0,mean_2015_2019,11.122444575785718,5,mean_2015_2019,91.88426666666668,5.0,mean_2015_2019,70.64682839055163,5,mean_2015_2019,,,,20.5149588723746,5.0,mean_2015_2019,70.49199999999999,5,mean_2015_2019,31.119999999999997,5.0,mean_2015_2019,110.24600000000001,5,mean_2015_2019,185.1536,5,mean_2015_2019,75.6,5.0,mean_2015_2019,65.58430633399999,5.0,mean_2015_2019,31.922171402000004,5.0,mean_2015_2019,220.38704404853178,5.0,mean_2015_2019,80.3664248800941,3.0,mean_2015_2017,96.24928620483779,5.0,mean_2015_2019,,,,,,,17019.15550917526,5.0,mean_2015_2019,68913.2,5,mean_2015_2019,2,0.07692307692307693,True
DNK,Denmark,Europe & Central Asia,High income,4.097,5.0,mean_2015_2019,11.696000000000002,5.0,mean_2015_2019,2.588,5.0,mean_2015_2019,5593.597859395639,5.0,mean_2015_2019,10.219573402,5.0,mean_2015_2019,8.581608198000001,5.0,mean_2015_2019,94.6,5.0,mean_2015_2019,95.8,5.0,mean_2015_2019,5.960000000000001,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,19.19670942401542,5,mean_2015_2019,143.92265500000002,5.0,mean_2015_2019,87.95144445961236,5,mean_2015_2019,11.46,5.0,mean_2015_2019,9.904302093709276,5.0,mean_2015_2019,81.01268292682929,5,mean_2015_2019,3.94,5.0,mean_2015_2019,48.53240000000001,5,mean_2015_2019,79.0162,5,mean_2015_2019,83.4,5.0,mean_2015_2019,83.970603944,5.0,mean_2015_2019,13.658427810000001,5.0,mean_2015_2019,764.5043686978441,5.0,mean_2015_2019,99.59723059529372,5.0,mean_2015_2019,99.99999947541463,5.0,mean_2015_2019,,,,,,,64990.34726665368,5.0,mean_2015_2019,5756906.2,5,mean_2015_2019,1,0.038461538461538464,True
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,1.431,2.0,latest_pre2020_2019,1.2396,5.0,mean_2015_2019,1.3699999999999999,5.0,mean_2015_2019,763.8014279207789,5.0,mean_2015_2019,4.470508098,5.0,mean_2015_2019,2.5792753700000004,5.0,mean_2015_2019,83.6,5.0,mean_2015_2019,86.4,5.0,mean_2015_2019,51.6,5.0,mean_2015_2019,1.06,5.0,mean_2015_2019,6.148434511502174,5,mean_2015_2019,220.8839100733324,5.0,mean_2015_2019,73.88279739226897,5,mean_2015_2019,19.139999999999997,5.0,mean_2015_2019,19.482557074826122,5.0,mean_2015_2019,73.1816,5,mean_2015_2019,34.76,5.0,mean_2015_2019,105.1872,5,mean_2015_2019,185.72780000000003,5,mean_2015_2019,73.4,5.0,mean_2015_2019,57.83731918399999,5.0,mean_2015_2019,28.843033218,5.0,mean_2015_2019,219.8374624431432,5.0,mean_2015_2019,86.45388888194566,5.0,mean_2015_2019,96.33632576231894,5.0,mean_2015_2019,50.593126618554784,5.0,mean_2015_2019,,,,19711.63431957104,5.0,mean_2015_2019,10665839.6,5,mean_2015_2019,0,0.0,True
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,1.5,3.0,mean_2016_2019,1.571,4.0,mean_2016_2019,1.61,3.0,mean_2015_2017,810.1189497430212,5.0,mean_2015_2019,5.926666642,5.0,mean_2015_2019,3.8495403280000007,5.0,mean_2015_2019,87.4,5.0,mean_2015_2019,91.2,5.0,mean_2015_2019,74.2,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,5.476572812143155,5,mean_2015_2019,17.49637329816266,5.0,mean_2015_2019,71.31783642787437,5,mean_2015_2019,14.080000000000002,5.0,mean_2015_2019,25.049272573834298,5.0,mean_2015_2019,75.4274,5,mean_2015_2019,24.080000000000002,5.0,mean_2015_2019,75.74,5,mean_2015_2019,93.2058,5,mean_2015_2019,69.8,5.0,mean_2015_2019,64.825382996,5.0,mean_2015_2019,33.742380907999994,5.0,mean_2015_2019,272.4183177480244,5.0,mean_2015_2019,86.44968456449516,5.0,mean_2015_2019,91.71282197235958,5.0,mean_2015_2019,84.24944013346685,5.0,mean_2015_2019,,,,15344.298466146982,5.0,mean_2015_2019,41671826.0,5,mean_2015_2019,0,0.0,True
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,2.1494,5.0,mean_2015_2019,2.6745,4.0,mean_2015_2018,1.4179999999999997,5.0,mean_2015_2019,898.449609084267,5.0,mean_2015_2019,7.704661558,5.0,mean_2015_2019,4.733969880000001,5.0,mean_2015_2019,83.4,5.0,mean_2015_2019,83.2,5.0,mean_2015_2019,43.8,5.0,mean_2015_2019,0.4,5.0,mean_2015_2019,7.014406054182244,5,mean_2015_2019,67.5796835239169,5.0,mean_2015_2019,63.01520525416995,5,mean_2015_2019,11.819999999999999,5.0,mean_2015_2019,19.263085771865597,5.0,mean_2015_2019,76.614,5,mean_2015_2019,14.48,5.0,mean_2015_2019,83.4156,5,mean_2015_2019,140.2442,5,mean_2015_2019,79.2,5.0,mean_2015_2019,61.436500552,5.0,mean_2015_2019,30.32316246,5.0,mean_2015_2019,271.7475164573806,5.0,mean_2015_2019,85.80186469288904,5.0,mean_2015_2019,90.66399631895777,5.0,mean_2015_2019,86.34259204149983,5.0,mean_2015_2019,,,,13920.247282286999,5.0,mean_2015_2019,16784090.2,5,mean_2015_2019,0,0.0,True
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.7364,5.0,mean_2015_2019,1.79425,4.0,mean_2015_2018,1.2399999999999998,5.0,mean_2015_2019,589.7871145720276,5.0,mean_2015_2019,4.966234398,5.0,mean_2015_2019,1.4905543559999999,5.0,mean_2015_2019,94.0,5.0,mean_2015_2019,94.4,5.0,mean_2015_2019,12.2,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,4.3821558679028145,5,mean_2015_2019,104.10834095132842,5.0,mean_2015_2019,42.50284489650138,5,mean_2015_2019,28.339999999999996,5.0,mean_2015_2019,64.25161782442947,5.0,mean_2015_2019,70.69359999999999,5,mean_2015_2019,25.619999999999997,5.0,mean_2015_2019,110.37899999999999,5,mean_2015_2019,183.4938,5,mean_2015_2019,72.6,5.0,mean_2015_2019,29.950373840000005,5.0,mean_2015_2019,59.86841277999999,5.0,mean_2015_2019,353.216455881833,5.0,mean_2015_2019,95.57301946526383,5.0,mean_2015_2019,97.78239742861516,5.0,mean_2015_2019,85.11659937382392,5.0,mean_2015_2019,,,,14137.27407826758,5.0,mean_2015_2019,103634648.0,5,mean_2015_2019,0,0.0,True
ERI,Eritrea,Sub-Saharan Africa ,Low income,0.07520000000000002,5.0,mean_2015_2019,1.4562499999999998,4.0,mean_2015_2018,1.188,5.0,mean_2015_2019,77.98575330004223,5.0,mean_2015_2019,4.2590611439999995,5.0,mean_2015_2019,0.769393384,5.0,mean_2015_2019,94.2,5.0,mean_2015_2019,95.0,5.0,mean_2015_2019,145.0,5.0,mean_2015_2019,0.64,5.0,mean_2015_2019,3.999822543004408,5,mean_2015_2019,26.1210097746839,5.0,mean_2015_2019,35.42789764404298,5,mean_2015_2019,27.840000000000003,5.0,mean_2015_2019,39.997802838059684,5.0,mean_2015_2019,66.6096,5,mean_2015_2019,43.36,5.0,mean_2015_2019,180.6024,5,mean_2015_2019,239.94340000000003,5,mean_2015_2019,39.6,5.0,mean_2015_2019,18.190615654000002,5.0,mean_2015_2019,49.218812562,5.0,mean_2015_2019,38.190843519466156,5.0,mean_2015_2019,11.9399660140866,2.0,latest_pre2020_2016,51.8497177620962,2.0,latest_pre2020_2016,,,,,,,,,,3162709.0,5,mean_2015_2019,1,0.038461538461538464,True
ESP,Spain,Europe & Central Asia,High income,3.971,5.0,mean_2015_2019,5.811399999999999,5.0,mean_2015_2019,2.95,5.0,mean_2015_2019,3596.462494937602,5.0,mean_2015_2019,9.072950553999998,5.0,mean_2015_2019,6.3501935959999996,5.0,mean_2015_2019,97.4,5.0,mean_2015_2019,96.0,5.0,mean_2015_2019,10.8,5.0,mean_2015_2019,0.36000000000000004,5.0,mean_2015_2019,18.97721639937828,5,mean_2015_2019,93.41764424198308,5.0,mean_2015_2019,79.45327800056744,5,mean_2015_2019,9.98,5.0,mean_2015_2019,10.313830471085238,5.0,mean_2015_2019,83.34146341463415,5,mean_2015_2019,3.2399999999999998,5.0,mean_2015_2019,37.3044,5,mean_2015_2019,73.321,5,mean_2015_2019,83.6,5.0,mean_2015_2019,69.99738159400002,5.0,mean_2015_2019,23.582294466,5.0,mean_2015_2019,849.1497450694472,5.0,mean_2015_2019,99.91802706010212,5.0,mean_2015_2019,99.92627946034797,5.0,mean_2015_2019,,,,,,,45199.26139222644,5.0,mean_2015_2019,46670437.2,5,mean_2015_2019,1,0.038461538461538464,True
EST,Estonia,Europe & Central Asia,High income,3.4588,5.0,mean_2015_2019,6.5134,5.0,mean_2015_2019,4.636000000000001,5.0,mean_2015_2019,2283.112640420064,5.0,mean_2015_2019,6.553542709999999,5.0,mean_2015_2019,4.853569412000001,5.0,mean_2015_2019,90.8,5.0,mean_2015_2019,92.4,5.0,mean_2015_2019,17.0,5.0,mean_2015_2019,0.8,5.0,mean_2015_2019,19.422841721061378,5,mean_2015_2019,30.66140396401632,5.0,mean_2015_2019,69.01119727957555,5,mean_2015_2019,16.479999999999997,5.0,mean_2015_2019,6.971934412695054,5.0,mean_2015_2019,78.04292682926832,5,mean_2015_2019,2.84,5.0,mean_2015_2019,59.9692,5,mean_2015_2019,159.37500000000003,5,mean_2015_2019,77.4,5.0,mean_2015_2019,74.058175658,5.0,mean_2015_2019,24.14028206,5.0,mean_2015_2019,551.4605926559436,5.0,mean_2015_2019,99.03273828179869,5.0,mean_2015_2019,99.87669546135568,5.0,mean_2015_2019,,,,,,,39286.51199410802,5.0,mean_2015_2019,1319491.2,5,mean_2015_2019,1,0.038461538461538464,True
ETH,Ethiopia,Sub-Saharan Africa ,Not classified,0.089,2.0,latest_pre2020_2019,0.692,2.0,latest_pre2020_2018,0.33,1.0,latest_pre2020_2016,68.09401037764727,5.0,mean_2015_2019,3.4846927639999996,5.0,mean_2015_2019,0.8448036800000001,5.0,mean_2015_2019,56.4,5.0,mean_2015_2019,62.8,5.0,mean_2015_2019,180.2,5.0,mean_2015_2019,1.02,5.0,mean_2015_2019,2.9819711481739803,5,mean_2015_2019,97.2309479115853,5.0,mean_2015_2019,20.33377876281736,5,mean_2015_2019,17.14,5.0,mean_2015_2019,30.34656701263072,5.0,mean_2015_2019,64.70360000000001,5,mean_2015_2019,58.7,5.0,mean_2015_2019,182.0244,5,mean_2015_2019,267.4316,5,mean_2015_2019,29.6,5.0,mean_2015_2019,24.185416798,5.0,mean_2015_2019,35.97753677199999,5.0,mean_2015_2019,24.5035373515593,5.0,mean_2015_2019,8.037681292915234,5.0,mean_2015_2019,45.09514724663239,5.0,mean_2015_2019,7.885286977827507,5.0,mean_2015_2019,,,,2202.843784007282,5.0,mean_2015_2019,109730662.6,5,mean_2015_2019,0,0.0,True
FIN,Finland,Europe & Central Asia,High income,3.4614,5.0,mean_2015_2019,12.508,5.0,mean_2015_2019,3.7920000000000003,5.0,mean_2015_2019,4392.166290722382,5.0,mean_2015_2019,9.335309028,5.0,mean_2015_2019,7.340135480000001,5.0,mean_2015_2019,95.2,5.0,mean_2015_2019,92.0,5.0,mean_2015_2019,5.04,5.0,mean_2015_2019,,,,21.143097564483337,5,mean_2015_2019,18.11026483783768,5.0,mean_2015_2019,71.99262067760776,5,mean_2015_2019,10.200000000000001,5.0,mean_2015_2019,5.381102083520078,5.0,mean_2015_2019,81.65170731707317,5,mean_2015_2019,2.4200000000000004,5.0,mean_2015_2019,43.8164,5,mean_2015_2019,91.4382,5,mean_2015_2019,86.0,5.0,mean_2015_2019,78.631747438,5.0,mean_2015_2019,18.560491562,5.0,mean_2015_2019,813.8650047904802,5.0,mean_2015_2019,99.44798315367255,5.0,mean_2015_2019,99.99999929762501,5.0,mean_2015_2019,,,,,,,55110.63397077496,5.0,mean_2015_2019,5504035.8,5,mean_2015_2019,2,0.07692307692307693,True
FJI,Fiji,East Asia & Pacific,Upper middle income,0.813,1.0,latest_pre2020_2015,3.3186666666666667,3.0,mean_2015_2019,1.8866666666666665,3.0,mean_2015_2017,460.171201567848,5.0,mean_2015_2019,3.6358802320000003,5.0,mean_2015_2019,2.282713032,5.0,mean_2015_2019,96.6,5.0,mean_2015_2019,95.2,5.0,mean_2015_2019,71.6,5.0,mean_2015_2019,0.22000000000000003,5.0,mean_2015_2019,5.495968941896546,5,mean_2015_2019,50.23078270388614,5.0,mean_2015_2019,55.69609110237068,5,mean_2015_2019,39.239999999999995,5.0,mean_2015_2019,12.444306547939181,5.0,mean_2015_2019,66.83420000000001,5,mean_2015_2019,23.020000000000003,5.0,mean_2015_2019,197.83559999999997,5,mean_2015_2019,271.7828,5,mean_2015_2019,70.0,5.0,mean_2015_2019,63.00437851,5.0,mean_2015_2019,18.882121086,5.0,mean_2015_2019,86.60423507001587,5.0,mean_2015_2019,93.24028966587673,5.0,mean_2015_2019,95.31354483650259,5.0,mean_2015_2019,86.31066542737166,3.0,mean_2017_2019,,,,12475.947499886859,5.0,mean_2015_2019,917716.4,5,mean_2015_2019,0,0.0,True
FRA,France,Europe & Central Asia,High income,3.2116,5.0,mean_2015_2019,9.213199999999999,5.0,mean_2015_2019,6.122,5.0,mean_2015_2019,5150.807808024483,5.0,mean_2015_2019,11.399839018,5.0,mean_2015_2019,8.457959174,5.0,mean_2015_2019,90.8,5.0,mean_2015_2019,95.2,5.0,mean_2015_2019,8.780000000000001,5.0,mean_2015_2019,0.3,5.0,mean_2015_2019,19.651329950232856,5,mean_2015_2019,124.2159031450042,5.0,mean_2015_2019,78.47366109936335,5,mean_2015_2019,10.54,5.0,mean_2015_2019,10.519191235635596,5.0,mean_2015_2019,82.59463414634149,5,mean_2015_2019,4.2,5.0,mean_2015_2019,48.2382,5,mean_2015_2019,96.1704,5,mean_2015_2019,81.6,5.0,mean_2015_2019,74.19971466,5.0,mean_2015_2019,10.619338798,5.0,mean_2015_2019,546.2520760747495,5.0,mean_2015_2019,98.6500084445594,5.0,mean_2015_2019,99.9999999712053,5.0,mean_2015_2019,,,,,,,51914.4090928855,5.0,mean_2015_2019,66946161.0,5,mean_2015_2019,1,0.038461538461538464,True
FRO,Faroe Islands,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2449341011909,5,mean_2015_2019,36.00730659025788,5.0,mean_2015_2019,38.319218444824195,5,mean_2015_2019,,,,,,,82.10157756097563,5,mean_2015_2019,,,,40.0182,5,mean_2015_2019,68.6568,5,mean_2015_2019,,,,,,,,,,,,,90.8834757181354,1.0,latest_pre2020_2015,100.0,5.0,mean_2015_2019,,,,,,,65590.3728685285,5.0,mean_2015_2019,50266.2,5,mean_2015_2019,18,0.6923076923076923,False
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,0.762,1.0,latest_pre2020_2019,2.221,2.0,latest_pre2020_2019,,,,382.0907797798106,5.0,mean_2015_2019,12.435778618,5.0,mean_2015_2019,1.717591788,5.0,mean_2015_2019,74.2,5.0,mean_2015_2019,73.4,5.0,mean_2015_2019,227.2,5.0,mean_2015_2019,,,,4.3256913904832,5,mean_2015_2019,156.41799999999998,5.0,mean_2015_2019,22.33407044517258,5,mean_2015_2019,39.26,5.0,mean_2015_2019,12.00767050161706,5.0,mean_2015_2019,65.75640000000001,5,mean_2015_2019,28.1,5.0,mean_2015_2019,207.03820000000002,5,mean_2015_2019,314.2626,5,mean_2015_2019,64.8,5.0,mean_2015_2019,13.781785394,5.0,mean_2015_2019,2.5915124900000004,5.0,mean_2015_2019,9.896522637280281,5.0,mean_2015_2019,89.63633232957073,5.0,mean_2015_2019,89.90583090051149,5.0,mean_2015_2019,,,,,,,3804.3655376621696,5.0,mean_2015_2019,109492.6,5,mean_2015_2019,3,0.11538461538461539,True
GAB,Gabon,Sub-Saharan Africa ,Upper middle income,0.5535000000000001,4.0,mean_2016_2019,2.58725,4.0,mean_2016_2019,,,,418.36041667543304,5.0,mean_2015_2019,2.813309574,5.0,mean_2015_2019,1.7236557000000001,5.0,mean_2015_2019,63.2,5.0,mean_2015_2019,74.0,5.0,mean_2015_2019,457.2,5.0,mean_2015_2019,3.6799999999999997,5.0,mean_2015_2019,3.9995339931712004,5,mean_2015_2019,8.365909108549696,5.0,mean_2015_2019,88.99761001308508,5,mean_2015_2019,22.380000000000003,5.0,mean_2015_2019,28.447718768855196,5.0,mean_2015_2019,66.82300000000001,5,mean_2015_2019,41.38,5.0,mean_2015_2019,179.7498,5,mean_2015_2019,255.98380000000003,5,mean_2015_2019,51.4,5.0,mean_2015_2019,61.160085294,5.0,mean_2015_2019,23.962823866,5.0,mean_2015_2019,99.98974012919686,5.0,mean_2015_2019,48.577348877687555,5.0,mean_2015_2019,86.89511493533992,5.0,mean_2015_2019,47.81910535079877,3.0,mean_2017_2019,,,,19681.720024063918,5.0,mean_2015_2019,2155643.8,5,mean_2015_2019,1,0.038461538461538464,True
GBR,United Kingdom,Europe & Central Asia,High income,2.8204000000000002,5.0,mean_2015_2019,8.4198,5.0,mean_2015_2019,2.522,5.0,mean_2015_2019,4528.58396815754,5.0,mean_2015_2019,9.858100318000002,5.0,mean_2015_2019,7.857579804000001,5.0,mean_2015_2019,92.0,5.0,mean_2015_2019,94.0,5.0,mean_2015_2019,8.98,5.0,mean_2015_2019,0.2,4.0,mean_2016_2019,18.09466090910842,5,mean_2015_2019,272.4598024221882,5.0,mean_2015_2019,82.23890819222899,5,mean_2015_2019,11.120000000000001,5.0,mean_2015_2019,10.212629859359566,5.0,mean_2015_2019,81.19870243902439,5,mean_2015_2019,4.42,5.0,mean_2015_2019,53.7144,5,mean_2015_2019,85.29780000000001,5,mean_2015_2019,86.6,5.0,mean_2015_2019,79.706521606,5.0,mean_2015_2019,15.917836761999999,5.0,mean_2015_2019,721.1331857433338,5.0,mean_2015_2019,99.11030221160246,5.0,mean_2015_2019,99.99999932366153,5.0,mean_2015_2019,,,,,,,51246.72659829564,5.0,mean_2015_2019,65916200.0,5,mean_2015_2019,1,0.038461538461538464,True
GEO,Georgia,Europe & Central Asia,Upper middle income,6.6208,5.0,mean_2015_2019,4.9512,5.0,mean_2015_2019,3.9659999999999997,5.0,mean_2015_2019,1145.628391133942,5.0,mean_2015_2019,8.300420186,5.0,mean_2015_2019,2.701302052,5.0,mean_2015_2019,96.2,5.0,mean_2015_2019,92.8,5.0,mean_2015_2019,95.6,5.0,mean_2015_2019,0.26,5.0,mean_2015_2019,14.399953807099521,5,mean_2015_2019,65.17896007557997,5.0,mean_2015_2019,58.00253866618821,5,mean_2015_2019,23.4,5.0,mean_2015_2019,18.850250016939622,5.0,mean_2015_2019,73.59240000000001,5,mean_2015_2019,10.04,5.0,mean_2015_2019,80.15299999999999,5,mean_2015_2019,231.6882,5,mean_2015_2019,69.6,5.0,mean_2015_2019,32.75095291,5.0,mean_2015_2019,60.11169357199999,5.0,mean_2015_2019,688.018243966858,5.0,mean_2015_2019,86.23757921240176,5.0,mean_2015_2019,96.35799784775818,5.0,mean_2015_2019,91.60999115254528,5.0,mean_2015_2019,,,,16406.59696036572,5.0,mean_2015_2019,3725499.0,5,mean_2015_2019,0,0.0,True
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,0.11479999999999999,5.0,mean_2015_2019,2.6656,5.0,mean_2015_2019,0.69,1.0,latest_pre2020_2015,174.9231720858242,5.0,mean_2015_2019,3.2611474040000004,5.0,mean_2015_2019,1.5735305780000002,5.0,mean_2015_2019,91.4,5.0,mean_2015_2019,95.0,5.0,mean_2015_2019,152.0,5.0,mean_2015_2019,1.7399999999999998,5.0,mean_2015_2019,3.391404020258932,5,mean_2015_2019,131.8086100678534,5.0,mean_2015_2019,54.68638834695422,5,mean_2015_2019,23.54,5.0,mean_2015_2019,59.384008246586006,5.0,mean_2015_2019,63.823800000000006,5,mean_2015_2019,48.239999999999995,5.0,mean_2015_2019,215.627,5,mean_2015_2019,276.6424,5,mean_2015_2019,50.6,5.0,mean_2015_2019,50.221959686000005,5.0,mean_2015_2019,31.747218701999998,5.0,mean_2015_2019,56.36674038314934,5.0,mean_2015_2019,22.92830932814142,5.0,mean_2015_2019,82.69999236246812,5.0,mean_2015_2019,41.0977571025107,5.0,mean_2015_2019,,,,6001.96675342094,5.0,mean_2015_2019,29991538.8,5,mean_2015_2019,0,0.0,True
GIB,Gibraltar,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.47496679166246,5,mean_2015_2019,3428.88,5.0,mean_2015_2019,100.0,5,mean_2015_2019,,,,,,,82.8956,5,mean_2015_2019,,,,37.373999999999995,5,mean_2015_2019,70.80640000000001,5,mean_2015_2019,,,,,,,,,,,,,100.0,5.0,mean_2015_2019,100.0,5.0,mean_2015_2019,,,,,,,,,,34288.8,5,mean_2015_2019,18,0.6923076923076923,False
