iso3,country,region,income_group,physicians_per_1000,physicians_per_1000_observed_years,physicians_per_1000_aggregation,nurses_midwives_per_1000,nurses_midwives_per_1000_observed_years,nurses_midwives_per_1000_aggregation,hospital_beds_per_1000,hospital_beds_per_1000_observed_years,hospital_beds_per_1000_aggregation,current_health_expenditure_per_capita_ppp,current_health_expenditure_per_capita_ppp_observed_years,current_health_expenditure_per_capita_ppp_aggregation,current_health_expenditure_gdp,current_health_expenditure_gdp_observed_years,current_health_expenditure_gdp_aggregation,domestic_gov_health_expenditure_gdp,domestic_gov_health_expenditure_gdp_observed_years,domestic_gov_health_expenditure_gdp_aggregation,measles_immunization_coverage,measles_immunization_coverage_observed_years,measles_immunization_coverage_aggregation,dpt_immunization_coverage,dpt_immunization_coverage_observed_years,dpt_immunization_coverage_aggregation,tuberculosis_incidence,tuberculosis_incidence_observed_years,tuberculosis_incidence_aggregation,hiv_prevalence,hiv_prevalence_observed_years,hiv_prevalence_aggregation,age65_share,age65_share_observed_years,age65_share_aggregation,population_density,population_density_observed_years,population_density_aggregation,urban_population_share,urban_population_share_observed_years,urban_population_share_aggregation,ncd_mortality_risk,ncd_mortality_risk_observed_years,ncd_mortality_risk_aggregation,air_pollution_pm25,air_pollution_pm25_observed_years,air_pollution_pm25_aggregation,life_expectancy,life_expectancy_observed_years,life_expectancy_aggregation,under5_mortality,under5_mortality_observed_years,under5_mortality_aggregation,adult_mortality_female,adult_mortality_female_observed_years,adult_mortality_female_aggregation,adult_mortality_male,adult_mortality_male_observed_years,adult_mortality_male_aggregation,uhc_service_coverage_index,uhc_service_coverage_index_observed_years,uhc_service_coverage_index_aggregation,domestic_gov_health_expenditure_share,domestic_gov_health_expenditure_share_observed_years,domestic_gov_health_expenditure_share_aggregation,out_of_pocket_expenditure_share,out_of_pocket_expenditure_share_observed_years,out_of_pocket_expenditure_share_aggregation,out_of_pocket_expenditure_per_capita_ppp,out_of_pocket_expenditure_per_capita_ppp_observed_years,out_of_pocket_expenditure_per_capita_ppp_aggregation,basic_sanitation_access,basic_sanitation_access_observed_years,basic_sanitation_access_aggregation,basic_drinking_water_access,basic_drinking_water_access_observed_years,basic_drinking_water_access_aggregation,basic_handwashing_access,basic_handwashing_access_observed_years,basic_handwashing_access_aggregation,diabetes_prevalence,diabetes_prevalence_observed_years,diabetes_prevalence_aggregation,gdp_per_capita_ppp,gdp_per_capita_ppp_observed_years,gdp_per_capita_ppp_aggregation,population_total,population_total_observed_years,population_total_aggregation,expanded_feature_missing_count,expanded_feature_missing_rate,expanded_primary_sample
ABW,Aruba,Latin America & Caribbean ,High income,,,,,,,,,,,,,,,,,,,,,,,,,5.52,5.0,mean_2015_2019,,,,12.75463682949154,5,mean_2015_2019,603.8655555555554,5.0,mean_2015_2019,62.76770286710299,5,mean_2015_2019,,,,,,,75.6928,5,mean_2015_2019,,,,62.6904,5,mean_2015_2019,132.3032,5,mean_2015_2019,,,,,,,,,,,,,98.6429794587166,5.0,mean_2015_2019,96.7397757541097,2.0,latest_pre2020_2016,98.6072430841672,5.0,mean_2015_2019,,,,38108.36560032472,5.0,mean_2015_2019,108695.8,5,mean_2015_2019,16,0.6153846153846154,False
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.2672,5.0,mean_2015_2019,0.22825,4.0,mean_2015_2018,0.418,5.0,mean_2015_2019,303.3299629878412,5.0,mean_2015_2019,12.716898726,5.0,mean_2015_2019,0.5630776040000001,5.0,mean_2015_2019,62.6,5.0,mean_2015_2019,65.4,5.0,mean_2015_2019,207.6,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,2.363040661163984,5,mean_2015_2019,54.833562086993865,5.0,mean_2015_2019,24.82038378823548,5,mean_2015_2019,34.78,5.0,mean_2015_2019,67.53542489725211,5.0,mean_2015_2019,62.5412,5,mean_2015_2019,67.17999999999999,5.0,mean_2015_2019,203.84380000000002,5,mean_2015_2019,306.5748,5,mean_2015_2019,40.2,5.0,mean_2015_2019,4.517020368,5.0,mean_2015_2019,76.57611999399998,5.0,mean_2015_2019,232.0967316297346,5.0,mean_2015_2019,44.7524855449051,5.0,mean_2015_2019,65.15562424955158,5.0,mean_2015_2019,44.54087818751468,5.0,mean_2015_2019,,,,2941.82272775273,5.0,mean_2015_2019,35764094.2,5,mean_2015_2019,0,0.0,True
AGO,Angola,Sub-Saharan Africa ,Lower middle income,0.211,2.0,latest_pre2020_2018,0.401,1.0,latest_pre2020_2018,0.75,1.0,latest_pre2020_2019,189.13180248534482,5.0,mean_2015_2019,2.3262232320000003,5.0,mean_2015_2019,1.051111388,5.0,mean_2015_2019,52.6,5.0,mean_2015_2019,61.0,5.0,mean_2015_2019,417.8,5.0,mean_2015_2019,1.7600000000000002,5.0,mean_2015_2019,2.692510688591244,5,mean_2015_2019,24.263815512954203,5.0,mean_2015_2019,65.08739141552924,5,mean_2015_2019,23.54,5.0,mean_2015_2019,24.60116571485664,5.0,mean_2015_2019,62.0912,5,mean_2015_2019,58.220000000000006,5.0,mean_2015_2019,211.4318,5,mean_2015_2019,296.9076,5,mean_2015_2019,41.4,5.0,mean_2015_2019,45.182994078,5.0,mean_2015_2019,34.448706056,5.0,mean_2015_2019,65.15564349987343,5.0,mean_2015_2019,48.299397267460854,5.0,mean_2015_2019,61.6215814411765,5.0,mean_2015_2019,35.7913990627443,5.0,mean_2015_2019,,,,10452.361897416256,5.0,mean_2015_2019,30249698.8,5,mean_2015_2019,0,0.0,True
ALB,Albania,Europe & Central Asia,Upper middle income,1.645,2.0,latest_pre2020_2019,5.081,2.0,latest_pre2020_2019,2.83,5.0,mean_2015_2019,854.5451614069661,5.0,mean_2015_2019,6.582174778000001,5.0,mean_2015_2019,2.8000983739999996,5.0,mean_2015_2019,95.6,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,17.0,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,13.35126606149748,5,mean_2015_2019,96.67577372262774,5.0,mean_2015_2019,55.970597279816104,5,mean_2015_2019,12.14,5.0,mean_2015_2019,18.00597169424146,5.0,mean_2015_2019,78.9212,5,mean_2015_2019,9.4,5.0,mean_2015_2019,51.040800000000004,5,mean_2015_2019,101.604,5,mean_2015_2019,64.2,5.0,mean_2015_2019,42.534304046,5.0,mean_2015_2019,56.77315216200001,5.0,mean_2015_2019,484.91351625153584,5.0,mean_2015_2019,98.49337596515672,5.0,mean_2015_2019,94.08918333445511,5.0,mean_2015_2019,,,,,,,15362.3905273488,5.0,mean_2015_2019,2648916.2,5,mean_2015_2019,1,0.038461538461538464,True
AND,Andorra,Europe & Central Asia,High income,4.1716,5.0,mean_2015_2019,4.5446,5.0,mean_2015_2019,,,,3828.911402105744,5.0,mean_2015_2019,7.125418854,5.0,mean_2015_2019,5.10121422,5.0,mean_2015_2019,98.0,5.0,mean_2015_2019,98.4,5.0,mean_2015_2019,4.32,5.0,mean_2015_2019,,,,13.290804762502479,5,mean_2015_2019,157.3421276595744,5.0,mean_2015_2019,88.51316264878815,5,mean_2015_2019,,,,10.028863706055017,5.0,mean_2015_2019,84.34400000000001,5,mean_2015_2019,3.2400000000000007,5.0,mean_2015_2019,26.544400000000003,5,mean_2015_2019,40.77459999999999,5,mean_2015_2019,72.6,5.0,mean_2015_2019,71.604371642,5.0,mean_2015_2019,12.556494714,5.0,mean_2015_2019,480.74965142027906,5.0,mean_2015_2019,100.0,5.0,mean_2015_2019,100.0,5.0,mean_2015_2019,,,,,,,63202.42391926036,5.0,mean_2015_2019,73950.8,5,mean_2015_2019,4,0.15384615384615385,True
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,2.5271999999999997,5.0,mean_2015_2019,5.7562,5.0,mean_2015_2019,1.5419999999999998,5.0,mean_2015_2019,2851.5307130228985,5.0,mean_2015_2019,3.974379826,5.0,mean_2015_2019,2.401090862,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,98.6,5.0,mean_2015_2019,1.08,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,1.4995639689582738,5,mean_2015_2019,128.00913263869342,5.0,mean_2015_2019,84.68290403081173,5,mean_2015_2019,8.559999999999999,5.0,mean_2015_2019,44.72431696577766,5.0,mean_2015_2019,82.3408,5,mean_2015_2019,6.9799999999999995,5.0,mean_2015_2019,20.4608,5,mean_2015_2019,41.2162,5,mean_2015_2019,82.2,5.0,mean_2015_2019,61.018241884,5.0,mean_2015_2019,14.025119208000001,5.0,mean_2015_2019,393.92366554173924,5.0,mean_2015_2019,99.10370958639682,5.0,mean_2015_2019,99.97103687648273,5.0,mean_2015_2019,,,,,,,73786.54054197895,5.0,mean_2015_2019,9091208.6,5,mean_2015_2019,1,0.038461538461538464,True
ARG,Argentina,Latin America & Caribbean ,Upper middle income,5.103,5.0,mean_2015_2019,3.6513999999999998,5.0,mean_2015_2019,4.452,5.0,mean_2015_2019,2265.6184676664398,5.0,mean_2015_2019,10.175956346000001,5.0,mean_2015_2019,6.478829383999999,5.0,mean_2015_2019,89.8,5.0,mean_2015_2019,88.6,5.0,mean_2015_2019,30.0,5.0,mean_2015_2019,0.4,5.0,mean_2015_2019,11.32073029128272,5,mean_2015_2019,16.17242479053164,5.0,mean_2015_2019,91.67607301224938,5,mean_2015_2019,15.979999999999999,5.0,mean_2015_2019,14.289666467271498,5.0,mean_2015_2019,76.573,5,mean_2015_2019,11.059999999999999,5.0,mean_2015_2019,84.32860000000001,5,mean_2015_2019,138.07819999999998,5,mean_2015_2019,80.0,5.0,mean_2015_2019,63.66223449800001,5.0,mean_2015_2019,24.069470978,5.0,mean_2015_2019,542.2837347870333,5.0,mean_2015_2019,94.8209557204549,2.0,latest_pre2020_2016,99.0413738458383,2.0,latest_pre2020_2016,,,,,,,27760.576814925902,5.0,mean_2015_2019,44258913.2,5,mean_2015_2019,1,0.038461538461538464,True
ARM,Armenia,Europe & Central Asia,Upper middle income,2.9256,5.0,mean_2015_2019,4.8224,5.0,mean_2015_2019,4.215999999999999,5.0,mean_2015_2019,1284.98870994113,5.0,mean_2015_2019,10.363502883999999,5.0,mean_2015_2019,1.453285028,5.0,mean_2015_2019,96.0,5.0,mean_2015_2019,93.2,5.0,mean_2015_2019,45.6,5.0,mean_2015_2019,0.24000000000000005,5.0,mean_2015_2019,11.448575239429939,5,mean_2015_2019,104.72637864418698,5.0,mean_2015_2019,64.73066385473278,5,mean_2015_2019,21.08,5.0,mean_2015_2019,34.970862634136566,5.0,mean_2015_2019,75.35951219512197,5,mean_2015_2019,13.36,5.0,mean_2015_2019,64.6306,5,mean_2015_2019,187.8924,5,mean_2015_2019,70.6,5.0,mean_2015_2019,14.071470640000001,5.0,mean_2015_2019,83.139109802,5.0,mean_2015_2019,1071.7235030320123,5.0,mean_2015_2019,91.98411022216729,5.0,mean_2015_2019,99.37644170168362,5.0,mean_2015_2019,93.78823181398425,5.0,mean_2015_2019,,,,14360.407020484941,5.0,mean_2015_2019,2981560.0,5,mean_2015_2019,0,0.0,True
ASM,American Samoa,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,,,,,,,,,4.9799999999999995,5.0,mean_2015_2019,,,,5.613371479926776,5,mean_2015_2019,257.826,5.0,mean_2015_2019,83.87524122830867,5,mean_2015_2019,,,,6.781849239292223,5.0,mean_2015_2019,72.728,5,mean_2015_2019,,,,120.65180000000001,5,mean_2015_2019,201.07580000000002,5,mean_2015_2019,,,,,,,,,,,,,62.159202163065494,5.0,mean_2015_2019,99.0364809112742,5.0,mean_2015_2019,,,,,,,,,,51565.2,5,mean_2015_2019,16,0.6153846153846154,False
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,2.917,1.0,latest_pre2020_2017,5.7214,5.0,mean_2015_2019,3.56,3.0,mean_2015_2017,1073.437939945246,5.0,mean_2015_2019,4.695256234,5.0,mean_2015_2019,2.725624514,5.0,mean_2015_2019,94.2,5.0,mean_2015_2019,96.0,5.0,mean_2015_2019,2.7399999999999998,5.0,mean_2015_2019,0.96,5.0,mean_2015_2019,8.791042686799026,5,mean_2015_2019,205.5163636363638,5.0,mean_2015_2019,24.852097572854795,5,mean_2015_2019,18.080000000000002,5.0,mean_2015_2019,19.3429824735762,5.0,mean_2015_2019,77.03800000000001,5,mean_2015_2019,10.66,5.0,mean_2015_2019,88.3046,5,mean_2015_2019,130.6624,5,mean_2015_2019,81.2,5.0,mean_2015_2019,58.06276398,5.0,mean_2015_2019,25.108844376,5.0,mean_2015_2019,269.0245099594108,5.0,mean_2015_2019,97.72851695094745,5.0,mean_2015_2019,98.68644953247684,5.0,mean_2015_2019,,,,,,,27618.306468760176,5.0,mean_2015_2019,90427.2,5,mean_2015_2019,1,0.038461538461538464,True
AUS,Australia,East Asia & Pacific,High income,3.6466000000000003,5.0,mean_2015_2019,12.59,5.0,mean_2015_2019,3.82,2.0,latest_pre2020_2016,5133.271577619731,5.0,mean_2015_2019,10.135619546000001,5.0,mean_2015_2019,7.2773796079999995,5.0,mean_2015_2019,94.4,5.0,mean_2015_2019,94.4,5.0,mean_2015_2019,6.4799999999999995,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,15.404783741065478,5,mean_2015_2019,3.196239923828534,5.0,mean_2015_2019,87.11026386334854,5,mean_2015_2019,8.940000000000001,5.0,mean_2015_2019,7.777220544600688,5.0,mean_2015_2019,82.59951219512195,5,mean_2015_2019,3.8200000000000003,5.0,mean_2015_2019,44.0296,5,mean_2015_2019,76.20720000000001,5,mean_2015_2019,89.0,5.0,mean_2015_2019,71.79507141,5.0,mean_2015_2019,16.272499848000002,5.0,mean_2015_2019,833.9971844719321,5.0,mean_2015_2019,99.99891694678129,5.0,mean_2015_2019,99.96993105601362,5.0,mean_2015_2019,,,,,,,56997.65380824027,5.0,mean_2015_2019,24579514.8,5,mean_2015_2019,1,0.038461538461538464,True
AUT,Austria,Europe & Central Asia,High income,5.1988,5.0,mean_2015_2019,7.7928,5.0,mean_2015_2019,7.358,5.0,mean_2015_2019,5777.64986317677,5.0,mean_2015_2019,10.549273872,5.0,mean_2015_2019,7.695861816000002,5.0,mean_2015_2019,95.2,5.0,mean_2015_2019,88.6,5.0,mean_2015_2019,7.26,5.0,mean_2015_2019,,,,18.65489967314494,5,mean_2015_2019,106.39208434318941,5.0,mean_2015_2019,67.92136530983771,5,mean_2015_2019,10.959999999999999,5.0,mean_2015_2019,12.46417791212168,5.0,mean_2015_2019,81.61268292682928,5,mean_2015_2019,3.5799999999999996,5.0,mean_2015_2019,43.041,5,mean_2015_2019,79.796,5,mean_2015_2019,82.2,5.0,mean_2015_2019,72.94893951399999,5.0,mean_2015_2019,19.610547636,5.0,mean_2015_2019,1131.2723313913918,5.0,mean_2015_2019,99.97399272355183,5.0,mean_2015_2019,99.99999956541787,5.0,mean_2015_2019,,,,,,,62689.53994096598,5.0,mean_2015_2019,8779474.8,5,mean_2015_2019,2,0.07692307692307693,True
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,3.2342,5.0,mean_2015_2019,5.9064,5.0,mean_2015_2019,4.024,5.0,mean_2015_2019,626.3160881824602,5.0,mean_2015_2019,4.171239901999999,5.0,mean_2015_2019,1.086618732,5.0,mean_2015_2019,80.0,5.0,mean_2015_2019,76.2,5.0,mean_2015_2019,83.2,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,6.175603796551298,5,mean_2015_2019,119.10215408268759,5.0,mean_2015_2019,56.5325379458027,5,mean_2015_2019,20.5,5.0,mean_2015_2019,23.608326875781295,5.0,mean_2015_2019,72.7834,5,mean_2015_2019,25.2,5.0,mean_2015_2019,80.845,5,mean_2015_2019,174.3542,5,mean_2015_2019,65.0,5.0,mean_2015_2019,25.96126175,5.0,mean_2015_2019,71.14688568400001,5.0,mean_2015_2019,445.24823831342684,5.0,mean_2015_2019,90.30168806545537,5.0,mean_2015_2019,91.33146309795107,5.0,mean_2015_2019,91.72102113282003,5.0,mean_2015_2019,,,,20008.70243777982,5.0,mean_2015_2019,9845048.0,5,mean_2015_2019,0,0.0,True
BDI,Burundi,Sub-Saharan Africa ,Low income,0.078,3.0,mean_2015_2018,0.7077500000000001,4.0,mean_2015_2019,,,,56.61571514932818,5.0,mean_2015_2019,7.331519794,5.0,mean_2015_2019,2.2008407599999997,5.0,mean_2015_2019,91.2,5.0,mean_2015_2019,92.4,5.0,mean_2015_2019,112.4,5.0,mean_2015_2019,1.1800000000000002,5.0,mean_2015_2019,2.3141242980470964,5,mean_2015_2019,451.00136292834907,5.0,mean_2015_2019,16.67598537087604,5,mean_2015_2019,24.020000000000003,5.0,mean_2015_2019,29.460203001687404,5.0,mean_2015_2019,61.2454,5,mean_2015_2019,61.24000000000001,5.0,mean_2015_2019,247.67440000000002,5,mean_2015_2019,308.2288,5,mean_2015_2019,47.4,5.0,mean_2015_2019,30.487978744000003,5.0,mean_2015_2019,27.581483458,5.0,mean_2015_2019,15.40735279681102,5.0,mean_2015_2019,44.6250392194362,5.0,mean_2015_2019,62.253574010984174,5.0,mean_2015_2019,6.142386256493598,5.0,mean_2015_2019,,,,1026.6941230266566,5.0,mean_2015_2019,11581715.0,5,mean_2015_2019,1,0.038461538461538464,True
BEL,Belgium,Europe & Central Asia,High income,3.3144,5.0,mean_2015_2019,11.956,5.0,mean_2015_2019,5.688000000000001,5.0,mean_2015_2019,5557.231194709002,5.0,mean_2015_2019,10.914949798,5.0,mean_2015_2019,8.262949182,5.0,mean_2015_2019,96.0,5.0,mean_2015_2019,98.0,5.0,mean_2015_2019,9.34,5.0,mean_2015_2019,0.2,5.0,mean_2015_2019,18.588747632510938,5,mean_2015_2019,374.3526348061512,5.0,mean_2015_2019,86.66595009333511,5,mean_2015_2019,10.72,5.0,mean_2015_2019,12.441813624863839,5.0,mean_2015_2019,81.5029268292683,5,mean_2015_2019,4.02,5.0,mean_2015_2019,50.188,5,mean_2015_2019,83.374,5,mean_2015_2019,86.0,5.0,mean_2015_2019,75.70185241800002,5.0,mean_2015_2019,19.496022032,5.0,mean_2015_2019,1085.1456478222804,5.0,mean_2015_2019,99.48618041803536,5.0,mean_2015_2019,99.9999984801473,5.0,mean_2015_2019,,,,,,,58755.50384858488,5.0,mean_2015_2019,11379362.0,5,mean_2015_2019,1,0.038461538461538464,True
BEN,Benin,Sub-Saharan Africa ,Lower middle income,0.05933333333333333,3.0,mean_2016_2019,0.4283333333333334,3.0,mean_2016_2019,0.422,5.0,mean_2015_2019,95.9249239405121,5.0,mean_2015_2019,3.292204666,5.0,mean_2015_2019,0.626816708,5.0,mean_2015_2019,63.8,5.0,mean_2015_2019,74.8,5.0,mean_2015_2019,56.2,5.0,mean_2015_2019,0.9400000000000001,5.0,mean_2015_2019,3.031693533779416,5,mean_2015_2019,106.7903600567574,5.0,mean_2015_2019,47.31046134021858,5,mean_2015_2019,21.9,5.0,mean_2015_2019,57.02844464904102,5.0,mean_2015_2019,59.5064,5,mean_2015_2019,91.66,5.0,mean_2015_2019,256.9892,5,mean_2015_2019,289.1692,5,mean_2015_2019,31.8,5.0,mean_2015_2019,19.040345002,5.0,mean_2015_2019,50.572852325999996,5.0,mean_2015_2019,48.3820664043136,5.0,mean_2015_2019,17.568114456456822,5.0,mean_2015_2019,67.30758490474723,5.0,mean_2015_2019,9.583824965974918,5.0,mean_2015_2019,,,,3078.600212907388,5.0,mean_2015_2019,12041681.0,5,mean_2015_2019,0,0.0,True
BFA,Burkina Faso,Sub-Saharan Africa ,Low income,0.076,5.0,mean_2015_2019,0.758,4.0,mean_2015_2019,,,,109.25091865483873,5.0,mean_2015_2019,5.49996214,5.0,mean_2015_2019,2.178466394,5.0,mean_2015_2019,88.0,5.0,mean_2015_2019,91.0,5.0,mean_2015_2019,65.6,5.0,mean_2015_2019,0.74,5.0,mean_2015_2019,2.568692395055972,5,mean_2015_2019,72.66592836257311,5.0,mean_2015_2019,25.924376107877418,5,mean_2015_2019,24.8,5.0,mean_2015_2019,61.41687214552009,5.0,mean_2015_2019,59.537,5,mean_2015_2019,94.28,5.0,mean_2015_2019,229.6808,5,mean_2015_2019,298.4538,5,mean_2015_2019,40.2,5.0,mean_2015_2019,39.433262631999995,5.0,mean_2015_2019,33.938849641999994,5.0,mean_2015_2019,36.87505456516562,5.0,mean_2015_2019,24.66352128079328,5.0,mean_2015_2019,51.331600386688976,5.0,mean_2015_2019,18.864671637075116,5.0,mean_2015_2019,,,,2240.929371168628,5.0,mean_2015_2019,19881398.0,5,mean_2015_2019,1,0.038461538461538464,True
BGD,Bangladesh,South Asia,Lower middle income,0.5406,5.0,mean_2015_2019,0.3532,5.0,mean_2015_2019,0.8320000000000001,5.0,mean_2015_2019,115.29955844615749,5.0,mean_2015_2019,2.2944219599999998,5.0,mean_2015_2019,0.442652208,5.0,mean_2015_2019,97.0,5.0,mean_2015_2019,98.0,5.0,mean_2015_2019,221.0,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,5.27088624179397,5,mean_2015_2019,1245.7823092878539,5.0,mean_2015_2019,30.191377314612538,5,mean_2015_2019,19.2,5.0,mean_2015_2019,59.201784937023874,5.0,mean_2015_2019,71.5942,5,mean_2015_2019,35.2,5.0,mean_2015_2019,122.901,5,mean_2015_2019,172.6742,5,mean_2015_2019,47.0,5.0,mean_2015_2019,19.233950042,5.0,mean_2015_2019,72.282450866,5.0,mean_2015_2019,83.40748292533002,5.0,mean_2015_2019,53.86998262196836,5.0,mean_2015_2019,97.7565894076544,5.0,mean_2015_2019,48.52684468536826,5.0,mean_2015_2019,,,,6054.374702414508,5.0,mean_2015_2019,162163483.2,5,mean_2015_2019,0,0.0,True
BGR,Bulgaria,Europe & Central Asia,High income,4.157,5.0,mean_2015_2019,4.822799999999999,5.0,mean_2015_2019,7.454000000000001,5.0,mean_2015_2019,1647.3013671486838,5.0,mean_2015_2019,7.361726,5.0,mean_2015_2019,4.161093044,5.0,mean_2015_2019,93.2,5.0,mean_2015_2019,92.0,5.0,mean_2015_2019,28.4,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,20.86122715769288,5,mean_2015_2019,62.65540899042004,5.0,mean_2015_2019,73.39699249267578,5,mean_2015_2019,24.279999999999998,5.0,mean_2015_2019,19.612130403893122,5.0,mean_2015_2019,74.86341463414638,5,mean_2015_2019,7.38,5.0,mean_2015_2019,85.5222,5,mean_2015_2019,184.5568,5,mean_2015_2019,70.6,5.0,mean_2015_2019,56.551438141999995,5.0,mean_2015_2019,41.016494754,5.0,mean_2015_2019,672.4798849333347,5.0,mean_2015_2019,86.00395716936492,5.0,mean_2015_2019,99.31287612011775,5.0,mean_2015_2019,,,,,,,26746.50432378042,5.0,mean_2015_2019,6801871.2,5,mean_2015_2019,1,0.038461538461538464,True
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.7866000000000002,5.0,mean_2015_2019,2.2374,5.0,mean_2015_2019,1.8359999999999999,5.0,mean_2015_2019,2170.250086538614,5.0,mean_2015_2019,4.280959748,5.0,mean_2015_2019,2.579804182,5.0,mean_2015_2019,99.0,5.0,mean_2015_2019,98.4,5.0,mean_2015_2019,15.4,5.0,mean_2015_2019,0.1,5.0,mean_2015_2019,2.7030252221525997,5,mean_2015_2019,1869.5449483775417,5.0,mean_2015_2019,100.0,5,mean_2015_2019,14.439999999999998,5.0,mean_2015_2019,65.77380925879211,5.0,mean_2015_2019,80.407,5,mean_2015_2019,7.7,5.0,mean_2015_2019,52.833000000000006,5,mean_2015_2019,65.7864,5,mean_2015_2019,77.6,5.0,mean_2015_2019,60.074783323999995,5.0,mean_2015_2019,29.172048187999998,5.0,mean_2015_2019,632.1891971287143,5.0,mean_2015_2019,99.99993630809067,5.0,mean_2015_2019,99.9257139779112,5.0,mean_2015_2019,100.0,5.0,mean_2015_2019,,,,54751.9597226545,5.0,mean_2015_2019,1456402.2,5,mean_2015_2019,0,0.0,True
BHS,"Bahamas, The",Latin America & Caribbean ,High income,1.895,1.0,latest_pre2020_2017,4.484,1.0,latest_pre2020_2018,2.8449999999999998,4.0,mean_2015_2019,1947.334521626212,5.0,mean_2015_2019,5.809432982000001,5.0,mean_2015_2019,2.85772953,5.0,mean_2015_2019,89.0,5.0,mean_2015_2019,92.4,5.0,mean_2015_2019,20.0,5.0,mean_2015_2019,1.4200000000000002,5.0,mean_2015_2019,10.51619447536844,5,mean_2015_2019,38.98657342657342,5.0,mean_2015_2019,82.06135180469172,5,mean_2015_2019,20.34,5.0,mean_2015_2019,18.626058760573937,5.0,mean_2015_2019,73.4696,5,mean_2015_2019,15.86,5.0,mean_2015_2019,133.9036,5,mean_2015_2019,217.61700000000002,5,mean_2015_2019,80.4,5.0,mean_2015_2019,48.960951994,5.0,mean_2015_2019,27.968880844,5.0,mean_2015_2019,541.5172756428376,5.0,mean_2015_2019,93.7100445402837,5.0,mean_2015_2019,98.9452612148878,5.0,mean_2015_2019,,,,,,,32970.53262296664,5.0,mean_2015_2019,390255.6,5,mean_2015_2019,1,0.038461538461538464,True
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2.2914000000000003,5.0,mean_2015_2019,5.958,5.0,mean_2015_2019,2.378,5.0,mean_2015_2019,1252.0612131322061,5.0,mean_2015_2019,8.976944352,5.0,mean_2015_2019,6.26288414,5.0,mean_2015_2019,73.4,5.0,mean_2015_2019,77.6,5.0,mean_2015_2019,33.8,5.0,mean_2015_2019,,,,18.39718745741784,5,mean_2015_2019,67.00296484375001,5.0,mean_2015_2019,48.504972219089936,5,mean_2015_2019,18.92,5.0,mean_2015_2019,30.8613626402948,5.0,mean_2015_2019,77.3836,5,mean_2015_2019,6.760000000000001,5.0,mean_2015_2019,63.6724,5,mean_2015_2019,124.756,5,mean_2015_2019,63.4,5.0,mean_2015_2019,69.766014098,5.0,mean_2015_2019,29.040006638,5.0,mean_2015_2019,363.8849803560428,5.0,mean_2015_2019,95.34859457469841,4.0,mean_2015_2018,96.11701361179767,5.0,mean_2015_2019,97.2610536909518,2.0,latest_pre2020_2016,,,,15605.40206931382,5.0,mean_2015_2019,3430551.8,5,mean_2015_2019,1,0.038461538461538464,True
BLR,Belarus,Europe & Central Asia,Upper middle income,4.417199999999999,5.0,mean_2015_2019,10.922,5.0,mean_2015_2019,10.034,5.0,mean_2015_2019,1122.202240995744,5.0,mean_2015_2019,5.824780656,5.0,mean_2015_2019,3.97710929,5.0,mean_2015_2019,98.0,5.0,mean_2015_2019,97.8,5.0,mean_2015_2019,39.4,5.0,mean_2015_2019,,,,14.8149577237318,5,mean_2015_2019,46.55437027716901,5.0,mean_2015_2019,77.0322858838325,5,mean_2015_2019,25.0,5.0,mean_2015_2019,16.3631434875668,5.0,mean_2015_2019,73.99658536585369,5,mean_2015_2019,3.62,5.0,mean_2015_2019,80.67275,4,mean_2015_2018,234.84374999999997,4,mean_2015_2018,79.0,5.0,mean_2015_2019,68.355743406,5.0,mean_2015_2019,28.22205925,5.0,mean_2015_2019,315.858382663012,5.0,mean_2015_2019,98.44893627930229,5.0,mean_2015_2019,99.00180614482565,5.0,mean_2015_2019,,,,,,,25805.2616101899,5.0,mean_2015_2019,9449597.4,5,mean_2015_2019,2,0.07692307692307693,True
