iso3,country,model_version,observed_shock_burden,predicted_shock_burden,residual_observed_minus_expected,n_model_sample,n_candidate_validation_countries,missing_count_due_to_model_covariates,missing_rate_due_to_model_covariates,cv_rmse,prediction_interval_low,prediction_interval_high
MEX,Mexico,ridge,5406.9375,3017.5292582103425,2389.4082417896575,106,108,2,0.01851851851851849,1764.982016555163,2351.833647836383,3599.367563285318
BHS,"Bahamas, The",ridge,2630.4177,3164.1509405200522,-533.7332405200523,106,108,2,0.01851851851851849,1764.982016555163,2415.9878607524392,4193.926821877618
BTN,Bhutan,ridge,302.12527,1829.5218735077842,-1527.3966035077842,106,108,2,0.01851851851851849,1764.982016555163,1205.0631041986906,2735.2452265242496
JAM,Jamaica,ridge,2040.6863,3130.6037995752968,-1089.9174995752967,106,108,2,0.01851851851851849,1764.982016555163,2394.705250200885,3902.1910883640944
LBN,Lebanon,ridge,2354.6365,1869.6268118259516,485.0096881740485,106,108,2,0.01851851851851849,1764.982016555163,1337.9801614507,2501.1118453328427
PRY,Paraguay,ridge,4178.656,3113.909273794001,1064.746726205999,106,108,2,0.01851851851851849,1764.982016555163,2409.6955253809474,3789.327574467366
FJI,Fiji,ridge,2112.3386,3713.7046679833056,-1601.3660679833056,106,108,2,0.01851851851851849,1764.982016555163,2721.8096833041855,5116.9916130860565
PER,Peru,ridge,5901.3433,3649.5150617570553,2251.828238242945,106,108,2,0.01851851851851849,1764.982016555163,3027.222896126331,4358.19726831669
CPV,Cabo Verde,ridge,1312.6262,2478.3507868367083,-1165.7245868367083,106,108,2,0.01851851851851849,1764.982016555163,1909.005094002987,3315.9920994420354
MNG,Mongolia,ridge,211.21863,4120.190967719567,-3908.9723377195673,106,108,2,0.01851851851851849,1764.982016555163,2816.648845076735,5965.838449921517
SUR,Suriname,ridge,3481.618,4238.093177757436,-756.4751777574361,106,108,2,0.01851851851851849,1764.982016555163,3259.995752434926,5668.2392348772655
EGY,"Egypt, Arab Rep.",ridge,2995.015,2595.8350728984283,399.1799271015716,106,108,2,0.01851851851851849,1764.982016555163,1949.9084149061066,3526.494728564635
AZE,Azerbaijan,ridge,3777.4768,4120.190379172456,-342.7135791724563,106,108,2,0.01851851851851849,1764.982016555163,3299.22323886309,4724.291740751017
UKR,Ukraine,ridge,4533.1055,6272.766737364015,-1739.6612373640155,106,108,2,0.01851851851851849,1764.982016555163,5255.828095401404,7282.3199433405025
DOM,Dominican Republic,ridge,907.20123,3329.837518104242,-2422.636288104242,106,108,2,0.01851851851851849,1764.982016555163,2613.1239510850087,4023.0274148070002
BOL,Bolivia,ridge,5224.8447,3094.1509060260496,2130.69379397395,106,108,2,0.01851851851851849,1764.982016555163,2346.6999577553565,4245.348730940954
GTM,Guatemala,ridge,2760.5828,3286.391314642447,-525.8085146424469,106,108,2,0.01851851851851849,1764.982016555163,2542.185857528667,4001.6738239055167
PHL,Philippines,ridge,2245.3413,2673.130806366826,-427.7895063668261,106,108,2,0.01851851851851849,1764.982016555163,1975.4314435222032,3743.9698349917926
ZAF,South Africa,ridge,4671.983,4483.8626840220295,188.12031597797068,106,108,2,0.01851851851851849,1764.982016555163,3409.398502733498,6307.991399756934
NAM,Namibia,ridge,1225.8562,3815.9162596472643,-2590.060059647264,106,108,2,0.01851851851851849,1764.982016555163,2402.9727741430406,6318.093501356698
NOR,Norway,huber,1072.0009,1909.5681138593952,-837.5672138593952,106,108,2,0.01851851851851849,1764.6053723918128,,
DEU,Germany,huber,2179.8662,2634.497417222332,-454.631217222332,106,108,2,0.01851851851851849,1764.6053723918128,,
SWE,Sweden,huber,1389.8391,2545.8075247224715,-1155.9684247224716,106,108,2,0.01851851851851849,1764.6053723918128,,
JPN,Japan,huber,859.7607,1785.2797821077158,-925.5190821077158,106,108,2,0.01851851851851849,1764.6053723918128,,
FRA,France,huber,1838.9587,2555.0059183139037,-716.0472183139038,106,108,2,0.01851851851851849,1764.6053723918128,,
AUS,Australia,huber,927.5937,144.4529937043609,783.1407062956391,106,108,2,0.01851851851851849,1764.6053723918128,,
DNK,Denmark,huber,674.96173,2549.007443091037,-1874.0457130910372,106,108,2,0.01851851851851849,1764.6053723918128,,
BEL,Belgium,huber,2334.5127,2482.638071502206,-148.12537150220578,106,108,2,0.01851851851851849,1764.6053723918128,,
AUT,Austria,huber,2567.4924,2412.798277606421,154.69412239357916,106,108,2,0.01851851851851849,1764.6053723918128,,
ISL,Iceland,huber,1134.6113,2140.0350105584826,-1005.4237105584825,106,108,2,0.01851851851851849,1764.6053723918128,,
FIN,Finland,huber,1876.0293,3192.390397691459,-1316.361097691459,106,108,2,0.01851851851851849,1764.6053723918128,,
LUX,Luxembourg,huber,-259.57343,1652.7960864332624,-1912.3695164332623,106,108,2,0.01851851851851849,1764.6053723918128,,
CZE,Czechia,huber,4400.776,2931.311867506638,1469.4641324933618,106,108,2,0.01851851851851849,1764.6053723918128,,
USA,United States,huber,3758.817,1928.564927237721,1830.252072762279,106,108,2,0.01851851851851849,1764.6053723918128,,
SVN,Slovenia,huber,2868.0425,2803.0782725642757,64.9642274357243,106,108,2,0.01851851851851849,1764.6053723918128,,
NZL,New Zealand,huber,-91.14247,266.3127456273809,-357.4552156273809,106,108,2,0.01851851851851849,1764.6053723918128,,
CHE,Switzerland,huber,2020.4288,2518.143978162298,-497.7151781622981,106,108,2,0.01851851851851849,1764.6053723918128,,
IRL,Ireland,huber,1580.8341,1754.6387653358795,-173.80466533587946,106,108,2,0.01851851851851849,1764.6053723918128,,
CAN,Canada,huber,1420.5111,2428.0970423773806,-1007.5859423773807,106,108,2,0.01851851851851849,1764.6053723918128,,
NLD,Netherlands,huber,2329.8596,2822.579871558475,-492.72027155847536,106,108,2,0.01851851851851849,1764.6053723918128,,
MDV,Maldives,huber,1109.1743,129.28145510873333,979.8928448912666,106,108,2,0.01851851851851849,1764.6053723918128,,
GBR,United Kingdom,huber,2703.8333,2868.6186997595537,-164.7853997595539,106,108,2,0.01851851851851849,1764.6053723918128,,
ESP,Spain,huber,2906.9697,3087.84014470883,-180.87044470882984,106,108,2,0.01851851851851849,1764.6053723918128,,
SVK,Slovak Republic,huber,5343.659,2703.9528254969255,2639.706174503074,106,108,2,0.01851851851851849,1764.6053723918128,,
PRT,Portugal,huber,2965.186,3561.458880886743,-596.2728808867428,106,108,2,0.01851851851851849,1764.6053723918128,,
HRV,Croatia,huber,5616.296,3668.896343250978,1947.3996567490221,106,108,2,0.01851851851851849,1764.6053723918128,,
AND,Andorra,huber,1773.4039,2252.270833797955,-478.8669337979552,106,108,2,0.01851851851851849,1764.6053723918128,,
ITA,Italy,huber,4042.4766,3744.492541699772,297.98405830022784,106,108,2,0.01851851851851849,1764.6053723918128,,
URY,Uruguay,huber,2126.0981,2282.147428046688,-156.04932804668806,106,108,2,0.01851851851851849,1764.6053723918128,,
BLR,Belarus,huber,9591.885,4693.991659047288,4897.893340952713,106,108,2,0.01851851851851849,1764.6053723918128,,
QAT,Qatar,huber,519.23267,71.02182660590074,448.21084339409924,106,108,2,0.01851851851851849,1764.6053723918128,,
ISR,Israel,huber,1356.6249,1776.1422395408747,-419.5173395408747,106,108,2,0.01851851851851849,1764.6053723918128,,
MLT,Malta,huber,1495.4257,2975.2506541104376,-1479.8249541104376,106,108,2,0.01851851851851849,1764.6053723918128,,
HUN,Hungary,huber,4209.2827,3943.1541450688155,266.1285549311842,106,108,2,0.01851851851851849,1764.6053723918128,,
ARG,Argentina,huber,4112.5483,3223.7293801444384,888.818919855562,106,108,2,0.01851851851851849,1764.6053723918128,,
ARE,United Arab Emirates,huber,607.97754,124.16728388064917,483.8102561193508,106,108,2,0.01851851851851849,1764.6053723918128,,
KWT,Kuwait,huber,1601.9636,587.6676103945815,1014.2959896054185,106,108,2,0.01851851851851849,1764.6053723918128,,
POL,Poland,huber,4447.032,3416.064334929344,1030.967665070656,106,108,2,0.01851851851851849,1764.6053723918128,,
GRC,Greece,huber,3676.7937,4160.66461867564,-483.8709186756396,106,108,2,0.01851851851851849,1764.6053723918128,,
OMN,Oman,huber,958.591,916.2062073626882,42.38479263731176,106,108,2,0.01851851851851849,1764.6053723918128,,
CRI,Costa Rica,huber,1545.6193,1217.255206435962,328.36409356403806,106,108,2,0.01851851851851849,1764.6053723918128,,
BRN,Brunei Darussalam,huber,1141.6431,-783.3276336558561,1924.970733655856,106,108,2,0.01851851851851849,1764.6053723918128,,
EST,Estonia,huber,3296.8997,4070.6799391287286,-773.7802391287287,106,108,2,0.01851851851851849,1764.6053723918128,,
KOR,"Korea, Rep.",huber,1248.7174,734.096762438863,514.620637561137,106,108,2,0.01851851851851849,1764.6053723918128,,
LTU,Lithuania,huber,8358.042,4304.238676307491,4053.8033236925085,106,108,2,0.01851851851851849,1764.6053723918128,,
ATG,Antigua and Barbuda,huber,-654.30273,1236.9265948805964,-1891.2293248805963,106,108,2,0.01851851851851849,1764.6053723918128,,
COL,Colombia,huber,3685.9177,2699.904456615944,986.0132433840558,106,108,2,0.01851851851851849,1764.6053723918128,,
KAZ,Kazakhstan,huber,4240.0146,3977.7907398033794,262.223860196621,106,108,2,0.01851851851851849,1764.6053723918128,,
ROU,Romania,huber,5864.2363,4154.629149889357,1709.6071501106426,106,108,2,0.01851851851851849,1764.6053723918128,,
SMR,San Marino,huber,3935.886,4071.514852210619,-135.62885221061924,106,108,2,0.01851851851851849,1764.6053723918128,,
SYC,Seychelles,huber,-546.97345,-885.4707843787696,338.49733437876966,106,108,2,0.01851851851851849,1764.6053723918128,,
RUS,Russian Federation,huber,8749.637,4135.793897321089,4613.843102678911,106,108,2,0.01851851851851849,1764.6053723918128,,
CHL,Chile,huber,3120.594,2217.363376633797,903.230623366203,106,108,2,0.01851851851851849,1764.6053723918128,,
TUR,Turkiye,huber,2705.4653,3792.397886308465,-1086.932586308465,106,108,2,0.01851851851851849,1764.6053723918128,,
BRA,Brazil,huber,3766.584,3332.6931650983224,433.8908349016774,106,108,2,0.01851851851851849,1764.6053723918128,,
SRB,Serbia,huber,8464.41,6091.919162589895,2372.490837410105,106,108,2,0.01851851851851849,1764.6053723918128,,
MKD,North Macedonia,huber,7957.562,5087.871726372777,2869.690273627223,106,108,2,0.01851851851851849,1764.6053723918128,,
CYP,Cyprus,huber,1689.024,2927.7902415876733,-1238.7662415876734,106,108,2,0.01851851851851849,1764.6053723918128,,
BGR,Bulgaria,huber,10165.963,5077.8445043163365,5088.118495683663,106,108,2,0.01851851851851849,1764.6053723918128,,
SGP,Singapore,huber,972.30634,-81.9329953838876,1054.2393353838875,106,108,2,0.01851851851851849,1764.6053723918128,,
LVA,Latvia,huber,5407.656,4990.581268823286,417.0747311767136,106,108,2,0.01851851851851849,1764.6053723918128,,
JOR,Jordan,huber,1475.2865,1114.6966708026766,360.5898291973233,106,108,2,0.01851851851851849,1764.6053723918128,,
NIC,Nicaragua,huber,2660.4993,932.3287877443973,1728.1705122556027,106,108,2,0.01851851851851849,1764.6053723918128,,
TUN,Tunisia,huber,2412.1658,1727.9119210476651,684.2538789523351,106,108,2,0.01851851851851849,1764.6053723918128,,
IRN,"Iran, Islamic Rep.",huber,3064.1272,3561.9047163857085,-497.7775163857086,106,108,2,0.01851851851851849,1764.6053723918128,,
VCT,St. Vincent and the Grenadines,huber,1232.5092,3761.2398671969213,-2528.7306671969213,106,108,2,0.01851851851851849,1764.6053723918128,,
ALB,Albania,huber,5970.3384,4804.234793256086,1166.1036067439136,106,108,2,0.01851851851851849,1764.6053723918128,,
UZB,Uzbekistan,huber,1438.2266,2229.4905944084285,-791.2639944084285,106,108,2,0.01851851851851849,1764.6053723918128,,
KNA,St. Kitts and Nevis,huber,4525.9116,1863.4636325786396,2662.4479674213608,106,108,2,0.01851851851851849,1764.6053723918128,,
ECU,Ecuador,huber,4378.3784,3037.3846419043384,1340.9937580956612,106,108,2,0.01851851851851849,1764.6053723918128,,
BIH,Bosnia and Herzegovina,huber,7126.2676,6018.406583829338,1107.861016170662,106,108,2,0.01851851851851849,1764.6053723918128,,
PSE,West Bank and Gaza,huber,922.9372,1413.8399478326323,-490.9027478326324,106,108,2,0.01851851851851849,1764.6053723918128,,
BRB,Barbados,huber,1115.5847,2968.89581147291,-1853.3111114729097,106,108,2,0.01851851851851849,1764.6053723918128,,
THA,Thailand,huber,2082.8452,2671.6736094595003,-588.8284094595001,106,108,2,0.01851851851851849,1764.6053723918128,,
MDA,Moldova,huber,5433.009,5427.021935185828,5.9870648141722995,106,108,2,0.01851851851851849,1764.6053723918128,,
PAN,Panama,huber,1724.4185,1759.0171008568304,-34.598600856830444,106,108,2,0.01851851851851849,1764.6053723918128,,
GEO,Georgia,huber,6951.208,5634.258250795749,1316.949749204251,106,108,2,0.01851851851851849,1764.6053723918128,,
KGZ,Kyrgyz Republic,huber,2132.5605,2432.3090319664334,-299.74853196643335,106,108,2,0.01851851851851849,1764.6053723918128,,
DZA,Algeria,huber,2952.565,3690.160127483069,-737.5951274830691,106,108,2,0.01851851851851849,1764.6053723918128,,
SLV,El Salvador,huber,753.09076,3617.2792602542986,-2864.1885002542986,106,108,2,0.01851851851851849,1764.6053723918128,,
MNE,Montenegro,huber,5335.1875,5649.927042013861,-314.73954201386096,106,108,2,0.01851851851851849,1764.6053723918128,,
BLZ,Belize,huber,1799.2277,3143.109002469426,-1343.881302469426,106,108,2,0.01851851851851849,1764.6053723918128,,
MYS,Malaysia,huber,1283.0078,1898.9907535969473,-615.9829535969473,106,108,2,0.01851851851851849,1764.6053723918128,,
TJK,Tajikistan,huber,1522.2467,2236.1350933380345,-713.8883933380346,106,108,2,0.01851851851851849,1764.6053723918128,,
MUS,Mauritius,huber,1459.971,1656.0474442068644,-196.07644420686438,106,108,2,0.01851851851851849,1764.6053723918128,,
ARM,Armenia,huber,8041.9443,5291.464348654525,2750.4799513454755,106,108,2,0.01851851851851849,1764.6053723918128,,
MEX,Mexico,huber,5406.9375,3566.767977830402,1840.1695221695982,106,108,2,0.01851851851851849,1764.6053723918128,,
BHS,"Bahamas, The",huber,2630.4177,3088.424380966723,-458.00668096672325,106,108,2,0.01851851851851849,1764.6053723918128,,
BTN,Bhutan,huber,302.12527,1223.894276595336,-921.7690065953359,106,108,2,0.01851851851851849,1764.6053723918128,,
JAM,Jamaica,huber,2040.6863,3617.8464633774283,-1577.1601633774283,106,108,2,0.01851851851851849,1764.6053723918128,,
LBN,Lebanon,huber,2354.6365,2238.705802405956,115.93069759404398,106,108,2,0.01851851851851849,1764.6053723918128,,
PRY,Paraguay,huber,4178.656,3595.3524429991894,583.3035570008105,106,108,2,0.01851851851851849,1764.6053723918128,,
FJI,Fiji,huber,2112.3386,2832.511755926968,-720.1731559269679,106,108,2,0.01851851851851849,1764.6053723918128,,
PER,Peru,huber,5901.3433,4200.8923252169525,1700.450974783048,106,108,2,0.01851851851851849,1764.6053723918128,,
CPV,Cabo Verde,huber,1312.6262,1537.0868033258764,-224.4606033258765,106,108,2,0.01851851851851849,1764.6053723918128,,
MNG,Mongolia,huber,211.21863,3065.270438927164,-2854.051808927164,106,108,2,0.01851851851851849,1764.6053723918128,,
SUR,Suriname,huber,3481.618,4560.235763511403,-1078.6177635114032,106,108,2,0.01851851851851849,1764.6053723918128,,
EGY,"Egypt, Arab Rep.",huber,2995.015,2707.5147805869424,287.5002194130575,106,108,2,0.01851851851851849,1764.6053723918128,,
AZE,Azerbaijan,huber,3777.4768,4900.187790988216,-1122.710990988216,106,108,2,0.01851851851851849,1764.6053723918128,,
UKR,Ukraine,huber,4533.1055,6869.660777092485,-2336.555277092485,106,108,2,0.01851851851851849,1764.6053723918128,,
DOM,Dominican Republic,huber,907.20123,4105.447681713913,-3198.246451713913,106,108,2,0.01851851851851849,1764.6053723918128,,
BOL,Bolivia,huber,5224.8447,2709.0744733000693,2515.7702266999304,106,108,2,0.01851851851851849,1764.6053723918128,,
GTM,Guatemala,huber,2760.5828,4118.659957609785,-1358.077157609785,106,108,2,0.01851851851851849,1764.6053723918128,,
PHL,Philippines,huber,2245.3413,1924.0813929787512,321.25990702124886,106,108,2,0.01851851851851849,1764.6053723918128,,
ZAF,South Africa,huber,4671.983,3774.1123503297677,897.8706496702325,106,108,2,0.01851851851851849,1764.6053723918128,,
NAM,Namibia,huber,1225.8562,2125.8965951649134,-900.0403951649134,106,108,2,0.01851851851851849,1764.6053723918128,,
NOR,Norway,random_forest,1072.0009,1323.777004913843,-251.77610491384303,106,108,2,0.01851851851851849,1543.231899901214,,
DEU,Germany,random_forest,2179.8662,2189.073936846656,-9.20773684665619,106,108,2,0.01851851851851849,1543.231899901214,,
SWE,Sweden,random_forest,1389.8391,1828.858970689819,-439.0198706898191,106,108,2,0.01851851851851849,1543.231899901214,,
JPN,Japan,random_forest,859.7607,1795.9636037405041,-936.2029037405041,106,108,2,0.01851851851851849,1543.231899901214,,
FRA,France,random_forest,1838.9587,2341.074495763109,-502.1157957631092,106,108,2,0.01851851851851849,1543.231899901214,,
AUS,Australia,random_forest,927.5937,1169.656961729874,-242.06326172987394,106,108,2,0.01851851851851849,1543.231899901214,,
DNK,Denmark,random_forest,674.96173,1944.9001045926789,-1269.9383745926789,106,108,2,0.01851851851851849,1543.231899901214,,
BEL,Belgium,random_forest,2334.5127,2401.993511194628,-67.48081119462768,106,108,2,0.01851851851851849,1543.231899901214,,
AUT,Austria,random_forest,2567.4924,2335.2977121713916,232.1946878286085,106,108,2,0.01851851851851849,1543.231899901214,,
ISL,Iceland,random_forest,1134.6113,1268.5246084806836,-133.91330848068355,106,108,2,0.01851851851851849,1543.231899901214,,
FIN,Finland,random_forest,1876.0293,1996.1824164877028,-120.15311648770285,106,108,2,0.01851851851851849,1543.231899901214,,
LUX,Luxembourg,random_forest,-259.57343,1052.9381471279723,-1312.5115771279723,106,108,2,0.01851851851851849,1543.231899901214,,
CZE,Czechia,random_forest,4400.776,3376.2638552618605,1024.5121447381393,106,108,2,0.01851851851851849,1543.231899901214,,
USA,United States,random_forest,3758.817,2449.577323738212,1309.2396762617882,106,108,2,0.01851851851851849,1543.231899901214,,
SVN,Slovenia,random_forest,2868.0425,3077.2884930718997,-209.24599307189965,106,108,2,0.01851851851851849,1543.231899901214,,
NZL,New Zealand,random_forest,-91.14247,1237.4510034008608,-1328.5934734008608,106,108,2,0.01851851851851849,1543.231899901214,,
CHE,Switzerland,random_forest,2020.4288,1703.2231046758045,317.2056953241954,106,108,2,0.01851851851851849,1543.231899901214,,
IRL,Ireland,random_forest,1580.8341,1499.549474489903,81.28462551009693,106,108,2,0.01851851851851849,1543.231899901214,,
CAN,Canada,random_forest,1420.5111,1333.7685059341225,86.74259406587748,106,108,2,0.01851851851851849,1543.231899901214,,
NLD,Netherlands,random_forest,2329.8596,2457.6975662278005,-127.83796622780073,106,108,2,0.01851851851851849,1543.231899901214,,
MDV,Maldives,random_forest,1109.1743,1113.3256975345846,-4.151397534584703,106,108,2,0.01851851851851849,1543.231899901214,,
GBR,United Kingdom,random_forest,2703.8333,2506.0771096903736,197.75619030962616,106,108,2,0.01851851851851849,1543.231899901214,,
ESP,Spain,random_forest,2906.9697,3082.644621512116,-175.67492151211582,106,108,2,0.01851851851851849,1543.231899901214,,
SVK,Slovak Republic,random_forest,5343.659,4140.938608689679,1202.7203913103203,106,108,2,0.01851851851851849,1543.231899901214,,
PRT,Portugal,random_forest,2965.186,3748.2750767383563,-783.0890767383562,106,108,2,0.01851851851851849,1543.231899901214,,
HRV,Croatia,random_forest,5616.296,4702.194776262403,914.1012237375971,106,108,2,0.01851851851851849,1543.231899901214,,
AND,Andorra,random_forest,1773.4039,1725.3024306067805,48.10146939321953,106,108,2,0.01851851851851849,1543.231899901214,,
ITA,Italy,random_forest,4042.4766,3100.667970351691,941.8086296483089,106,108,2,0.01851851851851849,1543.231899901214,,
URY,Uruguay,random_forest,2126.0981,3983.034849158995,-1856.9367491589946,106,108,2,0.01851851851851849,1543.231899901214,,
BLR,Belarus,random_forest,9591.885,7423.06183478661,2168.82316521339,106,108,2,0.01851851851851849,1543.231899901214,,
QAT,Qatar,random_forest,519.23267,718.459223807289,-199.22655380728906,106,108,2,0.01851851851851849,1543.231899901214,,
ISR,Israel,random_forest,1356.6249,1251.5367222018156,105.08817779818446,106,108,2,0.01851851851851849,1543.231899901214,,
MLT,Malta,random_forest,1495.4257,1943.234593273191,-447.80889327319096,106,108,2,0.01851851851851849,1543.231899901214,,
HUN,Hungary,random_forest,4209.2827,5580.847108836018,-1371.5644088360186,106,108,2,0.01851851851851849,1543.231899901214,,
ARG,Argentina,random_forest,4112.5483,3727.579160413139,384.9691395868613,106,108,2,0.01851851851851849,1543.231899901214,,
ARE,United Arab Emirates,random_forest,607.97754,1024.1174459515212,-416.1399059515212,106,108,2,0.01851851851851849,1543.231899901214,,
KWT,Kuwait,random_forest,1601.9636,1022.4198128588669,579.5437871411332,106,108,2,0.01851851851851849,1543.231899901214,,
POL,Poland,random_forest,4447.032,4379.630173055159,67.40182694484156,106,108,2,0.01851851851851849,1543.231899901214,,
GRC,Greece,random_forest,3676.7937,4284.944526299435,-608.1508262994348,106,108,2,0.01851851851851849,1543.231899901214,,
OMN,Oman,random_forest,958.591,1461.5627818445175,-502.9717818445175,106,108,2,0.01851851851851849,1543.231899901214,,
CRI,Costa Rica,random_forest,1545.6193,1918.8495057318853,-373.23020573188523,106,108,2,0.01851851851851849,1543.231899901214,,
BRN,Brunei Darussalam,random_forest,1141.6431,1542.1307180942397,-400.4876180942397,106,108,2,0.01851851851851849,1543.231899901214,,
EST,Estonia,random_forest,3296.8997,3879.2148595303725,-582.3151595303725,106,108,2,0.01851851851851849,1543.231899901214,,
KOR,"Korea, Rep.",random_forest,1248.7174,1327.7805286119044,-79.0631286119044,106,108,2,0.01851851851851849,1543.231899901214,,
LTU,Lithuania,random_forest,8358.042,6699.851931185792,1658.1900688142077,106,108,2,0.01851851851851849,1543.231899901214,,
ATG,Antigua and Barbuda,random_forest,-654.30273,852.4556697093082,-1506.7583997093082,106,108,2,0.01851851851851849,1543.231899901214,,
COL,Colombia,random_forest,3685.9177,3419.439854932422,266.4778450675781,106,108,2,0.01851851851851849,1543.231899901214,,
KAZ,Kazakhstan,random_forest,4240.0146,4218.624556517887,21.39004348211347,106,108,2,0.01851851851851849,1543.231899901214,,
ROU,Romania,random_forest,5864.2363,5851.676763335051,12.55953666494861,106,108,2,0.01851851851851849,1543.231899901214,,
SMR,San Marino,random_forest,3935.886,3337.473138458051,598.412861541949,106,108,2,0.01851851851851849,1543.231899901214,,
SYC,Seychelles,random_forest,-546.97345,918.6289039074447,-1465.6023539074447,106,108,2,0.01851851851851849,1543.231899901214,,
RUS,Russian Federation,random_forest,8749.637,7017.602362215741,1732.0346377842598,106,108,2,0.01851851851851849,1543.231899901214,,
CHL,Chile,random_forest,3120.594,2952.140524428327,168.45347557167315,106,108,2,0.01851851851851849,1543.231899901214,,
TUR,Turkiye,random_forest,2705.4653,3395.2132323794076,-689.7479323794078,106,108,2,0.01851851851851849,1543.231899901214,,
BRA,Brazil,random_forest,3766.584,4010.7999816060938,-244.21598160609392,106,108,2,0.01851851851851849,1543.231899901214,,
SRB,Serbia,random_forest,8464.41,7002.282748855466,1462.127251144534,106,108,2,0.01851851851851849,1543.231899901214,,
MKD,North Macedonia,random_forest,7957.562,6711.410525065145,1246.1514749348553,106,108,2,0.01851851851851849,1543.231899901214,,
CYP,Cyprus,random_forest,1689.024,2159.382293234411,-470.3582932344111,106,108,2,0.01851851851851849,1543.231899901214,,
BGR,Bulgaria,random_forest,10165.963,7464.499715594307,2701.4632844056923,106,108,2,0.01851851851851849,1543.231899901214,,
SGP,Singapore,random_forest,972.30634,1225.7137357192764,-253.40739571927645,106,108,2,0.01851851851851849,1543.231899901214,,
LVA,Latvia,random_forest,5407.656,6832.362971851567,-1424.7069718515668,106,108,2,0.01851851851851849,1543.231899901214,,
JOR,Jordan,random_forest,1475.2865,1676.900767633827,-201.614267633827,106,108,2,0.01851851851851849,1543.231899901214,,
NIC,Nicaragua,random_forest,2660.4993,2422.0546484348943,238.4446515651057,106,108,2,0.01851851851851849,1543.231899901214,,
TUN,Tunisia,random_forest,2412.1658,2495.6714876270617,-83.50568762706143,106,108,2,0.01851851851851849,1543.231899901214,,
IRN,"Iran, Islamic Rep.",random_forest,3064.1272,3022.082422129301,42.04477787069891,106,108,2,0.01851851851851849,1543.231899901214,,
VCT,St. Vincent and the Grenadines,random_forest,1232.5092,1514.8559441914795,-282.3467441914795,106,108,2,0.01851851851851849,1543.231899901214,,
ALB,Albania,random_forest,5970.3384,4500.410361768524,1469.9280382314755,106,108,2,0.01851851851851849,1543.231899901214,,
UZB,Uzbekistan,random_forest,1438.2266,3156.637435137924,-1718.410835137924,106,108,2,0.01851851851851849,1543.231899901214,,
KNA,St. Kitts and Nevis,random_forest,4525.9116,2578.5144336240774,1947.397166375923,106,108,2,0.01851851851851849,1543.231899901214,,
ECU,Ecuador,random_forest,4378.3784,3468.279391902693,910.0990080973065,106,108,2,0.01851851851851849,1543.231899901214,,
BIH,Bosnia and Herzegovina,random_forest,7126.2676,6167.10859216854,959.1590078314603,106,108,2,0.01851851851851849,1543.231899901214,,
PSE,West Bank and Gaza,random_forest,922.9372,1296.8383017818333,-373.9011017818333,106,108,2,0.01851851851851849,1543.231899901214,,
BRB,Barbados,random_forest,1115.5847,1849.8410960842782,-734.2563960842781,106,108,2,0.01851851851851849,1543.231899901214,,
THA,Thailand,random_forest,2082.8452,2370.411681346837,-287.566481346837,106,108,2,0.01851851851851849,1543.231899901214,,
MDA,Moldova,random_forest,5433.009,6046.665260203225,-613.6562602032254,106,108,2,0.01851851851851849,1543.231899901214,,
PAN,Panama,random_forest,1724.4185,2157.3730087934923,-432.9545087934923,106,108,2,0.01851851851851849,1543.231899901214,,
GEO,Georgia,random_forest,6951.208,6988.047045405046,-36.83904540504682,106,108,2,0.01851851851851849,1543.231899901214,,
KGZ,Kyrgyz Republic,random_forest,2132.5605,2764.7628279413625,-632.2023279413625,106,108,2,0.01851851851851849,1543.231899901214,,
DZA,Algeria,random_forest,2952.565,2420.31311703478,532.2518829652199,106,108,2,0.01851851851851849,1543.231899901214,,
SLV,El Salvador,random_forest,753.09076,1426.9839697525513,-673.8932097525512,106,108,2,0.01851851851851849,1543.231899901214,,
MNE,Montenegro,random_forest,5335.1875,5974.51106114844,-639.3235611484397,106,108,2,0.01851851851851849,1543.231899901214,,
BLZ,Belize,random_forest,1799.2277,2545.754728884863,-746.5270288848633,106,108,2,0.01851851851851849,1543.231899901214,,
MYS,Malaysia,random_forest,1283.0078,2212.686864872229,-929.6790648722288,106,108,2,0.01851851851851849,1543.231899901214,,
TJK,Tajikistan,random_forest,1522.2467,2492.272718635629,-970.0260186356293,106,108,2,0.01851851851851849,1543.231899901214,,
MUS,Mauritius,random_forest,1459.971,1587.4198325789305,-127.44883257893048,106,108,2,0.01851851851851849,1543.231899901214,,
ARM,Armenia,random_forest,8041.9443,5599.748942609489,2442.195357390511,106,108,2,0.01851851851851849,1543.231899901214,,
MEX,Mexico,random_forest,5406.9375,4050.2923265046657,1356.6451734953343,106,108,2,0.01851851851851849,1543.231899901214,,
BHS,"Bahamas, The",random_forest,2630.4177,3573.303267477947,-942.885567477947,106,108,2,0.01851851851851849,1543.231899901214,,
BTN,Bhutan,random_forest,302.12527,2019.7976309508063,-1717.6723609508063,106,108,2,0.01851851851851849,1543.231899901214,,
JAM,Jamaica,random_forest,2040.6863,1706.674451427245,334.01184857275507,106,108,2,0.01851851851851849,1543.231899901214,,
LBN,Lebanon,random_forest,2354.6365,1781.85453186674,572.7819681332601,106,108,2,0.01851851851851849,1543.231899901214,,
PRY,Paraguay,random_forest,4178.656,3263.9252959095666,914.7307040904334,106,108,2,0.01851851851851849,1543.231899901214,,
