iso3,country,profile,profile_probability,n_bootstrap,coverage_count,missing_count,missing_rate
MNE,Montenegro,capacity under-realizers,0.0,1000,106,0,0.0
MNE,Montenegro,adaptive over-performers,0.0,1000,106,0,0.0
MNE,Montenegro,structurally vulnerable systems,0.0,1000,106,0,0.0
MNE,Montenegro,uncertain / data-limited systems,1.0,1000,106,0,0.0
BLZ,Belize,effective converters,0.0,1000,106,0,0.0
BLZ,Belize,capacity under-realizers,0.0,1000,106,0,0.0
BLZ,Belize,adaptive over-performers,0.0,1000,106,0,0.0
BLZ,Belize,structurally vulnerable systems,0.0,1000,106,0,0.0
BLZ,Belize,uncertain / data-limited systems,1.0,1000,106,0,0.0
MYS,Malaysia,effective converters,0.0,1000,106,0,0.0
MYS,Malaysia,capacity under-realizers,0.0,1000,106,0,0.0
MYS,Malaysia,adaptive over-performers,1.0,1000,106,0,0.0
MYS,Malaysia,structurally vulnerable systems,0.0,1000,106,0,0.0
MYS,Malaysia,uncertain / data-limited systems,0.0,1000,106,0,0.0
TJK,Tajikistan,effective converters,0.0,1000,106,0,0.0
TJK,Tajikistan,capacity under-realizers,0.0,1000,106,0,0.0
TJK,Tajikistan,adaptive over-performers,1.0,1000,106,0,0.0
TJK,Tajikistan,structurally vulnerable systems,0.0,1000,106,0,0.0
TJK,Tajikistan,uncertain / data-limited systems,0.0,1000,106,0,0.0
MUS,Mauritius,effective converters,0.0,1000,106,0,0.0
MUS,Mauritius,capacity under-realizers,0.0,1000,106,0,0.0
MUS,Mauritius,adaptive over-performers,0.0,1000,106,0,0.0
MUS,Mauritius,structurally vulnerable systems,0.0,1000,106,0,0.0
MUS,Mauritius,uncertain / data-limited systems,1.0,1000,106,0,0.0
ARM,Armenia,effective converters,0.0,1000,106,0,0.0
ARM,Armenia,capacity under-realizers,0.0,1000,106,0,0.0
ARM,Armenia,adaptive over-performers,0.0,1000,106,0,0.0
ARM,Armenia,structurally vulnerable systems,0.0,1000,106,0,0.0
ARM,Armenia,uncertain / data-limited systems,1.0,1000,106,0,0.0
MEX,Mexico,effective converters,0.0,1000,106,0,0.0
MEX,Mexico,capacity under-realizers,0.0,1000,106,0,0.0
MEX,Mexico,adaptive over-performers,0.0,1000,106,0,0.0
MEX,Mexico,structurally vulnerable systems,1.0,1000,106,0,0.0
MEX,Mexico,uncertain / data-limited systems,0.0,1000,106,0,0.0
BHS,"Bahamas, The",effective converters,0.0,1000,106,0,0.0
BHS,"Bahamas, The",capacity under-realizers,0.0,1000,106,0,0.0
BHS,"Bahamas, The",adaptive over-performers,0.943,1000,106,0,0.0
BHS,"Bahamas, The",structurally vulnerable systems,0.057,1000,106,0,0.0
BHS,"Bahamas, The",uncertain / data-limited systems,0.0,1000,106,0,0.0
BTN,Bhutan,effective converters,0.0,1000,106,0,0.0
BTN,Bhutan,capacity under-realizers,0.0,1000,106,0,0.0
BTN,Bhutan,adaptive over-performers,0.0,1000,106,0,0.0
BTN,Bhutan,structurally vulnerable systems,0.0,1000,106,0,0.0
BTN,Bhutan,uncertain / data-limited systems,1.0,1000,106,0,0.0
JAM,Jamaica,effective converters,0.0,1000,106,0,0.0
JAM,Jamaica,capacity under-realizers,0.0,1000,106,0,0.0
JAM,Jamaica,adaptive over-performers,0.997,1000,106,0,0.0
JAM,Jamaica,structurally vulnerable systems,0.003,1000,106,0,0.0
JAM,Jamaica,uncertain / data-limited systems,0.0,1000,106,0,0.0
LBN,Lebanon,effective converters,0.0,1000,106,0,0.0
LBN,Lebanon,capacity under-realizers,0.0,1000,106,0,0.0
LBN,Lebanon,adaptive over-performers,0.071,1000,106,0,0.0
LBN,Lebanon,structurally vulnerable systems,0.929,1000,106,0,0.0
LBN,Lebanon,uncertain / data-limited systems,0.0,1000,106,0,0.0
PRY,Paraguay,effective converters,0.0,1000,106,0,0.0
PRY,Paraguay,capacity under-realizers,0.0,1000,106,0,0.0
PRY,Paraguay,adaptive over-performers,0.0,1000,106,0,0.0
PRY,Paraguay,structurally vulnerable systems,1.0,1000,106,0,0.0
PRY,Paraguay,uncertain / data-limited systems,0.0,1000,106,0,0.0
FJI,Fiji,effective converters,0.0,1000,106,0,0.0
FJI,Fiji,capacity under-realizers,0.0,1000,106,0,0.0
FJI,Fiji,adaptive over-performers,1.0,1000,106,0,0.0
FJI,Fiji,structurally vulnerable systems,0.0,1000,106,0,0.0
FJI,Fiji,uncertain / data-limited systems,0.0,1000,106,0,0.0
PER,Peru,effective converters,0.0,1000,106,0,0.0
PER,Peru,capacity under-realizers,0.0,1000,106,0,0.0
PER,Peru,adaptive over-performers,0.0,1000,106,0,0.0
PER,Peru,structurally vulnerable systems,1.0,1000,106,0,0.0
PER,Peru,uncertain / data-limited systems,0.0,1000,106,0,0.0
CPV,Cabo Verde,effective converters,0.0,1000,106,0,0.0
CPV,Cabo Verde,capacity under-realizers,0.0,1000,106,0,0.0
CPV,Cabo Verde,adaptive over-performers,1.0,1000,106,0,0.0
CPV,Cabo Verde,structurally vulnerable systems,0.0,1000,106,0,0.0
CPV,Cabo Verde,uncertain / data-limited systems,0.0,1000,106,0,0.0
MNG,Mongolia,effective converters,0.0,1000,106,0,0.0
MNG,Mongolia,capacity under-realizers,0.0,1000,106,0,0.0
MNG,Mongolia,adaptive over-performers,1.0,1000,106,0,0.0
MNG,Mongolia,structurally vulnerable systems,0.0,1000,106,0,0.0
MNG,Mongolia,uncertain / data-limited systems,0.0,1000,106,0,0.0
SUR,Suriname,effective converters,0.0,1000,106,0,0.0
SUR,Suriname,capacity under-realizers,0.0,1000,106,0,0.0
SUR,Suriname,adaptive over-performers,0.961,1000,106,0,0.0
SUR,Suriname,structurally vulnerable systems,0.039,1000,106,0,0.0
SUR,Suriname,uncertain / data-limited systems,0.0,1000,106,0,0.0
EGY,"Egypt, Arab Rep.",effective converters,0.0,1000,106,0,0.0
EGY,"Egypt, Arab Rep.",capacity under-realizers,0.0,1000,106,0,0.0
EGY,"Egypt, Arab Rep.",adaptive over-performers,0.158,1000,106,0,0.0
EGY,"Egypt, Arab Rep.",structurally vulnerable systems,0.842,1000,106,0,0.0
EGY,"Egypt, Arab Rep.",uncertain / data-limited systems,0.0,1000,106,0,0.0
AZE,Azerbaijan,effective converters,0.0,1000,106,0,0.0
AZE,Azerbaijan,capacity under-realizers,0.0,1000,106,0,0.0
AZE,Azerbaijan,adaptive over-performers,0.848,1000,106,0,0.0
AZE,Azerbaijan,structurally vulnerable systems,0.152,1000,106,0,0.0
AZE,Azerbaijan,uncertain / data-limited systems,0.0,1000,106,0,0.0
UKR,Ukraine,effective converters,0.0,1000,106,0,0.0
UKR,Ukraine,capacity under-realizers,0.0,1000,106,0,0.0
UKR,Ukraine,adaptive over-performers,0.0,1000,106,0,0.0
UKR,Ukraine,structurally vulnerable systems,0.0,1000,106,0,0.0
UKR,Ukraine,uncertain / data-limited systems,1.0,1000,106,0,0.0
DOM,Dominican Republic,effective converters,0.0,1000,106,0,0.0
DOM,Dominican Republic,capacity under-realizers,0.0,1000,106,0,0.0
DOM,Dominican Republic,adaptive over-performers,1.0,1000,106,0,0.0
DOM,Dominican Republic,structurally vulnerable systems,0.0,1000,106,0,0.0
DOM,Dominican Republic,uncertain / data-limited systems,0.0,1000,106,0,0.0
BOL,Bolivia,effective converters,0.0,1000,106,0,0.0
BOL,Bolivia,capacity under-realizers,0.0,1000,106,0,0.0
BOL,Bolivia,adaptive over-performers,0.0,1000,106,0,0.0
BOL,Bolivia,structurally vulnerable systems,1.0,1000,106,0,0.0
BOL,Bolivia,uncertain / data-limited systems,0.0,1000,106,0,0.0
GTM,Guatemala,effective converters,0.0,1000,106,0,0.0
GTM,Guatemala,capacity under-realizers,0.0,1000,106,0,0.0
GTM,Guatemala,adaptive over-performers,0.931,1000,106,0,0.0
GTM,Guatemala,structurally vulnerable systems,0.069,1000,106,0,0.0
GTM,Guatemala,uncertain / data-limited systems,0.0,1000,106,0,0.0
PHL,Philippines,effective converters,0.0,1000,106,0,0.0
PHL,Philippines,capacity under-realizers,0.0,1000,106,0,0.0
PHL,Philippines,adaptive over-performers,0.887,1000,106,0,0.0
PHL,Philippines,structurally vulnerable systems,0.113,1000,106,0,0.0
PHL,Philippines,uncertain / data-limited systems,0.0,1000,106,0,0.0
ZAF,South Africa,effective converters,0.0,1000,106,0,0.0
ZAF,South Africa,capacity under-realizers,0.0,1000,106,0,0.0
ZAF,South Africa,adaptive over-performers,0.0,1000,106,0,0.0
ZAF,South Africa,structurally vulnerable systems,0.0,1000,106,0,0.0
ZAF,South Africa,uncertain / data-limited systems,1.0,1000,106,0,0.0
NAM,Namibia,effective converters,0.0,1000,106,0,0.0
NAM,Namibia,capacity under-realizers,0.0,1000,106,0,0.0
NAM,Namibia,adaptive over-performers,1.0,1000,106,0,0.0
NAM,Namibia,structurally vulnerable systems,0.0,1000,106,0,0.0
NAM,Namibia,uncertain / data-limited systems,0.0,1000,106,0,0.0
