iso3,country,profile_label,profile_stability_score,profile_stability_probability,conversion_efficiency_zscore,conversion_efficiency_ci_low,conversion_efficiency_ci_high,observed_shock_burden,predicted_shock_burden,expected_shock_burden,realized_resilience_gap,potential_capacity_score,capacity_block_score,preparedness_block_score,vulnerability_block_score,equity_access_block_score,main_bottleneck_block,bottleneck_probability,missingness_rate,validation_outcomes_available,country_label_category,label_stability_rate,diagnostic_note,n,coverage_count,missing_count,missing_rate,source_provenance
BLR,Belarus,capacity under-realizers,1.0,1.0,-2.934826273506603,-3.2996350957636915,-2.277596488476511,9591.885,4875.089768000801,4875.089768000801,4716.795231999199,0.751985191892442,0.6506495746089037,0.9549718293872288,0.6122043999499703,0.7901149636236653,vulnerability,0.884,0.0769230769230769,OWID excess mortality; life expectancy loss,stable under-realizer,1.0,"Diagnostic profile: capacity under-realizers; weakest observed block is vulnerability; main bottleneck signal is vulnerability. Descriptive only, no causal claim.",24,24,0,0.0,results/tables/conversion_profiles.csv;results/tables/conversion_efficiency_scores.csv;results/tables/conversion_efficiency_uncertainty.csv;results/tables/stage4_country_label_stability.csv
SVK,Slovak Republic,capacity under-realizers,1.0,1.0,-1.403125347198939,-1.5613794312476543,-1.1721760471147882,5343.659,3088.583458626464,3088.583458626464,2255.0755413735355,0.7754658787366955,0.5938029528903954,0.962316136506726,0.7173988313513748,0.8283455941982859,vulnerability,0.999,0.0384615384615384,OWID excess mortality; life expectancy loss,stable under-realizer,1.0,"Diagnostic profile: capacity under-realizers; weakest observed block is capacity; main bottleneck signal is vulnerability. Descriptive only, no causal claim.",24,24,0,0.0,results/tables/conversion_profiles.csv;results/tables/conversion_efficiency_scores.csv;results/tables/conversion_efficiency_uncertainty.csv;results/tables/stage4_country_label_stability.csv
USA,United States,capacity under-realizers,1.0,1.0,-1.2162711675864122,-1.5371907593020873,-0.7992533555210203,3758.817,1804.049831708605,1804.049831708605,1954.767168291395,0.8057357451635478,0.8550311559518963,0.9138985755857656,0.7324631956840566,0.721550053432473,equity_access,0.613,0.0769230769230769,OWID excess mortality; life expectancy loss,stable under-realizer,1.0,"Diagnostic profile: capacity under-realizers; weakest observed block is equity/access; main bottleneck signal is equity_access. Descriptive only, no causal claim.",24,24,0,0.0,results/tables/conversion_profiles.csv;results/tables/conversion_efficiency_scores.csv;results/tables/conversion_efficiency_uncertainty.csv;results/tables/stage4_country_label_stability.csv
HRV,Croatia,capacity under-realizers,1.0,1.0,-0.9834110417905212,-1.1934538181288286,-0.6769519211148534,5616.296,4035.7770592755655,4035.7770592755655,1580.5189407244347,0.7692249571651889,0.5929113746534783,0.9152107996414532,0.7116733195238027,0.8571043348420216,preparedness,1.0,0.0384615384615384,OWID excess mortality; life expectancy loss,stable under-realizer,1.0,"Diagnostic profile: capacity under-realizers; weakest observed block is capacity; main bottleneck signal is preparedness. Descriptive only, no causal claim.",24,24,0,0.0,results/tables/conversion_profiles.csv;results/tables/conversion_efficiency_scores.csv;results/tables/conversion_efficiency_uncertainty.csv;results/tables/stage4_country_label_stability.csv
ROU,Romania,capacity under-realizers,1.0,1.0,-0.9351231409706718,-1.1525766473945085,-0.6040423809643908,5864.2363,4361.324726500807,4361.324726500807,1502.9115734991929,0.7028341438153161,0.5402628949409131,0.814117375244629,0.6551166902891886,0.8018396147865335,preparedness,0.999,0.0384615384615384,OWID excess mortality; life expectancy loss,stable under-realizer,1.0,"Diagnostic profile: capacity under-realizers; weakest observed block is capacity; main bottleneck signal is preparedness. Descriptive only, no causal claim.",24,24,0,0.0,results/tables/conversion_profiles.csv;results/tables/conversion_efficiency_scores.csv;results/tables/conversion_efficiency_uncertainty.csv;results/tables/stage4_country_label_stability.csv
