comparison,n_ranked_countries,n_validation_countries,outcome_missing_count_from_ranked_sample,outcome_missing_rate_from_ranked_sample,top_quartile_n,bottom_quartile_n,top_quartile_median_outcome,bottom_quartile_median_outcome,median_difference_top_minus_bottom,mann_whitney_u,p_value
top_resilience_quartile_vs_bottom_resilience_quartile,193,108,85,0.44041450777202074,28,27,1857.494,2412.1658,-554.6718000000003,294.0,0.15978482171242392
