iso3,country,conversion_profile,conversion_efficiency_zscore,realized_resilience_gap,main_bottleneck_block,evidence_variant,n,coverage_count,missing_count,missing_rate,source_provenance
ESP,Spain,capacity under-realizers,-0.0459777712157062,0.0660130814272852,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
SVK,Slovak Republic,capacity under-realizers,-1.0638119591441233,1.5273795059102715,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
PRT,Portugal,effective converters,0.7702578624224027,-1.1059060421512374,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
HRV,Croatia,capacity under-realizers,-0.1922964725361467,0.2760917365949225,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
AND,Andorra,capacity under-realizers,-2.1708903892194304,3.1168793145914577,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
ITA,Italy,capacity under-realizers,0.043414593008658,-0.0623329706428654,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
URY,Uruguay,capacity under-realizers,0.1050072661514569,-0.1507653161000721,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
SAU,Saudi Arabia,capacity under-realizers,0.646184849230578,-0.92776687389241,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BLR,Belarus,capacity under-realizers,-0.045808466333219,0.0657700001143344,vulnerability,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
QAT,Qatar,capacity under-realizers,-0.5324168315254437,0.7644232141626763,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
ISR,Israel,effective converters,0.7767544370126983,-1.1152335692602748,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MLT,Malta,uncertain / data-limited systems,0.3678768907707745,-0.5281832177496222,vulnerability,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
HUN,Hungary,capacity under-realizers,-0.5285205500944019,0.758829086031404,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
ARG,Argentina,capacity under-realizers,-0.0992983467997002,0.1425686735037779,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
ARE,United Arab Emirates,capacity under-realizers,-1.1614332160297978,1.6675402794630914,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
KWT,Kuwait,capacity under-realizers,-1.0881220978731574,1.562283050057712,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
POL,Poland,capacity under-realizers,-0.7179156976206985,1.0307552139189426,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
GRC,Greece,uncertain / data-limited systems,-0.0256456479154665,0.0368210158808406,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
OMN,Oman,uncertain / data-limited systems,-1.2869033327895594,1.8476853542535747,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
CRI,Costa Rica,uncertain / data-limited systems,-0.1342956769468814,0.1928164681153239,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BRN,Brunei Darussalam,uncertain / data-limited systems,-0.5109179128354343,0.7335559095379283,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
EST,Estonia,capacity under-realizers,0.0294022479469154,-0.0422145949345611,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
KOR,"Korea, Rep.",uncertain / data-limited systems,0.2303540213882095,-0.3307332732520084,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
LTU,Lithuania,uncertain / data-limited systems,-0.4025563015892792,0.5779745562525678,vulnerability,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
ATG,Antigua and Barbuda,uncertain / data-limited systems,1.36645687027428,-1.9619052046062488,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
COL,Colombia,uncertain / data-limited systems,-1.0108623272493005,1.4513565002404425,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
KAZ,Kazakhstan,capacity under-realizers,-0.648423908030667,0.9309816267388956,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
ROU,Romania,capacity under-realizers,-0.8418398950041477,1.208680718274188,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
SMR,San Marino,uncertain / data-limited systems,-0.9152223470517054,1.3140403660836162,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
PLW,Palau,effective converters,0.6382892735572612,-0.9164307158739478,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
SYC,Seychelles,uncertain / data-limited systems,0.0306657562406804,-0.0440286906089479,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
RUS,Russian Federation,uncertain / data-limited systems,-0.8116394848152364,1.16532015328323,vulnerability,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
CHL,Chile,uncertain / data-limited systems,0.5919999680356087,-0.849970345703384,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
TON,Tonga,uncertain / data-limited systems,0.9318045152407428,-1.337848393092327,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
TUR,Turkiye,uncertain / data-limited systems,0.0896931382674745,-0.128777891649888,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BRA,Brazil,capacity under-realizers,-0.0207797233565101,0.0298347121598006,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
SRB,Serbia,uncertain / data-limited systems,-0.8284138549021487,1.189404136241945,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
TUV,Tuvalu,uncertain / data-limited systems,0.6942769163140702,-0.9968155784391096,vulnerability,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MKD,North Macedonia,capacity under-realizers,-0.8930881157721606,1.2822609045492168,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
CHN,China,effective converters,1.1122132840322991,-1.596872230688983,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
CYP,Cyprus,effective converters,0.4449736352698047,-0.638875701048041,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BGR,Bulgaria,uncertain / data-limited systems,-1.613494355741476,2.3165919415346155,vulnerability,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
SGP,Singapore,uncertain / data-limited systems,-0.0721088327698782,0.1035310351807219,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
LVA,Latvia,uncertain / data-limited systems,-0.458782630126366,0.6587021145037619,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
JOR,Jordan,uncertain / data-limited systems,-0.789887418628341,1.1340893894066917,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
NIC,Nicaragua,uncertain / data-limited systems,-0.890041830615731,1.2778871677463024,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
TUN,Tunisia,uncertain / data-limited systems,-0.7850826883348649,1.127190946013006,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
IRN,"Iran, Islamic Rep.",capacity under-realizers,-0.584169810274845,0.8387281121591617,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
NRU,Nauru,uncertain / data-limited systems,0.5804440062405574,-0.8333787487908584,vulnerability,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
VCT,St. Vincent and the Grenadines,capacity under-realizers,0.2968683872338368,-0.4262319921449267,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
ALB,Albania,capacity under-realizers,-0.3902674333159989,0.5603306809510151,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
UZB,Uzbekistan,effective converters,0.6365224720954417,-0.9138940115996635,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
KNA,St. Kitts and Nevis,capacity under-realizers,-0.1583608220910589,0.227368260078205,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
ECU,Ecuador,capacity under-realizers,-1.8617157124229935,2.672978434340747,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BIH,Bosnia and Herzegovina,capacity under-realizers,-0.5484962728535502,0.7875094456530567,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
LBY,Libya,effective converters,1.2643471495171883,-1.8153000705898217,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
PSE,West Bank and Gaza,capacity under-realizers,-0.5310900437612182,0.7625182643053716,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BRB,Barbados,uncertain / data-limited systems,0.6055475296316972,-0.8694214035327867,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
THA,Thailand,uncertain / data-limited systems,-0.2306464018313952,0.3311530616300313,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
LCA,St. Lucia,uncertain / data-limited systems,-0.5239608557944172,0.7522824557109331,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MDA,Moldova,uncertain / data-limited systems,0.5863323721536826,-0.8418330337250528,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
PAN,Panama,capacity under-realizers,0.0759151802287199,-0.1089960396404254,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
GEO,Georgia,uncertain / data-limited systems,-0.2953595132495938,0.4240656100313167,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BHR,Bahrain,capacity under-realizers,-0.7011206967113384,1.0066416100341553,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
TTO,Trinidad and Tobago,capacity under-realizers,0.1759471283543859,-0.2526179891683706,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
KGZ,Kyrgyz Republic,uncertain / data-limited systems,1.310127756560013,-1.881030071427186,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
DZA,Algeria,capacity under-realizers,0.0494228015738902,-0.0709593209587176,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
DMA,Dominica,capacity under-realizers,0.7108959651336065,-1.020676557211245,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
SLV,El Salvador,capacity under-realizers,0.3548521247350669,-0.5094827692904591,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MNE,Montenegro,uncertain / data-limited systems,-0.4581367270487814,0.6577747521865525,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
LKA,Sri Lanka,uncertain / data-limited systems,0.3629726321961437,-0.5211418755516999,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BLZ,Belize,uncertain / data-limited systems,0.853650087842706,-1.2256373301522636,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MYS,Malaysia,structurally vulnerable systems,-0.1514282422156786,0.2174147336737257,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
TJK,Tajikistan,uncertain / data-limited systems,-0.5571539464324844,0.7999397939675876,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MUS,Mauritius,uncertain / data-limited systems,0.1421056774203606,-0.2040297606166969,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
ARM,Armenia,uncertain / data-limited systems,-1.300470960018703,1.8671652215322772,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MEX,Mexico,structurally vulnerable systems,-1.4611879271779051,2.0979163423304623,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BHS,"Bahamas, The",adaptive over-performers,1.14663999457752,-1.6463007520462538,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BTN,Bhutan,uncertain / data-limited systems,1.2169626223605083,-1.7472672241320797,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
JAM,Jamaica,structurally vulnerable systems,-0.0537943125549769,0.0772357650473374,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
TKM,Turkmenistan,adaptive over-performers,1.3831522854910083,-1.985875827257652,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
GRD,Grenada,adaptive over-performers,1.2957896134960982,-1.8604439277197475,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
LBN,Lebanon,structurally vulnerable systems,-2.290731456899176,3.288942421390627,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
PRY,Paraguay,structurally vulnerable systems,-1.83903434050371,2.640413409725575,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
FJI,Fiji,structurally vulnerable systems,-0.2112688059435877,0.3033314691216522,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
GUY,Guyana,uncertain / data-limited systems,-1.4480153524594317,2.0790036759591843,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
PER,Peru,structurally vulnerable systems,-1.2967079328462088,1.8617624146414096,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
CPV,Cabo Verde,structurally vulnerable systems,-0.2939593900546618,0.4220553680376007,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MNG,Mongolia,uncertain / data-limited systems,1.8464495132166283,-2.6510598240069188,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
HND,Honduras,structurally vulnerable systems,-0.4438876970942552,0.6373165535880383,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
VNM,Viet Nam,uncertain / data-limited systems,0.5899713820166488,-0.8470577814247982,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MAR,Morocco,adaptive over-performers,0.3553989859621992,-0.510267931201565,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
WSM,Samoa,uncertain / data-limited systems,1.536510679674331,-2.206061797458032,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
SUR,Suriname,adaptive over-performers,0.2494409081262112,-0.3581374769598788,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
EGY,"Egypt, Arab Rep.",structurally vulnerable systems,-0.4125458004235925,0.5923170870567149,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
AZE,Azerbaijan,structurally vulnerable systems,-0.5139495506162134,0.7379086162131103,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
UKR,Ukraine,uncertain / data-limited systems,-0.1121926569622256,0.1610818185345377,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
DOM,Dominican Republic,adaptive over-performers,0.8107851952801111,-1.164093597859738,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MHL,Marshall Islands,uncertain / data-limited systems,0.5998340348650293,-0.8612181917351349,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BOL,Bolivia,structurally vulnerable systems,-2.780386365201497,3.991969742601646,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
KIR,Kiribati,uncertain / data-limited systems,-0.5227741232646582,0.7505785916686363,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
STP,Sao Tome and Principe,adaptive over-performers,0.3384889888634309,-0.485989220296265,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
GTM,Guatemala,structurally vulnerable systems,-0.828381410917327,1.189357554440452,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
VUT,Vanuatu,adaptive over-performers,0.3656400412817135,-0.5249716369452981,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
SLB,Solomon Islands,adaptive over-performers,0.1602214471763569,-0.2300396726328761,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
IRQ,Iraq,adaptive over-performers,0.5098290851186089,-0.7319926133878418,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
FSM,"Micronesia, Fed. Sts.",adaptive over-performers,0.4829828344785772,-0.6934478191827602,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BWA,Botswana,structurally vulnerable systems,-1.3448368588588842,1.930864039793636,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
IDN,Indonesia,structurally vulnerable systems,-0.8045877571693033,1.155195559180787,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
SYR,Syrian Arab Republic,adaptive over-performers,1.9137197954509773,-2.747643858016283,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
IND,India,structurally vulnerable systems,-1.708465256616014,2.4529474378295704,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
PHL,Philippines,structurally vulnerable systems,-1.3920977617429924,1.9987193913673087,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
RWA,Rwanda,adaptive over-performers,0.5051807658206181,-0.7253187387696335,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
TLS,Timor-Leste,adaptive over-performers,0.6248780900718031,-0.8971754643893046,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
KHM,Cambodia,adaptive over-performers,0.2781382954183784,-0.3993400605992754,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BGD,Bangladesh,structurally vulnerable systems,-0.4689934360661863,0.6733623893740086,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
LAO,Lao PDR,adaptive over-performers,0.93617006523791,-1.344116278633927,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
NPL,Nepal,adaptive over-performers,0.1470450076053582,-0.2111214572578581,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
ZAF,South Africa,uncertain / data-limited systems,-1.7514473189516355,2.514659397888756,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BDI,Burundi,adaptive over-performers,0.3061755579208202,-0.4395948629447099,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
GHA,Ghana,adaptive over-performers,0.392794439709175,-0.5639588576631354,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
NAM,Namibia,structurally vulnerable systems,-0.8923399959413555,1.281186783424976,preparedness,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
SEN,Senegal,structurally vulnerable systems,-0.0019525308661111,0.0028033672717446,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MMR,Myanmar,adaptive over-performers,0.2387533308335971,-0.3427926724723413,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
COM,Comoros,adaptive over-performers,0.028653014257359,-0.0411388745755922,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
SDN,Sudan,structurally vulnerable systems,-0.0999934980477335,0.1435667444134227,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
BFA,Burkina Faso,adaptive over-performers,0.5539212093899336,-0.7952983568561255,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
GMB,"Gambia, The",adaptive over-performers,0.1161700266108065,-0.1667923699496202,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
SWZ,Eswatini,structurally vulnerable systems,-0.4916617673647421,0.7059086907771759,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
LSO,Lesotho,uncertain / data-limited systems,-0.180972614143067,0.259833384647709,preparedness,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MRT,Mauritania,adaptive over-performers,0.3347912953639002,-0.4806802169317374,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MWI,Malawi,adaptive over-performers,0.3863757693218378,-0.5547431823545973,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
PAK,Pakistan,adaptive over-performers,0.3518163102113832,-0.505124065811557,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
DJI,Djibouti,adaptive over-performers,0.9086540914944388,-1.3046099222523384,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
ZMB,Zambia,adaptive over-performers,0.3585487655359229,-0.514790261231499,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
KEN,Kenya,structurally vulnerable systems,-0.5832813801974979,0.8374525390835721,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
ZWE,Zimbabwe,adaptive over-performers,0.0433085724494553,-0.0621807504803268,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
TZA,Tanzania,adaptive over-performers,0.7204180360244155,-1.034347973298866,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
NER,Niger,adaptive over-performers,0.5019420174440475,-0.7206686708204502,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
GAB,Gabon,adaptive over-performers,1.2056536022117428,-1.7310301763543428,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MDG,Madagascar,adaptive over-performers,0.0622065541197329,-0.089313731697677,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
MLI,Mali,adaptive over-performers,0.6403797963438548,-0.919432206535371,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
UGA,Uganda,adaptive over-performers,0.6521491780811256,-0.9363302234341516,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
LBR,Liberia,adaptive over-performers,0.6827092889218048,-0.9802072325194348,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
SLE,Sierra Leone,adaptive over-performers,0.7486523063787395,-1.0748856317946585,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
CIV,Cote d'Ivoire,adaptive over-performers,0.5429432652339774,-0.7795366550095651,capacity,life_expectancy_loss,186,186,7,0.0362694300518134,results/tables/stage4_life_expectancy_conversion_profiles.csv
