iso3,country,region,income_group,potential_capacity_score,capacity_score,preparedness_score,vulnerability_score,equity_access_score,method_disagreement_index,expanded_feature_missing_rate,evidence_variant,outcome,observed_outcome,predicted_outcome,realized_resilience_gap,conversion_efficiency_zscore,observed_shock_burden,conversion_profile,main_bottleneck_block,n,coverage_count,missing_count_from_potential_capacity_sample,missing_rate_from_potential_capacity_sample,missing_count,missing_rate,source_provenance
FIN,Finland,Europe & Central Asia,High income,0.8125456213904731,0.7847361384939117,0.8996157248309282,0.7855510164736608,0.7802796057633915,0.0520833333333333,0.0769230769230769,ghs_enhanced_owid,owid_excess_mortality_2020_2022,1876.0293,3503.4827531377227,-1627.4534531377228,1.010761487318908,1876.0293,effective converters,equity_access,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
LUX,Luxembourg,Europe & Central Asia,High income,0.759727945319763,0.6792069728068933,0.7638223329654863,0.7630458643046747,0.8328366112019977,0.0679687499999999,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,-259.57343,1868.4462027953286,-2128.0196327953286,1.3216478080777536,-259.57343,effective converters,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
CZE,Czechia,Europe & Central Asia,High income,0.7684058937348468,0.7306943708589259,0.7907388001131652,0.7031982734362339,0.8489921305310624,0.03671875,0.0769230769230769,ghs_enhanced_owid,owid_excess_mortality_2020_2022,4400.776,3439.947291941674,960.8287080583259,-0.59674127831019,4400.776,capacity under-realizers,vulnerability,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
USA,United States,North America,High income,0.8077503397279306,0.8550311559518963,0.9219569538432968,0.7324631956840566,0.721550053432473,0.1007812499999998,0.0769230769230769,ghs_enhanced_owid,owid_excess_mortality_2020_2022,3758.817,1653.5568463935972,2105.260153606403,-1.3075125927256643,3758.817,capacity under-realizers,equity_access,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
SVN,Slovenia,Europe & Central Asia,High income,0.7915032452961444,0.6779266272763665,0.877084578551136,0.773573339196457,0.8374284361606179,0.0992187499999999,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,2868.0425,2988.4073284596834,-120.3648284596834,0.07475490792085948,2868.0425,capacity under-realizers,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
NZL,New Zealand,East Asia & Pacific,High income,0.7676017564028979,0.6743030036937113,0.7767392991584139,0.793972891705199,0.8253918310542672,0.0583333333333333,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,-91.14247,1670.6856562290764,-1761.8281262290764,1.094217480588606,-91.14247,effective converters,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
CHE,Switzerland,Europe & Central Asia,High income,0.7739643343878394,0.8352090043731014,0.8320168030828103,0.7646785951566378,0.6639529349388084,0.1825520833333333,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,2020.4288,2589.3956022457696,-568.9668022457697,0.3533678521891038,2020.4288,effective converters,equity_access,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
IRL,Ireland,Europe & Central Asia,High income,0.7623172594287673,0.694201995616675,0.7708421911094112,0.8315798802336001,0.7526449707553831,0.0523437499999999,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,1580.8341,1820.504744472139,-239.67064447213897,0.14885209565059093,1580.8341,effective converters,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
CAN,Canada,North America,High income,0.7885595606149969,0.751060450017869,0.844866496913762,0.7919311320519059,0.7663801634764503,0.0520833333333333,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,1420.5111,2277.203386420091,-856.6922864200912,0.5320653367548756,1420.5111,effective converters,capacity,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
NLD,Netherlands,Europe & Central Asia,High income,0.7811489607276895,0.7946422085942241,0.8711116673614059,0.6649056239430973,0.7939363430120309,0.0765624999999998,0.0384615384615384,ghs_enhanced_owid,owid_excess_mortality_2020_2022,2329.8596,3006.9085965271274,-677.0489965271277,0.4204943922654987,2329.8596,effective converters,vulnerability,106,106,87,0.4507772020725389,87,0.4507772020725389,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
