iso3,country,region,income_group,potential_capacity_score,capacity_score,preparedness_score,vulnerability_score,equity_access_score,method_disagreement_index,expanded_feature_missing_rate,evidence_variant,outcome,observed_outcome,predicted_outcome,realized_resilience_gap,conversion_efficiency_zscore,observed_shock_burden,conversion_profile,main_bottleneck_block,n,coverage_count,missing_count_from_potential_capacity_sample,missing_rate_from_potential_capacity_sample,missing_count,missing_rate,source_indicator,source_provenance,higher_is_worse
ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,0.38806923138714,0.1516628575007665,0.5097254431143966,0.4358296936483875,0.4550589312850092,0.0783854166666667,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,-0.46999999999999886,-0.26475757459182564,-0.20524242540817322,0.12534932046022773,-0.46999999999999886,adaptive over-performers,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,0.3792385926527514,0.0474646694482312,0.5417886370447174,0.5876322975302823,0.3400687665877747,0.0734374999999999,0.0,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,-0.7639999999999958,-0.03714366838514621,-0.7268563316148495,0.4439186832787597,-0.7639999999999958,adaptive over-performers,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
NER,Niger,Sub-Saharan Africa ,Low income,0.3718314017389253,0.0699257888213592,0.7265049772254087,0.471340186773199,0.2195546541357343,0.0627604166666667,0.0,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,0.14099999999999824,-0.9468943337184381,1.0878943337184364,-0.6644182614434634,0.14099999999999824,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
GAB,Gabon,Sub-Saharan Africa ,Upper middle income,0.3651068735683225,0.138052807569856,0.2113504030946073,0.5261745164673685,0.5848497671414582,0.11484375,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,0.26400000000001,-0.07713326588915853,0.34113326588916854,-0.20834300208909248,0.26400000000001,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
MDG,Madagascar,Sub-Saharan Africa ,Low income,0.3592437746890344,0.1153231844898054,0.4538996775579914,0.5671666338727684,0.3005856028355726,0.05234375,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,0.7979999999999947,-0.7197976982775047,1.5177976982774994,-0.9269765239658189,0.7979999999999947,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
MLI,Mali,Sub-Saharan Africa ,Low income,0.3538967819781152,0.0332697724922051,0.5993694215763046,0.4130624802531362,0.3698854535908151,0.0677083333333333,0.0,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,0.35900000000000176,-0.9866381623833105,1.3456381623833122,-0.8218321767765502,0.35900000000000176,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
UGA,Uganda,Sub-Saharan Africa ,Low income,0.3483614467043022,0.1061035619419715,0.5064313529574772,0.5197927914983296,0.2611180804194307,0.0627604166666667,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,-0.055999999999997385,-0.529056301464566,0.47305630146456856,-0.28891339502583624,-0.055999999999997385,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
LBR,Liberia,Sub-Saharan Africa ,Low income,0.3361796610294643,0.1877567007405658,0.4721357417605541,0.4099281004611766,0.2748981011555607,0.0783854166666667,0.0,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,-0.035000000000003695,-0.9862299846076987,0.951229984607695,-0.5809521688064166,-0.035000000000003695,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,0.3338856777659499,0.1633917159005928,0.5541396929007991,0.4001231932387364,0.2178881090236713,0.0520833333333333,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,-0.10099999999999909,-0.8503087617757903,0.7493087617757912,-0.4576312325129527,-0.10099999999999909,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,0.3329791863052103,0.0741535282821927,0.53792970700994,0.3596764405761871,0.360157069352521,0.0572916666666666,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,0.13400000000000034,-0.31321807277967045,0.4472180727796708,-0.2731330104337775,0.13400000000000034,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.332396513672854,0.1807662521463091,0.4637854931996459,0.4285911568318846,0.2564431525135764,0.11484375,0.0,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,1.4870000000000019,-0.21993870143880334,1.7069387014388053,-1.0424920961984365,1.4870000000000019,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,0.3320672498962238,0.0686799822695373,0.3698733797352416,0.5035692837773829,0.3861463538027336,0.078125,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,-1.2390000000000043,-0.26140797995303794,-0.9775920200469663,0.597052462016699,-1.2390000000000043,adaptive over-performers,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
MOZ,Mozambique,Sub-Saharan Africa ,Low income,0.3257438703745057,0.1282612890222688,0.3748780585097737,0.4572386837406941,0.342597450225286,0.09375,0.0,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,-0.08400000000000318,-0.9617398311801089,0.8777398311801057,-0.5360689494898154,-0.08400000000000318,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
TGO,Togo,Sub-Saharan Africa ,Low income,0.3205897779711805,0.0813653588071903,0.6325742771675917,0.3859978558884651,0.1824216200214748,0.046875,0.0,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,-0.07900000000000063,-0.8500364311918353,0.7710364311918346,-0.4709011429180217,-0.07900000000000063,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,0.3155606717144947,0.1548181604943501,0.5127264590088881,0.4021180881259933,0.1925799792287475,0.0364583333333333,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,0.8179999999999978,-0.9337744248560189,1.7517744248560168,-1.0698749701413517,0.8179999999999978,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
ETH,Ethiopia,Sub-Saharan Africa ,Not classified,0.3126339450597165,0.0239316577780025,0.3825684395906421,0.6049296229032614,0.2391060599669598,0.0625,0.0,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,-0.22799999999999443,-0.4500248983178887,0.2220248983178943,-0.13559901211482622,-0.22799999999999443,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,0.3095099282313308,0.0206440936051811,0.1960784313725489,0.591727638610372,0.429589549337221,0.0885416666666666,0.0,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,0.2560000000000002,-0.06044375347886394,0.31644375347886416,-0.19326418202072096,0.2560000000000002,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
HTI,Haiti,Latin America & Caribbean ,Lower middle income,0.3051267654564157,0.1540041635140614,0.3465821000861043,0.4212631876254252,0.2986576106000716,0.0888020833333333,0.0,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,0.5549999999999997,0.3788134103968651,0.1761865896031346,-0.10760382136898322,0.5549999999999997,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
BEN,Benin,Sub-Saharan Africa ,Lower middle income,0.3006775454404479,0.0116356163820883,0.5702578590175916,0.3817788427817855,0.239037863580326,0.03125,0.0,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,-0.26600000000000534,-0.4010581158246091,0.13505811582460375,-0.08248510515106508,-0.26600000000000534,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa ,Low income,0.2984658517600893,0.1120044287556544,0.4041786619317692,0.3950327498036119,0.2826475665493215,0.0473958333333333,0.0769230769230769,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,0.15400000000000347,-1.1314603541201942,1.2854603541201977,-0.7850793107082129,0.15400000000000347,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,0.2927705859332707,0.0820787762600091,0.366065703462512,0.4402580538222786,0.282679810188283,0.0421874999999999,0.0769230769230769,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,0.1559999999999988,-0.043231024374715654,0.19923102437471446,-0.12167793023445245,0.1559999999999988,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,0.2865604943277909,0.0811858984779102,0.3723105828002901,0.4061616075451374,0.2865838884878259,0.0317708333333333,0.0,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,0.021000000000000796,-0.40205419027907113,0.42305419027907193,-0.2583752124536225,0.021000000000000796,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
AGO,Angola,Sub-Saharan Africa ,Lower middle income,0.285234672855883,0.0249203806482133,0.2070013693468884,0.4993583796185231,0.4096585618099072,0.06796875,0.0,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,-0.06499999999999773,-0.24334689810752735,0.17834689810752963,-0.1089232035701623,-0.06499999999999773,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,0.2753439223999352,0.0818089216160086,0.3462236769487815,0.4447416681983175,0.2286014228366332,0.02109375,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,-0.18599999999999994,-1.070000128221824,0.8840001282218242,-0.53989234993199,-0.18599999999999994,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
GIN,Guinea,Sub-Saharan Africa ,Lower middle income,0.2646289650491303,0.0917987251446991,0.3326963463073173,0.4070738962817934,0.2269468924627113,0.0260416666666666,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,0.028999999999996362,-0.5158642744706554,0.5448642744706518,-0.33276924306523714,0.028999999999996362,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,0.2458062841838076,0.0917886867565593,0.3094133804118968,0.3074809229965886,0.274542146570186,0.0260416666666666,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,-0.06300000000000239,-0.3640054401366603,0.3010054401366579,-0.18383541950902751,-0.06300000000000239,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
TCD,Chad,Sub-Saharan Africa ,Low income,0.2354626317582355,0.0134573715352018,0.3646409329992405,0.3833856531406419,0.180366569357858,0.015625,0.0,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,-0.08899999999999864,-1.212706728815152,1.1237067288151534,-0.6862902471233204,-0.08899999999999864,structurally vulnerable systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
CAF,Central African Republic,Sub-Saharan Africa ,Low income,0.1936446053898495,0.1395661306570862,0.0862745098039214,0.3607286368211666,0.1880091442772238,0.0104166666666666,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2020,life_expectancy_loss_2019_2020,-19.065999999999995,-1.4747604260868477,-17.591239573913146,10.743636079420781,-19.065999999999995,adaptive over-performers,preparedness,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
NOR,Norway,Europe & Central Asia,High income,0.8610700537740054,0.8893379752351854,0.962615262387194,0.811761696495954,0.7805652809776883,0.0104166666666666,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,-0.20487804878040095,1.5581772962402556,-1.7630553450206565,1.2970024771227604,-0.20487804878040095,effective converters,equity_access,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
DEU,Germany,Europe & Central Asia,High income,0.8582878738042546,0.9836246709352092,0.938569393744255,0.7063349549289141,0.8046224756086403,0.0213541666666666,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,0.5024390243902985,1.224302213347823,-0.7218631889575244,0.5310430820370389,0.5024390243902985,effective converters,vulnerability,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
SWE,Sweden,Europe & Central Asia,High income,0.8538659065665202,0.8642630286716789,0.9787664702575456,0.7824609132483888,0.7899732140884674,0.0520833333333333,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,0.05365853658540232,1.3911579728229952,-1.337499436237593,0.9839396629548965,0.05365853658540232,effective converters,vulnerability,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
JPN,Japan,East Asia & Pacific,High income,0.8428422797911096,0.8801047100926818,0.959470696947852,0.7014535847653254,0.8303401273585788,0.0427083333333332,0.0769230769230769,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,-0.08926829268300196,0.556878521210318,-0.64614681389332,0.4753418663636996,-0.08926829268300196,effective converters,vulnerability,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
FRA,France,Europe & Central Asia,High income,0.8403236132618811,0.8816586691752235,0.9149891975859356,0.7485342291560318,0.8161123571303338,0.05234375,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,0.5024390243902985,1.2719471476115438,-0.7695081232212453,0.5660933701274976,0.5024390243902985,effective converters,vulnerability,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
AUS,Australia,East Asia & Pacific,High income,0.8368027626289708,0.8291484874562962,0.9423188888894608,0.806195960811031,0.7695477133590953,0.0627604166666666,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,-0.3999999999999915,1.1788261036691576,-1.578826103669149,1.1614731058717676,-0.3999999999999915,effective converters,equity_access,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
DNK,Denmark,Europe & Central Asia,High income,0.8339455876296181,0.8524434355787608,0.95256787051843,0.728529526762817,0.8022415176584646,0.0833333333333333,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,0.046341463414592,1.3013839470414799,-1.2550424836268879,0.9232797000705064,0.046341463414592,effective converters,vulnerability,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
BEL,Belgium,Europe & Central Asia,High income,0.8308187258687971,0.9142151453801022,0.9679362773203304,0.6881062591222258,0.7530172216525302,0.1007812499999999,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,0.20487804878050042,1.24366635936663,-1.0387883105861295,0.764190991418135,0.20487804878050042,effective converters,vulnerability,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
AUT,Austria,Europe & Central Asia,High income,0.830528220154409,0.9136190221246516,0.8979830596659448,0.7733998042913311,0.737110994535708,0.0682291666666666,0.0769230769230769,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,0.7048780487805004,1.3289924963238926,-0.6241144475433922,0.459133620937123,0.7048780487805004,effective converters,equity_access,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
ISL,Iceland,Europe & Central Asia,High income,0.8197837824330648,0.7553247390699022,0.91199171686747,0.8111782215564786,0.800640452238409,0.0572916666666666,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,-0.0024390243902985276,1.6314821277167055,-1.633921152107004,1.202004116144879,-0.0024390243902985276,effective converters,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
FIN,Finland,Europe & Central Asia,High income,0.8177702742189719,0.7847361384939117,0.9205143361449236,0.7855510164736608,0.7802796057633915,0.0520833333333333,0.0769230769230769,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,0.09756097560979526,1.3352215371135083,-1.237660561503713,0.910492582459829,0.09756097560979526,effective converters,equity_access,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
LUX,Luxembourg,Europe & Central Asia,High income,0.8161753266508913,0.6792069728068933,0.9896118582899992,0.7630458643046747,0.8328366112019977,0.0679687499999999,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,0.04146341463410863,1.4945561479140832,-1.4530927332799746,1.068976580840761,0.04146341463410863,effective converters,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
CZE,Czechia,Europe & Central Asia,High income,0.8097716791500749,0.7306943708589259,0.9562019417740776,0.7031982734362339,0.8489921305310624,0.03671875,0.0769230769230769,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,2.0073170731706966,1.2368033771817142,0.7705136959889824,-0.5668331259011127,2.0073170731706966,capacity under-realizers,vulnerability,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
USA,United States,North America,High income,0.8057357451635478,0.8550311559518963,0.9138985755857656,0.7324631956840566,0.721550053432473,0.1007812499999998,0.0769230769230769,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,2.4585365853659056,1.1448232310879138,1.3137133542779917,-0.9664412858847843,2.4585365853659056,capacity under-realizers,equity_access,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
SVN,Slovenia,Europe & Central Asia,High income,0.805722499678827,0.6779266272763665,0.9339615960818666,0.773573339196457,0.8374284361606179,0.0992187499999999,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,0.8536585365853,1.2474068227759374,-0.3937482861906374,0.28966334153628903,0.8536585365853,effective converters,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
NZL,New Zealand,East Asia & Pacific,High income,0.8030950622595759,0.6743030036937113,0.9187125225851258,0.793972891705199,0.8253918310542672,0.0583333333333333,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,-0.1512195121950981,1.0517800893677418,-1.20299960156284,0.8849940347087721,-0.1512195121950981,effective converters,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
CHE,Switzerland,Europe & Central Asia,High income,0.803058382240651,0.8352090043731014,0.9483929944940565,0.7646785951566378,0.6639529349388084,0.1825520833333333,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,0.15365853658539663,1.3124957181625667,-1.15883718157717,0.852505679604708,0.15365853658539663,effective converters,equity_access,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
IRL,Ireland,Europe & Central Asia,High income,0.8006104333369206,0.694201995616675,0.9240148867420244,0.8315798802336001,0.7526449707553831,0.0523437499999999,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,0.4487804878048962,1.5161472427247469,-1.0673667549198507,0.7852148992596196,0.4487804878048962,effective converters,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
CAN,Canada,North America,High income,0.7994145925547239,0.751060450017869,0.8882866246726704,0.7919311320519059,0.7663801634764503,0.0520833333333333,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,0.7070731707316895,1.1872335649084025,-0.48016039417671297,0.3532329387289548,0.7070731707316895,effective converters,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
NLD,Netherlands,Europe & Central Asia,High income,0.7966718819180485,0.7946422085942241,0.9332033521228416,0.6649056239430973,0.7939363430120309,0.0765624999999998,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,0.8024390243901962,1.2207323758144286,-0.4182933514242324,0.30772006930664697,0.8024390243901962,effective converters,vulnerability,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
MDV,Maldives,South Asia,Upper middle income,0.7861726319518041,0.5428082750870333,0.9702682370087844,0.7980405859266773,0.8335734297847213,0.2039062499999999,0.0,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,1.654999999999987,1.656497422107332,-0.0014974221073451588,0.001101587756737423,1.654999999999987,uncertain / data-limited systems,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
GBR,United Kingdom,Europe & Central Asia,High income,0.7855584803681768,0.7043249696725941,0.9193555687134758,0.7163281258832328,0.8022252572034044,0.0593749999999998,0.0384615384615384,life_expectancy::life_expectancy_loss_2019_2021,life_expectancy_loss_2019_2021,0.7218048780488004,1.2265190533151678,-0.5047141752663673,0.37129607837227585,0.7218048780488004,effective converters,capacity,186,186,7,0.03626943005181349,7,0.03626943005181349,SP.DYN.LE00.IN,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019:2022,True
