iso3,country,preparedness_score,ghs_overall_2019,ghs_prevention_2019,ghs_detection_2019,ghs_response_2019,ghs_health_system_2019,ghs_compliance_2019,ghs_risk_environment_2019,ghs_overall_2019_scaled,ghs_prevention_2019_scaled,ghs_detection_2019_scaled,ghs_response_2019_scaled,ghs_health_system_2019_scaled,ghs_compliance_2019_scaled,ghs_risk_environment_2019_scaled,ghs_only_preparedness_score,preparedness_proxy_plus_ghs_score,n,coverage_count,missing_count,missing_rate
IRL,Ireland,0.9240148867420244,55.1,52.9,49.9,43.9,49.3,55.6,78.9,0.6380789022298456,0.6563275434243176,0.5997596153846153,0.3795379537953795,0.6495263870094722,0.5457685664939551,0.8546875,0.617669495476798,0.7708421911094112,193,189,4,0.020725388601036232
CAN,Canada,0.8882866246726704,67.6,69.8,64.6,50.0,65.0,75.0,81.3,0.8524871355060033,0.8660049627791564,0.7764423076923076,0.48019801980198024,0.8619756427604871,0.8808290155440414,0.8921874999999999,0.8014463691548538,0.844866496913762,193,189,4,0.020725388601036232
NLD,Netherlands,0.9332033521228416,67.7,60.0,61.3,70.7,67.0,67.5,79.6,0.8542024013722127,0.7444168734491315,0.7367788461538461,0.8217821782178218,0.8890392422192152,0.7512953367875647,0.8656249999999999,0.8090199825999702,0.8711116673614059,193,189,4,0.020725388601036232
MDV,Maldives,0.9702682370087844,30.8,20.8,16.7,37.8,16.4,34.7,58.4,0.22126929674099488,0.2580645161290323,0.20072115384615383,0.27887788778877887,0.20433017591339644,0.18480138169257343,0.534375,0.26891991601584714,0.6195940765123158,193,189,4,0.020725388601036232
GBR,United Kingdom,0.9193555687134758,68.3,63.3,62.5,68.1,66.0,75.0,75.0,0.8644939965694681,0.7853598014888338,0.751201923076923,0.7788778877887788,0.8755074424898511,0.8808290155440414,0.79375,0.8185742952796994,0.8689649319965875,193,189,4,0.020725388601036232
ESP,Spain,0.9550424082252345,60.4,47.7,64.6,61.8,49.7,63.4,75.3,0.7289879931389365,0.5918114143920596,0.7764423076923076,0.6749174917491749,0.6549391069012179,0.6804835924006908,0.7984374999999999,0.7008599151820553,0.8279511617036448,193,189,4,0.020725388601036232
SVK,Slovak Republic,0.962316136506726,52.0,51.9,33.9,36.9,59.5,58.3,71.7,0.5849056603773585,0.6439205955334988,0.4074519230769231,0.264026402640264,0.7875507442489851,0.5924006908462865,0.7421875,0.5746347881033308,0.7684754623050284,193,189,4,0.020725388601036232
PRT,Portugal,0.9601730266700844,58.7,52.8,44.7,63.7,50.7,63.4,77.2,0.6998284734133791,0.6550868486352357,0.5372596153846154,0.7062706270627064,0.6684709066305818,0.6804835924006908,0.828125,0.6822178662181727,0.8211954464441286,193,189,4,0.020725388601036232
HRV,Croatia,0.9152107996414532,49.8,51.3,37.8,37.0,51.4,55.0,66.2,0.5471698113207547,0.6364764267990074,0.454326923076923,0.26567656765676567,0.6779431664411366,0.5354058721934369,0.65625,0.5390355382125749,0.7271231689270141,193,189,4,0.020725388601036232
AND,Andorra,0.9776348192598014,30.5,19.0,2.2,33.4,15.5,33.0,79.9,0.2161234991423671,0.23573200992555832,0.026442307692307692,0.20627062706270627,0.19215155615696886,0.15544041450777202,0.8703125,0.2717818449268115,0.6247083320933065,193,189,4,0.020725388601036232
ITA,Italy,0.908578032959132,51.9,47.2,49.7,49.1,40.3,59.7,65.3,0.5831903945111492,0.5856079404466502,0.5973557692307693,0.46534653465346537,0.5277401894451962,0.616580310880829,0.6421874999999999,0.5740012341668655,0.7412896335629988,193,189,4,0.020725388601036232
URY,Uruguay,0.9193650921392078,39.1,41.1,15.0,29.0,36.4,39.4,73.8,0.36363636363636365,0.5099255583126552,0.18028846153846154,0.13366336633663367,0.4749661705006766,0.2659758203799654,0.7749999999999999,0.3862079629578222,0.652786527548515,193,189,4,0.020725388601036232
SAU,Saudi Arabia,0.9729502025039536,45.0,33.4,50.0,39.4,38.4,49.3,59.7,0.4648370497427101,0.4143920595533499,0.6009615384615384,0.30528052805280526,0.5020297699594046,0.4369602763385146,0.5546875,0.4684498174440462,0.7207000099739999,193,189,4,0.020725388601036232
BLR,Belarus,0.9549718293872288,41.8,31.2,26.1,49.4,43.3,46.7,53.8,0.40994854202401365,0.38709677419354843,0.3137019230769231,0.47029702970297027,0.5683355886332881,0.3920552677029361,0.46249999999999997,0.42913358933338286,0.6920527093603058,193,189,4,0.020725388601036232
QAT,Qatar,0.9774170852937168,45.1,32.1,33.5,54.2,40.0,43.8,67.0,0.4665523156089194,0.3982630272952854,0.4026442307692308,0.5495049504950495,0.523680649526387,0.3419689119170984,0.66875,0.47876629794456715,0.728091691619142,193,189,4,0.020725388601036232
ISR,Israel,0.9666844126236896,50.7,41.6,43.3,52.6,52.8,43.4,70.4,0.5626072041166381,0.5161290322580646,0.5204326923076923,0.5231023102310232,0.6968876860622463,0.3350604490500863,0.721875,0.5537277677179644,0.760206090170827,193,189,4,0.020725388601036232
MLT,Malta,0.9452842452889392,39.3,32.0,19.7,31.5,24.1,55.0,73.2,0.3670668953687821,0.3970223325062035,0.23677884615384615,0.17491749174917492,0.3085250338294993,0.5354058721934369,0.765625,0.39790592454299184,0.6715950849159655,193,189,4,0.020725388601036232
HUN,Hungary,0.9848619247385212,55.0,52.7,38.1,56.3,57.0,57.8,68.2,0.6363636363636364,0.653846153846154,0.4579326923076923,0.5841584158415841,0.7537212449255751,0.5837651122625215,0.6875,0.622469607935309,0.8036657663369151,193,189,4,0.020725388601036232
ARG,Argentina,0.8513215977301716,56.1,41.5,54.6,52.0,64.4,64.8,59.3,0.6552315608919382,0.5148883374689827,0.65625,0.5132013201320133,0.8538565629228688,0.704663212435233,0.5484374999999999,0.6352183562644337,0.7432699769973026,193,189,4,0.020725388601036232
ARE,United Arab Emirates,0.9974899598393574,40.1,39.0,25.1,42.1,17.1,43.4,73.9,0.3807890222984563,0.4838709677419355,0.3016826923076923,0.34983498349834985,0.21380243572395127,0.3350604490500863,0.7765625,0.40594329294578163,0.7017166263925695,193,189,4,0.020725388601036232
KWT,Kuwait,0.9581999257779844,40.1,34.7,17.9,52.4,42.5,30.6,62.8,0.3807890222984563,0.43052109181141446,0.21514423076923075,0.5198019801980198,0.557510148849797,0.1139896373056995,0.6031249999999999,0.40298301589037394,0.6805914708341791,193,189,4,0.020725388601036232
POL,Poland,0.9361927703656184,54.3,46.8,31.0,59.9,55.1,63.4,69.8,0.6243567753001714,0.5806451612903226,0.37259615384615385,0.6435643564356436,0.7280108254397835,0.6804835924006908,0.7124999999999999,0.6203081235303952,0.7782504469480068,193,189,4,0.020725388601036232
GRC,Greece,0.9824356150333362,50.6,52.3,48.9,51.7,42.2,53.6,55.0,0.5608919382504288,0.6488833746898263,0.5877403846153846,0.5082508250825083,0.5534506089309879,0.5112262521588946,0.48125,0.5502419119611472,0.7663387634972417,193,189,4,0.020725388601036232
OMN,Oman,0.9963626333844748,40.9,35.4,33.5,45.9,26.2,39.6,64.7,0.39451114922813035,0.43920595533498763,0.4026442307692308,0.41254125412541254,0.3369418132611637,0.2694300518134715,0.6328125,0.4125838506474852,0.70447324201598,193,189,4,0.020725388601036232
CRI,Costa Rica,0.9230029923788804,40.5,31.9,33.1,39.6,32.8,38.0,67.8,0.3876500857632933,0.3957816377171216,0.3978365384615385,0.3085808580858086,0.4262516914749661,0.24179620034542312,0.6812499999999999,0.4055924302640216,0.664297711321451,193,189,4,0.020725388601036232
BRN,Brunei Darussalam,0.9412811415580636,33.0,22.0,21.0,37.5,22.6,29.7,65.1,0.25900514579759865,0.2729528535980149,0.25240384615384615,0.27392739273927397,0.2882273342354533,0.09844559585492225,0.6390624999999999,0.29771780976844414,0.6194994756632539,193,189,4,0.020725388601036232
EST,Estonia,0.8684809203627931,55.6,42.5,41.3,62.9,46.4,66.1,74.2,0.6466552315608919,0.5272952853598015,0.4963942307692307,0.693069306930693,0.6102841677943166,0.7271157167530223,0.78125,0.6402948484525651,0.7543878844076791,193,189,4,0.020725388601036232
MCO,Monaco,0.9250083556149732,33.8,7.5,20.6,30.8,40.9,26.9,76.0,0.2727272727272727,0.09305210918114144,0.24759615384615385,0.1633663366336634,0.5358592692828146,0.05008635578583762,0.809375,0.3102946424938405,0.6176514990544069,193,189,4,0.020725388601036232
KOR,"Korea, Rep.",0.937626831948221,65.9,53.2,67.5,74.9,58.8,66.7,74.1,0.823327615780446,0.6600496277915634,0.8112980769230769,0.8910891089108912,0.7780784844384303,0.7374784110535406,0.7796874999999999,0.7830012606997069,0.860314046323964,193,189,4,0.020725388601036232
LTU,Lithuania,0.8925885911044664,54.9,37.0,62.2,49.0,51.8,62.5,66.8,0.6346483704974271,0.4590570719602978,0.7475961538461539,0.4636963696369637,0.6833558863328822,0.6649395509499135,0.6656249999999999,0.6169883433176626,0.7547884672110645,193,189,4,0.020725388601036232
ATG,Antigua and Barbuda,0.9106087451409915,30.2,16.7,5.8,29.9,12.1,54.7,61.8,0.21097770154373927,0.20719602977667495,0.06971153846153846,0.1485148514851485,0.14614343707713123,0.5302245250431779,0.5874999999999999,0.2714668690553443,0.5910378070981679,193,189,4,0.020725388601036232
COL,Colombia,0.8893699607554202,50.0,47.2,43.3,55.7,43.7,61.5,48.7,0.5506003430531732,0.5856079404466502,0.5204326923076923,0.5742574257425743,0.5737483085250339,0.6476683937823834,0.38281250000000006,0.547875371979644,0.7186226663675321,193,189,4,0.020725388601036232
KAZ,Kazakhstan,0.9305901961000154,44.7,55.0,22.4,39.7,32.3,58.7,60.5,0.45969125214408235,0.6823821339950372,0.2692307692307692,0.3102310231023103,0.4194857916102841,0.5993091537132987,0.5671875,0.4725025176851117,0.7015463568925635,193,189,4,0.020725388601036232
ROU,Romania,0.814117375244629,45.5,42.4,33.6,32.7,45.4,55.0,63.7,0.4734133790737564,0.5260545905707196,0.40384615384615385,0.19471947194719477,0.5967523680649526,0.5354058721934369,0.6171875,0.478197047956602,0.6461572116006156,193,189,4,0.020725388601036232
SMR,San Marino,0.8344615091381571,32.2,17.4,17.2,28.8,28.6,26.6,74.5,0.24528301886792458,0.21588089330024815,0.20673076923076922,0.1303630363036304,0.3694181326116373,0.04490500863557861,0.7859375,0.2855026227071126,0.5599820659226349,193,189,4,0.020725388601036232
PLW,Palau,0.8902700987864465,19.9,0.8,1.7,31.6,5.9,25.5,54.3,0.03430531732418524,0.009925558312655089,0.020432692307692308,0.17656765676567662,0.06224627875507443,0.025906735751295335,0.47031249999999997,0.11424239131665415,0.5022562450515503,193,189,4,0.020725388601036232
SYC,Seychelles,0.9675630925312452,33.2,8.3,22.9,37.4,15.8,45.1,69.8,0.26243567753001723,0.10297766749379654,0.2752403846153846,0.2722772277227723,0.19621109607577805,0.3644214162348877,0.7124999999999999,0.3122947813818052,0.6399289369565252,193,189,4,0.020725388601036232
RUS,Russian Federation,0.9396085264625544,47.1,42.1,35.3,54.7,49.6,51.4,49.6,0.5008576329331046,0.522332506203474,0.4242788461538461,0.5577557755775578,0.6535859269282814,0.4732297063903281,0.39687500000000003,0.5041307705980845,0.7218696485303195,193,189,4,0.020725388601036232
CHL,Chile,0.9197557906003184,53.0,46.6,43.5,60.8,48.2,52.6,66.4,0.6020583190394511,0.5781637717121588,0.5228365384615384,0.6584158415841583,0.6346414073071719,0.4939550949913644,0.659375,0.5927779961565489,0.7562668933784337,193,189,4,0.020725388601036232
TON,Tonga,0.975695576146483,24.5,16.9,4.2,32.2,6.5,29.7,57.5,0.11320754716981134,0.20967741935483872,0.05048076923076923,0.18646864686468653,0.07036535859269283,0.09844559585492225,0.5203125,0.17842254815253153,0.5770590621495072,193,189,4,0.020725388601036232
TUR,Turkiye,0.9576042105957356,49.8,50.3,35.1,46.4,49.1,59.7,57.8,0.5471698113207547,0.6240694789081886,0.421875,0.4207920792079208,0.6468200270635994,0.616580310880829,0.5249999999999999,0.5431866724830418,0.7503954415393888,193,189,4,0.020725388601036232
BRA,Brazil,0.8271090286894579,51.0,49.6,51.5,64.8,50.3,37.0,52.8,0.5677530017152659,0.6153846153846154,0.6189903846153846,0.7244224422442244,0.6630581867388362,0.2245250431778929,0.44687499999999997,0.5515726676966027,0.6893408481930303,193,189,4,0.020725388601036232
SRB,Serbia,0.8934190959424905,45.0,44.0,28.6,41.2,46.2,50.9,58.9,0.4648370497427101,0.5459057071960298,0.34375,0.33498349834983504,0.6075778078484438,0.46459412780656295,0.5421875,0.47197652727765455,0.6826978116100725,193,189,4,0.020725388601036232
TUV,Tuvalu,0.8053901808714473,20.2,4.2,0.0,27.1,8.3,27.1,54.5,0.039451114922813044,0.05210918114143921,0.0,0.10231023102310235,0.09472259810554805,0.05354058721934372,0.4734375,0.11651017320174949,0.4609501770365984,193,189,4,0.020725388601036232
MKD,North Macedonia,0.8439322654987391,40.1,39.9,30.8,40.2,28.8,43.2,57.6,0.3807890222984563,0.49503722084367247,0.3701923076923077,0.31848184818481856,0.3721244925575101,0.3316062176165803,0.5218750000000001,0.3985865870276208,0.62125942626318,193,189,4,0.020725388601036232
CHN,China,0.9563534174379298,49.0,43.9,48.5,48.8,49.4,38.9,64.6,0.5334476843910806,0.5446650124069479,0.5829326923076923,0.46039603960396036,0.6508795669824087,0.2573402417962003,0.6312499999999999,0.5229873196411843,0.739670368539557,193,189,4,0.020725388601036232
CYP,Cyprus,0.9172025269884388,42.3,44.3,21.4,38.0,31.5,52.3,66.2,0.41852487135506,0.5496277915632755,0.25721153846153844,0.2821782178217822,0.40866035182679294,0.4887737478411053,0.65625,0.4373180741242221,0.6772603005563305,193,189,4,0.020725388601036232
BGR,Bulgaria,0.90834786272613,61.4,66.7,61.7,49.0,58.3,69.4,63.5,0.7461406518010291,0.827543424317618,0.7415865384615384,0.4636963696369637,0.7713125845737483,0.7841105354058722,0.6140625,0.7069218005995385,0.8076348316628342,193,189,4,0.020725388601036232
PRK,"Korea, Dem. People's Rep.",0.9435586540227514,,,,,,,,,,,,,,,,0.9435586540227514,193,189,4,0.020725388601036232
SGP,Singapore,0.9415056150331502,55.8,50.2,49.0,64.6,44.9,46.7,79.6,0.6500857632933104,0.6228287841191068,0.5889423076923077,0.721122112211221,0.5899864682002706,0.3920552677029361,0.8656249999999999,0.6329493861741646,0.7872275006036574,193,189,4,0.020725388601036232
LVA,Latvia,0.928011666331225,59.8,49.3,72.9,58.5,55.9,55.0,67.3,0.7186963979416808,0.6116625310173698,0.8762019230769231,0.6204620462046204,0.7388362652232746,0.5354058721934369,0.6734374999999999,0.6821003622367581,0.8050560142839915,193,189,4,0.020725388601036232
JOR,Jordan,0.9418200451610784,41.2,30.3,27.2,45.2,40.0,48.1,56.5,0.3996569468267582,0.37593052109181146,0.3269230769230769,0.40099009900990107,0.523680649526387,0.4162348877374784,0.5046875,0.42115766873077337,0.6814888569459259,193,189,4,0.020725388601036232
NIC,Nicaragua,0.9554654121422552,40.0,36.5,30.8,43.8,47.5,42.0,39.4,0.379073756432247,0.4528535980148884,0.3701923076923077,0.37788778877887785,0.625169147496617,0.31088082901554404,0.2375,0.3933653467757831,0.6744153794590192,193,189,4,0.020725388601036232
TUN,Tunisia,0.9592596257996054,32.1,25.3,20.4,48.9,13.1,29.2,56.0,0.2435677530017153,0.31389578163771714,0.24519230769230765,0.46204620462046203,0.15967523680649523,0.08981001727115714,0.496875,0.2872946144328364,0.6232771201162209,193,189,4,0.020725388601036232
IRN,"Iran, Islamic Rep.",0.979555809138539,39.5,42.9,24.7,51.2,39.4,27.1,51.9,0.3704974271012007,0.532258064516129,0.296875,0.5000000000000001,0.5155615696887685,0.05354058721934372,0.4328125,0.3859350212179203,0.6827454151782296,193,189,4,0.020725388601036232
NRU,Nauru,0.8864385214919197,19.5,4.2,0.0,33.1,7.6,24.1,47.8,0.027444253859348223,0.05210918114143921,0.0,0.20132013201320137,0.08525033829499322,0.0017271157167530469,0.36874999999999997,0.10522871728939072,0.49583361939065523,193,189,4,0.020725388601036232
VCT,St. Vincent and the Grenadines,0.9521916893872016,32.7,17.1,5.3,37.1,24.7,54.2,57.7,0.2538593481989709,0.2121588089330025,0.06370192307692307,0.26732673267326734,0.3166441136671177,0.5215889464594128,0.5234375,0.3083881961440992,0.6302899427656503,193,189,4,0.020725388601036232
ALB,Albania,0.9726193994126826,46.2,42.0,45.4,43.5,37.8,55.0,53.7,0.4854202401372213,0.5210918114143921,0.5456730769230769,0.37293729372937295,0.4939106901217862,0.5354058721934369,0.46093750000000006,0.487910926359898,0.7302651628862903,193,189,4,0.020725388601036232
UZB,Uzbekistan,0.9405649421131524,37.7,36.2,20.0,35.7,24.4,57.3,52.7,0.339622641509434,0.44913151364764275,0.24038461538461536,0.2442244224422443,0.31258457374830845,0.5751295336787564,0.44531250000000006,0.37234140005871447,0.6564531710859335,193,189,4,0.020725388601036232
KNA,St. Kitts and Nevis,0.942039817022099,30.8,16.7,8.1,36.4,9.1,51.9,62.8,0.22126929674099488,0.20719602977667495,0.09735576923076922,0.25577557755775576,0.10554803788903923,0.4818652849740932,0.6031249999999999,0.28173357088133244,0.6118866939517158,193,189,4,0.020725388601036232
ECU,Ecuador,0.7721230764365231,48.2,49.4,45.3,44.2,49.6,45.7,55.2,0.5197255574614066,0.6129032258064516,0.5444711538461537,0.38448844884488453,0.6535859269282814,0.3747841105354059,0.48437500000000006,0.5106190604889405,0.6413710684627318,193,189,4,0.020725388601036232
BIH,Bosnia and Herzegovina,0.6856349836250097,36.4,34.6,13.3,36.0,39.3,45.3,49.9,0.31732418524871353,0.42928039702233256,0.15985576923076925,0.2491749174917492,0.5142083897158322,0.3678756476683937,0.4015625,0.34846882948254143,0.5170519065537755,193,189,4,0.020725388601036232
LBY,Libya,0.8404155544724616,23.3,15.5,22.1,21.5,13.1,29.2,38.5,0.0926243567753002,0.19230769230769232,0.265625,0.009900990099009924,0.15967523680649523,0.08981001727115714,0.2234375,0.1476258276085221,0.49402069104049184,193,189,4,0.020725388601036232
PSE,West Bank and Gaza,0.9877450980392156,,,,,,,,,,,,,,,,0.9877450980392156,193,189,4,0.020725388601036232
BRB,Barbados,0.8694472408349976,32.2,23.8,7.9,37.1,9.6,47.2,67.8,0.24528301886792458,0.29528535980148884,0.09495192307692307,0.26732673267326734,0.11231393775372123,0.4006908462867012,0.6812499999999999,0.299585974065718,0.5845166074503578,193,189,4,0.020725388601036232
THA,Thailand,0.8457201250794135,68.9,63.9,83.2,78.6,62.3,66.5,58.9,0.8747855917667239,0.792803970223325,1.0,0.9521452145214521,0.8254397834912043,0.7340241796200345,0.5421875,0.817340891374677,0.8315305082270452,193,189,4,0.020725388601036232
LCA,St. Lucia,0.9066315423963224,34.2,13.9,24.7,39.2,12.0,55.6,59.7,0.2795883361921098,0.17245657568238215,0.296875,0.301980198019802,0.14479025710419482,0.5457685664939551,0.5546875,0.32802091907034914,0.6173262307333358,193,189,4,0.020725388601036232
MDA,Moldova,0.8066741913681217,40.8,37.3,34.2,40.0,46.8,38.9,47.5,0.39279588336192106,0.4627791563275434,0.41105769230769235,0.3151815181518152,0.6156968876860622,0.2573402417962003,0.3640625,0.4027019828044621,0.6046880870862918,193,189,4,0.020725388601036232
PAN,Panama,0.8106900404600847,50.4,36.8,51.7,61.8,48.0,42.2,61.8,0.5574614065180102,0.456575682382134,0.6213942307692308,0.6749174917491749,0.631935047361299,0.31433506044905013,0.5874999999999999,0.5491598456041283,0.6799249430321066,193,189,4,0.020725388601036232
GEO,Georgia,0.887079208498833,48.2,51.1,51.5,43.8,23.3,67.5,52.0,0.5197255574614066,0.6339950372208437,0.6189903846153846,0.37788778877887785,0.2976995940460081,0.7512953367875647,0.434375,0.5191383855585837,0.7031087970287084,193,189,4,0.020725388601036232
BHR,Bahrain,0.989839380449274,38.9,31.9,33.5,44.8,38.9,29.2,55.0,0.36020583190394506,0.3957816377171216,0.4026442307692308,0.39438943894389433,0.5087956698240866,0.08981001727115714,0.48125,0.37612526091849086,0.6829823206838824,193,189,4,0.020725388601036232
TTO,Trinidad and Tobago,0.9077504764921543,37.7,22.3,12.1,44.2,29.7,54.7,63.5,0.339622641509434,0.27667493796526055,0.1454326923076923,0.38448844884488453,0.3843031123139377,0.5302245250431779,0.6140625,0.38211555114062673,0.6449330138163906,193,189,4,0.020725388601036232
KGZ,Kyrgyz Republic,0.8719689879667554,43.0,27.5,26.7,36.5,40.5,67.0,60.1,0.4305317324185249,0.3411910669975186,0.3209134615384615,0.25742574257425743,0.530446549391069,0.7426597582037996,0.5609375000000001,0.4548722587319473,0.6634206233493514,193,189,4,0.020725388601036232
DZA,Algeria,0.8443272353045255,26.8,19.4,8.5,31.1,12.6,37.3,52.0,0.15265866209262438,0.24069478908188585,0.10216346153846154,0.16831683168316836,0.15290933694181325,0.2297063903281519,0.434375,0.21154635309515793,0.5279367941998417,193,189,4,0.020725388601036232
DMA,Dominica,0.9032418160110532,27.1,13.6,10.0,29.3,9.5,47.2,52.7,0.15780445969125217,0.1687344913151365,0.12019230769230768,0.13861386138613865,0.11096075778078483,0.4006908462867012,0.44531250000000006,0.2203298891646173,0.5617858525878353,193,189,4,0.020725388601036232
SLV,El Salvador,0.8834736436967887,42.9,20.1,50.4,47.8,38.4,54.0,46.6,0.4288164665523156,0.24937965260545908,0.6057692307692307,0.4438943894389439,0.5020297699594046,0.5181347150259067,0.35000000000000003,0.4425748891930373,0.663024266444913,193,189,4,0.020725388601036232
MNE,Montenegro,0.6703444256780262,40.8,36.3,17.5,42.3,37.0,54.0,57.6,0.39279588336192106,0.45037220843672454,0.21033653846153846,0.3531353135313531,0.48308525033829497,0.5181347150259067,0.5218750000000001,0.41853355845081985,0.544438992064423,193,189,4,0.020725388601036232
LKA,Sri Lanka,0.9682850936923582,33.1,21.5,32.9,33.2,13.6,38.9,58.1,0.26072041166380794,0.2667493796526055,0.3954326923076923,0.20297029702970304,0.16644113667117724,0.2573402417962003,0.5296875000000001,0.29704880844588377,0.632666951069121,193,189,4,0.020725388601036232
BLZ,Belize,0.8652466029814967,30.2,23.4,20.4,28.9,11.0,47.2,50.1,0.21097770154373927,0.2903225806451613,0.24519230769230765,0.132013201320132,0.13125845737483083,0.4006908462867012,0.40468750000000003,0.25930608498041036,0.5622763439809535,193,189,4,0.020725388601036232
MYS,Malaysia,0.9145985435053348,55.1,45.2,57.5,65.0,39.0,50.3,73.3,0.6380789022298456,0.5607940446650125,0.6911057692307692,0.7277227722772277,0.510148849797023,0.45423143350604483,0.7671874999999999,0.6213241816722748,0.7679613625888048,193,189,4,0.020725388601036232
