iso3,country,region,income_group,potential_capacity_score,potential_capacity_rank_point,median_potential_capacity_rank,potential_rank_p05,potential_rank_p95,top_quartile_probability,bottom_quartile_probability,method_disagreement_index,capacity_score,preparedness_score,vulnerability_score,equity_access_score,expanded_feature_missing_count,expanded_feature_missing_rate,n_valid_pipelines,n_countries_in_sample,n_indicators,ghs_overall_2019,ghs_prevention_2019,ghs_detection_2019,ghs_response_2019,ghs_health_system_2019,ghs_compliance_2019,ghs_risk_environment_2019,ghs_overall_2019_scaled,ghs_prevention_2019_scaled,ghs_detection_2019_scaled,ghs_response_2019_scaled,ghs_health_system_2019_scaled,ghs_compliance_2019_scaled,ghs_risk_environment_2019_scaled,ghs_only_preparedness_score,preparedness_proxy_plus_ghs_score,n,coverage_count,missing_count,missing_rate,source_provenance
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.7555719842796018,31,42.5,25.0,52.0,0.9,0.0,0.140625,0.4502722868091502,0.9729502025039536,0.729829034851629,0.8692364129536747,0,0.0,60,193,26,45.0,33.4,50.0,39.4,38.4,49.3,59.7,0.4648370497427101,0.4143920595533499,0.6009615384615384,0.30528052805280526,0.5020297699594046,0.4369602763385146,0.5546875,0.4684498174440462,0.7207000099739999,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BLR,Belarus,Europe & Central Asia,Upper middle income,0.751985191892442,32,34.0,26.0,43.0,1.0,0.0,0.0885416666666666,0.6506495746089037,0.9549718293872288,0.6122043999499703,0.7901149636236653,2,0.0769230769230769,60,193,26,41.8,31.2,26.1,49.4,43.3,46.7,53.8,0.40994854202401365,0.38709677419354843,0.3137019230769231,0.47029702970297027,0.5683355886332881,0.3920552677029361,0.46249999999999997,0.42913358933338286,0.6920527093603058,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.746674096402051,33,48.5,31.85,68.19999999999999,0.5333333333333333,0.0,0.1893229166666666,0.3429346613064137,0.9774170852937168,0.7087091624784967,0.9576354765295764,0,0.0,60,193,26,45.1,32.1,33.5,54.2,40.0,43.8,67.0,0.4665523156089194,0.3982630272952854,0.4026442307692308,0.5495049504950495,0.523680649526387,0.3419689119170984,0.66875,0.47876629794456715,0.728091691619142,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.7458520258711318,34,39.0,33.0,51.29999999999998,0.9333333333333332,0.0,0.0953124999999999,0.5279205804875065,0.9666844126236896,0.7264596774701316,0.7623434329031993,2,0.0769230769230769,60,193,26,50.7,41.6,43.3,52.6,52.8,43.4,70.4,0.5626072041166381,0.5161290322580646,0.5204326923076923,0.5231023102310232,0.6968876860622463,0.3350604490500863,0.721875,0.5537277677179644,0.760206090170827,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.7422932540057879,35,41.5,25.95,100.15,0.8,0.0,0.3864583333333333,0.6949066120095724,0.9452842452889392,0.64959822247046,0.6793839362541803,1,0.0384615384615384,60,193,26,39.3,32.0,19.7,31.5,24.1,55.0,73.2,0.3670668953687821,0.3970223325062035,0.23677884615384615,0.17491749174917492,0.3085250338294993,0.5354058721934369,0.765625,0.39790592454299184,0.6715950849159655,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
HUN,Hungary,Europe & Central Asia,High income,0.7401533362116283,36,44.0,37.0,64.0,0.7833333333333333,0.0,0.140625,0.592121438040106,0.9848619247385212,0.6280352282588941,0.7555947538089919,2,0.0769230769230769,60,193,26,55.0,52.7,38.1,56.3,57.0,57.8,68.2,0.6363636363636364,0.653846153846154,0.4579326923076923,0.5841584158415841,0.7537212449255751,0.5837651122625215,0.6875,0.622469607935309,0.8036657663369151,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
ARG,Argentina,Latin America & Caribbean ,Upper middle income,0.7394775181902676,37,37.0,33.0,66.0,0.8,0.0,0.171875,0.6546176521084986,0.8513215977301716,0.7004171361212989,0.7515536868011014,1,0.0384615384615384,60,193,26,56.1,41.5,54.6,52.0,64.4,64.8,59.3,0.6552315608919382,0.5148883374689827,0.65625,0.5132013201320133,0.8538565629228688,0.704663212435233,0.5484374999999999,0.6352183562644337,0.7432699769973026,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.7371535222427504,38,41.5,30.85,66.0,0.6333333333333333,0.0,0.1830729166666666,0.3453668031427175,0.9974899598393574,0.7977547814356623,0.8080025445532645,1,0.0384615384615384,60,193,26,40.1,39.0,25.1,42.1,17.1,43.4,73.9,0.3807890222984563,0.4838709677419355,0.3016826923076923,0.34983498349834985,0.21380243572395127,0.3350604490500863,0.7765625,0.40594329294578163,0.7017166263925695,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.7367604750619614,39,45.5,36.7,64.14999999999999,0.6,0.0,0.1429687499999999,0.395799648377058,0.9581999257779844,0.7128524493659094,0.880189876726894,1,0.0384615384615384,60,193,26,40.1,34.7,17.9,52.4,42.5,30.6,62.8,0.3807890222984563,0.43052109181141446,0.21514423076923075,0.5198019801980198,0.557510148849797,0.1139896373056995,0.6031249999999999,0.40298301589037394,0.6805914708341791,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
POL,Poland,Europe & Central Asia,High income,0.7355818926450353,40,43.0,35.0,45.0,1.0,0.0,0.0520833333333333,0.5407322335707355,0.9361927703656184,0.6856895491234622,0.7797130175203245,2,0.0769230769230769,60,193,26,54.3,46.8,31.0,59.9,55.1,63.4,69.8,0.6243567753001714,0.5806451612903226,0.37259615384615385,0.6435643564356436,0.7280108254397835,0.6804835924006908,0.7124999999999999,0.6203081235303952,0.7782504469480068,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
GRC,Greece,Europe & Central Asia,High income,0.7354897896001756,41,44.0,36.95,80.05,0.7333333333333333,0.0,0.2244791666666666,0.5648799319924448,0.9824356150333362,0.737662296654285,0.6569813147206365,1,0.0384615384615384,60,193,26,50.6,52.3,48.9,51.7,42.2,53.6,55.0,0.5608919382504288,0.6488833746898263,0.5877403846153846,0.5082508250825083,0.5534506089309879,0.5112262521588946,0.48125,0.5502419119611472,0.7663387634972417,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.7351618152881761,42,54.0,24.75,84.05,0.4666666666666667,0.0,0.3088541666666666,0.2724264016816877,0.9963626333844748,0.7426942829021415,0.9291639431844008,0,0.0,60,193,26,40.9,35.4,33.5,45.9,26.2,39.6,64.7,0.39451114922813035,0.43920595533498763,0.4026442307692308,0.41254125412541254,0.3369418132611637,0.2694300518134715,0.6328125,0.4125838506474852,0.70447324201598,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
CRI,Costa Rica,Latin America & Caribbean ,High income,0.732177745182939,43,48.5,32.95,76.0,0.5,0.0,0.22421875,0.3614080256350851,0.9230029923788804,0.785519586875447,0.8587803758423436,0,0.0,60,193,26,40.5,31.9,33.1,39.6,32.8,38.0,67.8,0.3876500857632933,0.3957816377171216,0.3978365384615385,0.3085808580858086,0.4262516914749661,0.24179620034542312,0.6812499999999999,0.4055924302640216,0.664297711321451,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BRN,Brunei Darussalam,East Asia & Pacific,High income,0.7283637268047207,44,45.5,17.95,74.05,0.5666666666666667,0.0,0.2921875,0.300471754304953,0.9412811415580636,0.7571481108901569,0.9145539004657092,2,0.0769230769230769,60,193,26,33.0,22.0,21.0,37.5,22.6,29.7,65.1,0.25900514579759865,0.2729528535980149,0.25240384615384615,0.27392739273927397,0.2882273342354533,0.09844559585492225,0.6390624999999999,0.29771780976844414,0.6194994756632539,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
EST,Estonia,Europe & Central Asia,High income,0.7282265704440525,45,41.0,39.0,56.0,0.85,0.0,0.0885416666666666,0.5583626360146948,0.8684809203627931,0.7127758379727243,0.7732868874259978,1,0.0384615384615384,60,193,26,55.6,42.5,41.3,62.9,46.4,66.1,74.2,0.6466552315608919,0.5272952853598015,0.4963942307692307,0.693069306930693,0.6102841677943166,0.7271157167530223,0.78125,0.6402948484525651,0.7543878844076791,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
MCO,Monaco,Europe & Central Asia,High income,0.7274713370585578,46,31.0,4.95,82.79999999999995,0.7833333333333333,0.0,0.4054687499999997,0.5152531141750044,0.9250083556149732,0.6071172021856719,0.8625066762585814,5,0.1923076923076923,60,193,26,33.8,7.5,20.6,30.8,40.9,26.9,76.0,0.2727272727272727,0.09305210918114144,0.24759615384615385,0.1633663366336634,0.5358592692828146,0.05008635578583762,0.809375,0.3102946424938405,0.6176514990544069,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
KOR,"Korea, Rep.",East Asia & Pacific,High income,0.7256044338064565,47,31.0,25.0,65.39999999999992,0.8333333333333334,0.0,0.2104166666666662,0.5926042318721941,0.937626831948221,0.6950238954767094,0.6771627759287008,2,0.0769230769230769,60,193,26,65.9,53.2,67.5,74.9,58.8,66.7,74.1,0.823327615780446,0.6600496277915634,0.8112980769230769,0.8910891089108912,0.7780784844384303,0.7374784110535406,0.7796874999999999,0.7830012606997069,0.860314046323964,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
LTU,Lithuania,Europe & Central Asia,High income,0.7209567647541534,48,46.0,32.0,78.0,0.5,0.0,0.2395833333333333,0.6577686111667523,0.8925885911044664,0.6432972568930223,0.690172599852372,1,0.0384615384615384,60,193,26,54.9,37.0,62.2,49.0,51.8,62.5,66.8,0.6346483704974271,0.4590570719602978,0.7475961538461539,0.4636963696369637,0.6833558863328822,0.6649395509499135,0.6656249999999999,0.6169883433176626,0.7547884672110645,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,0.7115913123640994,49,44.5,7.0,57.44999999999997,0.7166666666666667,0.0,0.2627604166666665,0.3794933092931326,0.9106087451409915,0.768588140659134,0.7876750543631399,1,0.0384615384615384,60,193,26,30.2,16.7,5.8,29.9,12.1,54.7,61.8,0.21097770154373927,0.20719602977667495,0.06971153846153846,0.1485148514851485,0.14614343707713123,0.5302245250431779,0.5874999999999999,0.2714668690553443,0.5910378070981679,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
COL,Colombia,Latin America & Caribbean ,Upper middle income,0.7101912345859036,50,61.0,43.55,85.0,0.15,0.0,0.2158854166666666,0.354941997831947,0.8893699607554202,0.7619853913866848,0.8344675883695621,0,0.0,60,193,26,50.0,47.2,43.3,55.7,43.7,61.5,48.7,0.5506003430531732,0.5856079404466502,0.5204326923076923,0.5742574257425743,0.5737483085250339,0.6476683937823834,0.38281250000000006,0.547875371979644,0.7186226663675321,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,0.7090108830379578,51,57.0,37.0,65.0,0.2333333333333333,0.0,0.1458333333333333,0.4097274500671538,0.9305901961000154,0.6673311737790726,0.8283947122055891,0,0.0,60,193,26,44.7,55.0,22.4,39.7,32.3,58.7,60.5,0.45969125214408235,0.6823821339950372,0.2692307692307692,0.3102310231023103,0.4194857916102841,0.5993091537132987,0.5671875,0.4725025176851117,0.7015463568925635,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
ROU,Romania,Europe & Central Asia,High income,0.7028341438153161,52,50.0,43.95,55.0,0.4666666666666667,0.0,0.0575520833333333,0.5402628949409131,0.814117375244629,0.6551166902891886,0.8018396147865335,1,0.0384615384615384,60,193,26,45.5,42.4,33.6,32.7,45.4,55.0,63.7,0.4734133790737564,0.5260545905707196,0.40384615384615385,0.19471947194719477,0.5967523680649526,0.5354058721934369,0.6171875,0.478197047956602,0.6461572116006156,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
SMR,San Marino,Europe & Central Asia,High income,0.7024569819118412,53,26.0,15.95,79.0,0.8833333333333333,0.0,0.3283854166666666,0.5360174970735537,0.8344615091381571,0.6157987426654815,0.8235501787701727,6,0.2307692307692307,60,193,26,32.2,17.4,17.2,28.8,28.6,26.6,74.5,0.24528301886792458,0.21588089330024815,0.20673076923076922,0.1303630363036304,0.3694181326116373,0.04490500863557861,0.7859375,0.2855026227071126,0.5599820659226349,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
PLW,Palau,East Asia & Pacific,High income,0.7024333390699563,54,52.0,36.0,66.0,0.25,0.0,0.15625,0.5362907085599046,0.8902700987864465,0.6075520147203979,0.7756205342130765,4,0.1538461538461538,60,193,26,19.9,0.8,1.7,31.6,5.9,25.5,54.3,0.03430531732418524,0.009925558312655089,0.020432692307692308,0.17656765676567662,0.06224627875507443,0.025906735751295335,0.47031249999999997,0.11424239131665415,0.5022562450515503,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
SYC,Seychelles,Sub-Saharan Africa ,High income,0.7012259679387803,55,54.0,26.0,70.1,0.2333333333333333,0.0,0.2296874999999999,0.3418739572172526,0.9675630925312452,0.6947525826676225,0.8007142393390014,2,0.0769230769230769,60,193,26,33.2,8.3,22.9,37.4,15.8,45.1,69.8,0.26243567753001723,0.10297766749379654,0.2752403846153846,0.2722772277227723,0.19621109607577805,0.3644214162348877,0.7124999999999999,0.3122947813818052,0.6399289369565252,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
RUS,Russian Federation,Europe & Central Asia,High income,0.6989983909344943,56,54.5,43.9,91.0,0.3333333333333333,0.0,0.2453125,0.5920132945094181,0.9396085264625544,0.5837960444941198,0.6805756982718847,2,0.0769230769230769,60,193,26,47.1,42.1,35.3,54.7,49.6,51.4,49.6,0.5008576329331046,0.522332506203474,0.4242788461538461,0.5577557755775578,0.6535859269282814,0.4732297063903281,0.39687500000000003,0.5041307705980845,0.7218696485303195,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
CHL,Chile,Latin America & Caribbean ,High income,0.6982007888708822,57,68.0,54.0,96.0,0.0,0.0,0.21875,0.4368623179100732,0.9197557906003184,0.7529887957924098,0.6831962511807274,1,0.0384615384615384,60,193,26,53.0,46.6,43.5,60.8,48.2,52.6,66.4,0.6020583190394511,0.5781637717121588,0.5228365384615384,0.6584158415841583,0.6346414073071719,0.4939550949913644,0.659375,0.5927779961565489,0.7562668933784337,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
TON,Tonga,East Asia & Pacific,Upper middle income,0.6953209446132155,58,56.0,10.0,88.0,0.2666666666666666,0.0,0.40625,0.2563024879570035,0.975695576146483,0.7043985774546654,0.8448871368947101,2,0.0769230769230769,60,193,26,24.5,16.9,4.2,32.2,6.5,29.7,57.5,0.11320754716981134,0.20967741935483872,0.05048076923076923,0.18646864686468653,0.07036535859269283,0.09844559585492225,0.5203125,0.17842254815253153,0.5770590621495072,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
TUR,Turkiye,Europe & Central Asia,Upper middle income,0.6933497826738224,59,72.0,55.0,101.05,0.0166666666666666,0.0,0.23984375,0.2751721568793997,0.9576042105957356,0.7097883253054541,0.8308344379147002,2,0.0769230769230769,60,193,26,49.8,50.3,35.1,46.4,49.1,59.7,57.8,0.5471698113207547,0.6240694789081886,0.421875,0.4207920792079208,0.6468200270635994,0.616580310880829,0.5249999999999999,0.5431866724830418,0.7503954415393888,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BRA,Brazil,Latin America & Caribbean ,Upper middle income,0.6888440212001339,60,62.5,53.95,82.0,0.0,0.0,0.14609375,0.4951594678053926,0.8271090286894579,0.7033599026092245,0.7297476856964605,1,0.0384615384615384,60,193,26,51.0,49.6,51.5,64.8,50.3,37.0,52.8,0.5677530017152659,0.6153846153846154,0.6189903846153846,0.7244224422442244,0.6630581867388362,0.2245250431778929,0.44687499999999997,0.5515726676966027,0.6893408481930303,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
SRB,Serbia,Europe & Central Asia,Upper middle income,0.6885828777950316,61,60.5,49.95,94.1,0.05,0.0,0.2299479166666666,0.5668824894192857,0.8934190959424905,0.6337486862951238,0.6602812395232264,1,0.0384615384615384,60,193,26,45.0,44.0,28.6,41.2,46.2,50.9,58.9,0.4648370497427101,0.5459057071960298,0.34375,0.33498349834983504,0.6075778078484438,0.46459412780656295,0.5421875,0.47197652727765455,0.6826978116100725,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
TUV,Tuvalu,East Asia & Pacific,Upper middle income,0.6882539424419049,62,32.0,5.0,65.0,0.8333333333333334,0.0,0.3125,0.5312132856025258,0.8053901808714473,0.5212048692670842,0.8952074340265621,3,0.1153846153846153,60,193,26,20.2,4.2,0.0,27.1,8.3,27.1,54.5,0.039451114922813044,0.05210918114143921,0.0,0.10231023102310235,0.09472259810554805,0.05354058721934372,0.4734375,0.11651017320174949,0.4609501770365984,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
MKD,North Macedonia,Europe & Central Asia,Upper middle income,0.687622500803049,63,63.0,57.9,76.05,0.0,0.0,0.09453125,0.4742074380793902,0.8439322654987391,0.6819603288603566,0.7503899707737098,0,0.0,60,193,26,40.1,39.9,30.8,40.2,28.8,43.2,57.6,0.3807890222984563,0.49503722084367247,0.3701923076923077,0.31848184818481856,0.3721244925575101,0.3316062176165803,0.5218750000000001,0.3985865870276208,0.62125942626318,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
CHN,China,East Asia & Pacific,Upper middle income,0.6868193062806881,64,76.5,60.0,87.19999999999999,0.0,0.0,0.1416666666666666,0.3203666621840635,0.9563534174379298,0.6890617319767195,0.7814954135240395,1,0.0384615384615384,60,193,26,49.0,43.9,48.5,48.8,49.4,38.9,64.6,0.5334476843910806,0.5446650124069479,0.5829326923076923,0.46039603960396036,0.6508795669824087,0.2573402417962003,0.6312499999999999,0.5229873196411843,0.739670368539557,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
CYP,Cyprus,Europe & Central Asia,High income,0.6867041272209746,65,65.5,56.85,88.1,0.0,0.0,0.1627604166666666,0.4030870152886168,0.9172025269884388,0.8157477202878922,0.6107792463189511,2,0.0769230769230769,60,193,26,42.3,44.3,21.4,38.0,31.5,52.3,66.2,0.41852487135506,0.5496277915632755,0.25721153846153844,0.2821782178217822,0.40866035182679294,0.4887737478411053,0.65625,0.4373180741242221,0.6772603005563305,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
BGR,Bulgaria,Europe & Central Asia,High income,0.6854375852916174,66,68.5,46.95,111.1,0.2333333333333333,0.0,0.3341145833333332,0.6008706829887424,0.90834786272613,0.5947468983471923,0.637784897104405,1,0.0384615384615384,60,193,26,61.4,66.7,61.7,49.0,58.3,69.4,63.5,0.7461406518010291,0.827543424317618,0.7415865384615384,0.4636963696369637,0.7713125845737483,0.7841105354058722,0.6140625,0.7069218005995385,0.8076348316628342,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,0.6850976690932676,67,57.0,37.0,77.05,0.45,0.0,0.20859375,0.4940855777944583,0.9435586540227514,0.5741700776532609,0.7285763669025999,9,0.3461538461538461,60,193,26,,,,,,,,,,,,,,,,0.9435586540227514,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
SGP,Singapore,East Asia & Pacific,High income,0.6846585060982541,68,66.5,48.0,116.0,0.0833333333333333,0.0,0.3541666666666667,0.4108830413712889,0.9415056150331502,0.7115127888790815,0.6747325791094959,1,0.0384615384615384,60,193,26,55.8,50.2,49.0,64.6,44.9,46.7,79.6,0.6500857632933104,0.6228287841191068,0.5889423076923077,0.721122112211221,0.5899864682002706,0.3920552677029361,0.8656249999999999,0.6329493861741646,0.7872275006036574,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
LVA,Latvia,Europe & Central Asia,High income,0.6788426652576671,69,73.0,54.95,109.0,0.0,0.0,0.2815104166666666,0.5032232979013287,0.928011666331225,0.6212809763928517,0.6628547204052629,1,0.0384615384615384,60,193,26,59.8,49.3,72.9,58.5,55.9,55.0,67.3,0.7186963979416808,0.6116625310173698,0.8762019230769231,0.6204620462046204,0.7388362652232746,0.5354058721934369,0.6734374999999999,0.6821003622367581,0.8050560142839915,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.6757023078644859,70,88.0,65.7,110.0,0.0,0.0,0.2307291666666666,0.3138518481233711,0.9418200451610784,0.7218043095294339,0.7253330286440602,1,0.0384615384615384,60,193,26,41.2,30.3,27.2,45.2,40.0,48.1,56.5,0.3996569468267582,0.37593052109181146,0.3269230769230769,0.40099009900990107,0.523680649526387,0.4162348877374784,0.5046875,0.42115766873077337,0.6814888569459259,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,0.6740976553258002,71,83.5,56.55,114.0,0.05,0.0,0.29921875,0.2706416633866143,0.9554654121422552,0.7426474199142016,0.7276361258601298,4,0.1538461538461538,60,193,26,40.0,36.5,30.8,43.8,47.5,42.0,39.4,0.379073756432247,0.4528535980148884,0.3701923076923077,0.37788778877887785,0.625169147496617,0.31088082901554404,0.2375,0.3933653467757831,0.6744153794590192,193,189,4,0.020725388601036232,official GHS raw CSV https://ghsindex.org/wp-content/uploads/2022/04/2021-GHS-Index-April-2022.csv; local file data/raw/ghs/ghs_index_2019.csv; parsed Year == 2019; verify license before publication
