iso3,country,profile,profile_probability,n_simulations,coverage_count,missing_count_from_potential_capacity_sample,missing_rate_from_potential_capacity_sample
BIH,Bosnia and Herzegovina,capacity under-realizers,0.267,1000,106,87,0.4507772020725389
BIH,Bosnia and Herzegovina,adaptive over-performers,0.0,1000,106,87,0.4507772020725389
BIH,Bosnia and Herzegovina,structurally vulnerable systems,0.733,1000,106,87,0.4507772020725389
BIH,Bosnia and Herzegovina,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
PSE,West Bank and Gaza,effective converters,0.184,1000,106,87,0.4507772020725389
PSE,West Bank and Gaza,capacity under-realizers,0.01,1000,106,87,0.4507772020725389
PSE,West Bank and Gaza,adaptive over-performers,0.794,1000,106,87,0.4507772020725389
PSE,West Bank and Gaza,structurally vulnerable systems,0.012,1000,106,87,0.4507772020725389
PSE,West Bank and Gaza,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
BRB,Barbados,effective converters,0.153,1000,106,87,0.4507772020725389
BRB,Barbados,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
BRB,Barbados,adaptive over-performers,0.847,1000,106,87,0.4507772020725389
BRB,Barbados,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
BRB,Barbados,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
THA,Thailand,effective converters,0.0,1000,106,87,0.4507772020725389
THA,Thailand,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
THA,Thailand,adaptive over-performers,0.0,1000,106,87,0.4507772020725389
THA,Thailand,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
THA,Thailand,uncertain / data-limited systems,1.0,1000,106,87,0.4507772020725389
MDA,Moldova,effective converters,0.0,1000,106,87,0.4507772020725389
MDA,Moldova,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
MDA,Moldova,adaptive over-performers,0.0,1000,106,87,0.4507772020725389
MDA,Moldova,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
MDA,Moldova,uncertain / data-limited systems,1.0,1000,106,87,0.4507772020725389
PAN,Panama,effective converters,0.009,1000,106,87,0.4507772020725389
PAN,Panama,capacity under-realizers,0.146,1000,106,87,0.4507772020725389
PAN,Panama,adaptive over-performers,0.201,1000,106,87,0.4507772020725389
PAN,Panama,structurally vulnerable systems,0.644,1000,106,87,0.4507772020725389
PAN,Panama,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
GEO,Georgia,effective converters,0.0,1000,106,87,0.4507772020725389
GEO,Georgia,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
GEO,Georgia,adaptive over-performers,0.0,1000,106,87,0.4507772020725389
GEO,Georgia,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
GEO,Georgia,uncertain / data-limited systems,1.0,1000,106,87,0.4507772020725389
KGZ,Kyrgyz Republic,effective converters,0.104,1000,106,87,0.4507772020725389
KGZ,Kyrgyz Republic,capacity under-realizers,0.004,1000,106,87,0.4507772020725389
KGZ,Kyrgyz Republic,adaptive over-performers,0.891,1000,106,87,0.4507772020725389
KGZ,Kyrgyz Republic,structurally vulnerable systems,0.001,1000,106,87,0.4507772020725389
KGZ,Kyrgyz Republic,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
DZA,Algeria,effective converters,0.0,1000,106,87,0.4507772020725389
DZA,Algeria,capacity under-realizers,0.176,1000,106,87,0.4507772020725389
DZA,Algeria,adaptive over-performers,0.308,1000,106,87,0.4507772020725389
DZA,Algeria,structurally vulnerable systems,0.516,1000,106,87,0.4507772020725389
DZA,Algeria,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
SLV,El Salvador,effective converters,0.043,1000,106,87,0.4507772020725389
SLV,El Salvador,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
SLV,El Salvador,adaptive over-performers,0.957,1000,106,87,0.4507772020725389
SLV,El Salvador,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
SLV,El Salvador,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
MNE,Montenegro,effective converters,0.0,1000,106,87,0.4507772020725389
MNE,Montenegro,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
MNE,Montenegro,adaptive over-performers,0.0,1000,106,87,0.4507772020725389
MNE,Montenegro,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
MNE,Montenegro,uncertain / data-limited systems,1.0,1000,106,87,0.4507772020725389
BLZ,Belize,effective converters,0.0,1000,106,87,0.4507772020725389
BLZ,Belize,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
BLZ,Belize,adaptive over-performers,0.0,1000,106,87,0.4507772020725389
BLZ,Belize,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
BLZ,Belize,uncertain / data-limited systems,1.0,1000,106,87,0.4507772020725389
MYS,Malaysia,effective converters,0.165,1000,106,87,0.4507772020725389
MYS,Malaysia,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
MYS,Malaysia,adaptive over-performers,0.834,1000,106,87,0.4507772020725389
MYS,Malaysia,structurally vulnerable systems,0.001,1000,106,87,0.4507772020725389
MYS,Malaysia,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
TJK,Tajikistan,effective converters,0.084,1000,106,87,0.4507772020725389
TJK,Tajikistan,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
TJK,Tajikistan,adaptive over-performers,0.916,1000,106,87,0.4507772020725389
TJK,Tajikistan,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
TJK,Tajikistan,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
MUS,Mauritius,effective converters,0.0,1000,106,87,0.4507772020725389
MUS,Mauritius,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
MUS,Mauritius,adaptive over-performers,0.0,1000,106,87,0.4507772020725389
MUS,Mauritius,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
MUS,Mauritius,uncertain / data-limited systems,1.0,1000,106,87,0.4507772020725389
ARM,Armenia,effective converters,0.0,1000,106,87,0.4507772020725389
ARM,Armenia,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
ARM,Armenia,adaptive over-performers,0.0,1000,106,87,0.4507772020725389
ARM,Armenia,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
ARM,Armenia,uncertain / data-limited systems,1.0,1000,106,87,0.4507772020725389
MEX,Mexico,effective converters,0.0,1000,106,87,0.4507772020725389
MEX,Mexico,capacity under-realizers,0.037,1000,106,87,0.4507772020725389
MEX,Mexico,adaptive over-performers,0.0,1000,106,87,0.4507772020725389
MEX,Mexico,structurally vulnerable systems,0.963,1000,106,87,0.4507772020725389
MEX,Mexico,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
BHS,"Bahamas, The",effective converters,0.0,1000,106,87,0.4507772020725389
BHS,"Bahamas, The",capacity under-realizers,0.024,1000,106,87,0.4507772020725389
BHS,"Bahamas, The",adaptive over-performers,0.864,1000,106,87,0.4507772020725389
BHS,"Bahamas, The",structurally vulnerable systems,0.112,1000,106,87,0.4507772020725389
BHS,"Bahamas, The",uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
BTN,Bhutan,effective converters,0.0,1000,106,87,0.4507772020725389
BTN,Bhutan,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
BTN,Bhutan,adaptive over-performers,0.0,1000,106,87,0.4507772020725389
BTN,Bhutan,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
BTN,Bhutan,uncertain / data-limited systems,1.0,1000,106,87,0.4507772020725389
JAM,Jamaica,effective converters,0.063,1000,106,87,0.4507772020725389
JAM,Jamaica,capacity under-realizers,0.001,1000,106,87,0.4507772020725389
JAM,Jamaica,adaptive over-performers,0.936,1000,106,87,0.4507772020725389
JAM,Jamaica,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
JAM,Jamaica,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
LBN,Lebanon,effective converters,0.0,1000,106,87,0.4507772020725389
LBN,Lebanon,capacity under-realizers,0.022,1000,106,87,0.4507772020725389
LBN,Lebanon,adaptive over-performers,0.054,1000,106,87,0.4507772020725389
LBN,Lebanon,structurally vulnerable systems,0.924,1000,106,87,0.4507772020725389
LBN,Lebanon,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
PRY,Paraguay,effective converters,0.0,1000,106,87,0.4507772020725389
PRY,Paraguay,capacity under-realizers,0.058,1000,106,87,0.4507772020725389
PRY,Paraguay,adaptive over-performers,0.0,1000,106,87,0.4507772020725389
PRY,Paraguay,structurally vulnerable systems,0.942,1000,106,87,0.4507772020725389
PRY,Paraguay,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
FJI,Fiji,effective converters,0.14,1000,106,87,0.4507772020725389
FJI,Fiji,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
FJI,Fiji,adaptive over-performers,0.86,1000,106,87,0.4507772020725389
FJI,Fiji,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
FJI,Fiji,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
PER,Peru,effective converters,0.0,1000,106,87,0.4507772020725389
PER,Peru,capacity under-realizers,0.025,1000,106,87,0.4507772020725389
PER,Peru,adaptive over-performers,0.0,1000,106,87,0.4507772020725389
PER,Peru,structurally vulnerable systems,0.975,1000,106,87,0.4507772020725389
PER,Peru,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
CPV,Cabo Verde,effective converters,0.021,1000,106,87,0.4507772020725389
CPV,Cabo Verde,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
CPV,Cabo Verde,adaptive over-performers,0.979,1000,106,87,0.4507772020725389
CPV,Cabo Verde,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
CPV,Cabo Verde,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
MNG,Mongolia,effective converters,0.015,1000,106,87,0.4507772020725389
MNG,Mongolia,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
MNG,Mongolia,adaptive over-performers,0.985,1000,106,87,0.4507772020725389
MNG,Mongolia,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
MNG,Mongolia,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
SUR,Suriname,effective converters,0.0,1000,106,87,0.4507772020725389
SUR,Suriname,capacity under-realizers,0.019,1000,106,87,0.4507772020725389
SUR,Suriname,adaptive over-performers,0.904,1000,106,87,0.4507772020725389
SUR,Suriname,structurally vulnerable systems,0.077,1000,106,87,0.4507772020725389
SUR,Suriname,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
EGY,"Egypt, Arab Rep.",effective converters,0.0,1000,106,87,0.4507772020725389
EGY,"Egypt, Arab Rep.",capacity under-realizers,0.012,1000,106,87,0.4507772020725389
EGY,"Egypt, Arab Rep.",adaptive over-performers,0.165,1000,106,87,0.4507772020725389
EGY,"Egypt, Arab Rep.",structurally vulnerable systems,0.823,1000,106,87,0.4507772020725389
EGY,"Egypt, Arab Rep.",uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
AZE,Azerbaijan,effective converters,0.0,1000,106,87,0.4507772020725389
AZE,Azerbaijan,capacity under-realizers,0.003,1000,106,87,0.4507772020725389
AZE,Azerbaijan,adaptive over-performers,0.583,1000,106,87,0.4507772020725389
AZE,Azerbaijan,structurally vulnerable systems,0.414,1000,106,87,0.4507772020725389
AZE,Azerbaijan,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
UKR,Ukraine,effective converters,0.0,1000,106,87,0.4507772020725389
UKR,Ukraine,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
UKR,Ukraine,adaptive over-performers,0.0,1000,106,87,0.4507772020725389
UKR,Ukraine,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
UKR,Ukraine,uncertain / data-limited systems,1.0,1000,106,87,0.4507772020725389
DOM,Dominican Republic,effective converters,0.001,1000,106,87,0.4507772020725389
DOM,Dominican Republic,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
DOM,Dominican Republic,adaptive over-performers,0.999,1000,106,87,0.4507772020725389
DOM,Dominican Republic,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
DOM,Dominican Republic,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
BOL,Bolivia,effective converters,0.0,1000,106,87,0.4507772020725389
BOL,Bolivia,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
BOL,Bolivia,adaptive over-performers,0.0,1000,106,87,0.4507772020725389
BOL,Bolivia,structurally vulnerable systems,1.0,1000,106,87,0.4507772020725389
BOL,Bolivia,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
GTM,Guatemala,effective converters,0.0,1000,106,87,0.4507772020725389
GTM,Guatemala,capacity under-realizers,0.002,1000,106,87,0.4507772020725389
GTM,Guatemala,adaptive over-performers,0.824,1000,106,87,0.4507772020725389
GTM,Guatemala,structurally vulnerable systems,0.174,1000,106,87,0.4507772020725389
GTM,Guatemala,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
PHL,Philippines,effective converters,0.0,1000,106,87,0.4507772020725389
PHL,Philippines,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
PHL,Philippines,adaptive over-performers,0.66,1000,106,87,0.4507772020725389
PHL,Philippines,structurally vulnerable systems,0.34,1000,106,87,0.4507772020725389
PHL,Philippines,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
ZAF,South Africa,effective converters,0.0,1000,106,87,0.4507772020725389
ZAF,South Africa,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
ZAF,South Africa,adaptive over-performers,0.0,1000,106,87,0.4507772020725389
ZAF,South Africa,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
ZAF,South Africa,uncertain / data-limited systems,1.0,1000,106,87,0.4507772020725389
NAM,Namibia,effective converters,0.0,1000,106,87,0.4507772020725389
NAM,Namibia,capacity under-realizers,0.0,1000,106,87,0.4507772020725389
NAM,Namibia,adaptive over-performers,1.0,1000,106,87,0.4507772020725389
NAM,Namibia,structurally vulnerable systems,0.0,1000,106,87,0.4507772020725389
NAM,Namibia,uncertain / data-limited systems,0.0,1000,106,87,0.4507772020725389
