iso3,block,median_rank,mean_rank,rank_std,rank_p05,rank_p95,median_score,top_quartile_probability,bottom_quartile_probability,method_disagreement_index,n_valid_pipelines,n_countries_in_sample,n_indicators,country,region,income_group,expanded_feature_missing_count,expanded_feature_missing_rate
LKA,preparedness,18.5,18.666666666666668,2.7304863221696523,15.0,24.049999999999997,0.9679202848199139,1.0,0.0,0.04713541666666665,60,193,4,Sri Lanka,South Asia,Lower middle income,0,0.0
LSO,preparedness,181.0,179.16666666666666,6.346039885016657,168.9,188.0,0.45188023737103405,0.0,1.0,0.09947916666666663,60,193,4,Lesotho,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
LTU,preparedness,93.0,91.76666666666667,3.913083467321164,84.0,96.0,0.9075791078036054,0.0,0.0,0.0625,60,193,4,Lithuania,Europe & Central Asia,High income,1,0.0384615384615384
LUX,preparedness,5.5,5.383333333333334,0.8384840818736845,4.0,6.049999999999997,0.9900809458631181,1.0,0.0,0.010677083333333318,60,193,4,Luxembourg,Europe & Central Asia,High income,1,0.0384615384615384
LVA,preparedness,42.0,43.46666666666667,4.533088228668055,39.95,55.0,0.9447348494394369,0.9166666666666666,0.0,0.07838541666666665,60,193,4,Latvia,Europe & Central Asia,High income,1,0.0384615384615384
MAR,preparedness,32.0,32.61666666666667,4.851431632919183,24.0,40.0,0.9527809664624444,1.0,0.0,0.08333333333333333,60,193,4,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,1,0.0384615384615384
MCO,preparedness,65.0,63.233333333333334,7.25113018010909,46.95,71.0,0.9337103324779121,0.08333333333333333,0.0,0.12526041666666665,60,193,4,Monaco,Europe & Central Asia,High income,5,0.1923076923076923
MDA,preparedness,112.0,112.8,2.3790754506740637,110.0,117.05,0.8531038320169271,0.0,0.0,0.03671874999999999,60,193,4,Moldova,Europe & Central Asia,Upper middle income,0,0.0
MDG,preparedness,174.0,173.93333333333334,3.0214051182999087,167.0,178.05,0.5250983371136488,0.0,1.0,0.05755208333333339,60,193,4,Madagascar,Sub-Saharan Africa ,Low income,1,0.0384615384615384
MDV,preparedness,18.0,18.15,1.525614630239236,16.0,21.049999999999997,0.9701482623095186,1.0,0.0,0.02630208333333332,60,193,4,Maldives,South Asia,Upper middle income,0,0.0
MEX,preparedness,115.0,113.4,3.8695391629150535,106.0,118.0,0.8559456834479435,0.0,0.0,0.0625,60,193,4,Mexico,Latin America & Caribbean ,Upper middle income,0,0.0
MHL,preparedness,185.0,183.68333333333334,7.269781442534722,167.95,191.05,0.4623898742411642,0.0,1.0,0.12031250000000011,60,193,4,Marshall Islands,East Asia & Pacific,Upper middle income,4,0.1538461538461538
MKD,preparedness,119.0,116.18333333333334,6.76385409527898,102.95,121.0,0.8506707407278588,0.0,0.0,0.09401041666666665,60,193,4,North Macedonia,Europe & Central Asia,Upper middle income,0,0.0
MLI,preparedness,154.5,154.18333333333334,3.6078232895873503,148.0,159.0,0.6626922980183865,0.0,1.0,0.057291666666666664,60,193,4,Mali,Sub-Saharan Africa ,Low income,0,0.0
MLT,preparedness,46.0,44.85,5.006079637134564,36.95,53.0,0.9480160997324032,0.85,0.0,0.08359374999999998,60,193,4,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,1,0.0384615384615384
MMR,preparedness,140.0,141.11666666666667,2.2589943681991675,138.0,145.0,0.7280664054993092,0.0,0.13333333333333333,0.036458333333333336,60,193,4,Myanmar,East Asia & Pacific,Lower middle income,0,0.0
MNE,preparedness,159.0,155.95,9.441795380117068,139.95,169.0,0.676297876578922,0.0,0.75,0.1513020833333334,60,193,4,Montenegro,Europe & Central Asia,Upper middle income,0,0.0
MNG,preparedness,121.0,119.73333333333333,8.644587259602906,104.95,131.0,0.8162955946164115,0.0,0.0,0.1356770833333333,60,193,4,Mongolia,East Asia & Pacific,Upper middle income,0,0.0
MOZ,preparedness,169.5,168.88333333333333,7.956321735296754,155.95,183.0,0.5299123021257583,0.0,1.0,0.14088541666666674,60,193,4,Mozambique,Sub-Saharan Africa ,Low income,0,0.0
MRT,preparedness,149.0,149.18333333333334,3.8707952097153826,143.0,154.0,0.6921173291464888,0.0,0.8166666666666667,0.057291666666666664,60,193,4,Mauritania,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
MUS,preparedness,40.0,39.766666666666666,3.100358402220979,34.0,44.0,0.9521615638519423,1.0,0.0,0.052083333333333336,60,193,4,Mauritius,Sub-Saharan Africa ,Upper middle income,2,0.0769230769230769
MWI,preparedness,147.0,147.61666666666667,8.296769786422237,137.0,165.0,0.6832797995499477,0.0,0.65,0.14583333333333334,60,193,4,Malawi,Sub-Saharan Africa ,Low income,1,0.0384615384615384
MYS,preparedness,57.0,58.35,7.77779960314398,50.0,72.05,0.9299675385031997,0.0,0.0,0.11484374999999998,60,193,4,Malaysia,East Asia & Pacific,Upper middle income,1,0.0384615384615384
NAM,preparedness,175.0,175.51666666666668,7.12154399613517,164.0,187.0,0.47561548064685905,0.0,1.0,0.11979166666666667,60,193,4,Namibia,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
NER,preparedness,136.0,137.9,3.477067730142742,135.0,145.0,0.7591261150767878,0.0,0.15,0.052083333333333336,60,193,4,Niger,Sub-Saharan Africa ,Low income,0,0.0
NGA,preparedness,185.0,184.33333333333334,1.9972202905260323,181.0,188.0,0.4050839365570861,0.0,1.0,0.036458333333333336,60,193,4,Nigeria,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
NIC,preparedness,24.5,26.116666666666667,6.416363629207918,20.0,38.099999999999994,0.9613661614658285,0.9833333333333333,0.0,0.0942708333333333,60,193,4,Nicaragua,Latin America & Caribbean ,Lower middle income,4,0.1538461538461538
NLD,preparedness,58.0,57.18333333333333,5.175234830957486,47.95,65.0,0.9382530180551836,0.11666666666666667,0.0,0.08880208333333332,60,193,4,Netherlands,Europe & Central Asia,High income,1,0.0384615384615384
NOR,preparedness,33.0,32.266666666666666,5.14738336978659,22.0,40.0,0.961385281400662,1.0,0.0,0.09375,60,193,4,Norway,Europe & Central Asia,High income,1,0.0384615384615384
NPL,preparedness,131.0,130.58333333333334,2.4378382956126425,126.95,134.0,0.7903327352732787,0.0,0.0,0.03671874999999999,60,193,4,Nepal,South Asia,Lower middle income,0,0.0
NRU,preparedness,91.0,90.18333333333334,6.078628317492542,78.0,98.05,0.9013226027750938,0.0,0.0,0.10442708333333332,60,193,4,Nauru,East Asia & Pacific,High income,3,0.1153846153846153
NZL,preparedness,75.5,75.23333333333333,6.861405751658248,62.0,85.05,0.9235819910753792,0.0,0.0,0.12005208333333332,60,193,4,New Zealand,East Asia & Pacific,High income,1,0.0384615384615384
OMN,preparedness,3.0,2.85,0.3570714214271425,2.0,3.0,0.9953870287885753,1.0,0.0,0.005208333333333333,60,193,4,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,0,0.0
PAK,preparedness,157.0,156.3,2.3473389188611007,151.0,158.0,0.6521823621996561,0.0,1.0,0.036458333333333336,60,193,4,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0.0
PAN,preparedness,109.0,109.71666666666667,2.6400231480466645,106.0,115.05,0.8586522206349817,0.0,0.0,0.04713541666666665,60,193,4,Panama,Latin America & Caribbean ,High income,1,0.0384615384615384
PER,preparedness,124.0,123.58333333333333,1.2555432644432802,121.95,125.0,0.8266049526946759,0.0,0.0,0.015885416666666652,60,193,4,Peru,Latin America & Caribbean ,Upper middle income,1,0.0384615384615384
PHL,preparedness,163.0,162.31666666666666,2.2322758690528275,158.95,165.0,0.6145772544543033,0.0,1.0,0.03151041666666673,60,193,4,Philippines,East Asia & Pacific,Lower middle income,0,0.0
PLW,preparedness,86.0,87.65,6.334627060845809,75.0,97.0,0.9026126128896625,0.0,0.0,0.11458333333333333,60,193,4,Palau,East Asia & Pacific,High income,4,0.1538461538461538
PNG,preparedness,193.0,192.63333333333333,0.7295356209413096,191.0,193.0,0.22422555483529377,0.0,1.0,0.010416666666666666,60,193,4,Papua New Guinea,East Asia & Pacific,Lower middle income,0,0.0
POL,preparedness,48.0,47.38333333333333,3.4837320345986553,40.0,52.0,0.9460487113183216,0.8,0.0,0.0625,60,193,4,Poland,Europe & Central Asia,High income,2,0.0769230769230769
PRK,preparedness,45.0,50.21666666666667,14.587770753461802,34.95,83.0,0.9436191226234648,0.6,0.0,0.25026041666666665,60,193,4,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,9,0.3461538461538461
PRT,preparedness,15.0,16.033333333333335,3.8077406541003933,12.95,24.0,0.9714503839251316,1.0,0.0,0.05755208333333334,60,193,4,Portugal,Europe & Central Asia,High income,1,0.0384615384615384
PRY,preparedness,116.0,115.55,2.5782746168707473,110.95,119.0,0.8522936458473953,0.0,0.0,0.041927083333333316,60,193,4,Paraguay,Latin America & Caribbean ,Upper middle income,0,0.0
PSE,preparedness,1.0,1.6,1.098483803552272,1.0,5.0,0.9937151940019788,1.0,0.0,0.020833333333333332,60,193,4,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,1,0.0384615384615384
QAT,preparedness,13.0,13.35,1.061838029079765,12.0,15.0,0.9762926318382668,1.0,0.0,0.015625,60,193,4,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,0,0.0
ROU,preparedness,123.0,121.48333333333333,2.783832290606283,116.9,124.0,0.836224092669198,0.0,0.0,0.03697916666666664,60,193,4,Romania,Europe & Central Asia,High income,1,0.0384615384615384
RUS,preparedness,41.0,43.63333333333333,6.750226333653973,37.0,57.099999999999994,0.9425966727996108,0.8333333333333334,0.0,0.10468749999999998,60,193,4,Russian Federation,Europe & Central Asia,High income,2,0.0769230769230769
RWA,preparedness,75.0,77.65,19.817353506459938,51.0,114.24999999999999,0.90756705280907,0.016666666666666666,0.0,0.32942708333333326,60,193,4,Rwanda,Sub-Saharan Africa ,Low income,0,0.0
SAU,preparedness,21.0,20.55,3.2425555764962093,14.0,24.049999999999997,0.971761805821787,1.0,0.0,0.05234374999999999,60,193,4,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,0,0.0
SDN,preparedness,104.0,102.76666666666667,3.2525203902341473,95.95,107.0,0.8774727354982363,0.0,0.0,0.057552083333333316,60,193,4,Sudan,Sub-Saharan Africa ,Low income,0,0.0
SEN,preparedness,124.0,123.8,1.0923979738782628,122.0,125.0,0.8253682533262257,0.0,0.0,0.015625,60,193,4,Senegal,Sub-Saharan Africa ,Lower middle income,0,0.0
SGP,preparedness,46.5,45.93333333333333,1.8873850222522754,42.0,48.0,0.9464574357346075,1.0,0.0,0.03125,60,193,4,Singapore,East Asia & Pacific,High income,1,0.0384615384615384
SLB,preparedness,130.0,129.56666666666666,1.3707256796634726,126.95,131.0,0.7999543882018737,0.0,0.0,0.021093749999999984,60,193,4,Solomon Islands,East Asia & Pacific,Lower middle income,1,0.0384615384615384
SLE,preparedness,150.0,150.88333333333333,3.724207596552886,147.95,158.05,0.6723069110969491,0.0,1.0,0.052604166666666785,60,193,4,Sierra Leone,Sub-Saharan Africa ,Low income,1,0.0384615384615384
SLV,preparedness,93.0,91.98333333333333,1.5437148556503417,89.95,94.0,0.9059720358515367,0.0,0.0,0.021093749999999984,60,193,4,El Salvador,Latin America & Caribbean ,Upper middle income,0,0.0
SMR,preparedness,117.0,114.2,5.929586832149438,104.0,120.0,0.8526996305180186,0.0,0.0,0.08333333333333333,60,193,4,San Marino,Europe & Central Asia,High income,6,0.2307692307692307
SOM,preparedness,182.5,181.48333333333332,4.503671341867161,172.95,186.05,0.4212448057895048,0.0,1.0,0.06822916666666679,60,193,4,"Somalia, Fed. Rep.",Sub-Saharan Africa ,Low income,2,0.0769230769230769
SRB,preparedness,98.0,95.56666666666666,5.780330632604178,82.95,101.0,0.9008543589808793,0.0,0.0,0.09401041666666665,60,193,4,Serbia,Europe & Central Asia,Upper middle income,1,0.0384615384615384
SSD,preparedness,189.0,188.56666666666666,1.2957194483717873,185.0,190.0,0.35206282755254736,0.0,1.0,0.026041666666666668,60,193,4,South Sudan,Sub-Saharan Africa ,Low income,1,0.0384615384615384
STP,preparedness,102.0,103.33333333333333,5.3530884128282015,99.0,118.05,0.8719302079705993,0.0,0.0,0.09921874999999998,60,193,4,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
SUR,preparedness,149.0,149.26666666666668,2.495774206311318,145.95,153.0,0.6855920344595147,0.0,1.0,0.03671875000000006,60,193,4,Suriname,Latin America & Caribbean ,Upper middle income,0,0.0
SVK,preparedness,35.0,33.65,5.32548902292863,23.0,41.0,0.9610587495733924,1.0,0.0,0.09375,60,193,4,Slovak Republic,Europe & Central Asia,High income,1,0.0384615384615384
SVN,preparedness,62.0,60.3,6.11909579376997,48.0,68.0,0.9357493362330522,0.08333333333333333,0.0,0.10416666666666667,60,193,4,Slovenia,Europe & Central Asia,High income,1,0.0384615384615384
SWE,preparedness,16.0,15.966666666666667,3.4446415714201026,10.9,21.0,0.9777026938413579,1.0,0.0,0.05260416666666667,60,193,4,Sweden,Europe & Central Asia,High income,1,0.0384615384615384
SWZ,preparedness,180.5,178.56666666666666,8.305353026144578,161.0,191.0,0.4364068845218379,0.0,1.0,0.15625,60,193,4,Eswatini,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
SYC,preparedness,17.0,16.7,1.7540429489230493,13.0,19.0,0.9731356295331186,1.0,0.0,0.03125,60,193,4,Seychelles,Sub-Saharan Africa ,High income,2,0.0769230769230769
SYR,preparedness,162.0,161.6,6.170359254803024,149.95,171.0,0.6201162045957749,0.0,1.0,0.10963541666666672,60,193,4,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0,0.0
TCD,preparedness,191.0,187.48333333333332,5.560250793704263,176.0,191.0,0.3890743563189275,0.0,1.0,0.078125,60,193,4,Chad,Sub-Saharan Africa ,Low income,0,0.0
TGO,preparedness,144.0,143.41666666666666,2.641285461454117,138.0,148.0,0.7207312918704858,0.0,0.26666666666666666,0.052083333333333336,60,193,4,Togo,Sub-Saharan Africa ,Low income,0,0.0
THA,preparedness,84.5,81.35,14.581752295249018,56.95,101.05,0.897146251472994,0.0,0.0,0.22968749999999996,60,193,4,Thailand,East Asia & Pacific,Upper middle income,0,0.0
TJK,preparedness,53.0,54.93333333333333,5.424839987399525,49.0,66.0,0.933684343762538,0.2,0.0,0.08854166666666667,60,193,4,Tajikistan,Europe & Central Asia,Lower middle income,0,0.0
TKM,preparedness,15.0,17.766666666666666,5.768785737821165,12.0,32.0,0.9675433920820273,1.0,0.0,0.10416666666666667,60,193,4,Turkmenistan,Europe & Central Asia,Upper middle income,1,0.0384615384615384
TLS,preparedness,162.0,162.45,1.532155344604456,161.0,165.05,0.60534325648983,0.0,1.0,0.02109375000000006,60,193,4,Timor-Leste,East Asia & Pacific,Lower middle income,0,0.0
TON,preparedness,10.0,10.233333333333333,1.1455226851626386,9.0,12.049999999999997,0.9808636181201621,1.0,0.0,0.015885416666666652,60,193,4,Tonga,East Asia & Pacific,Upper middle income,2,0.0769230769230769
TTO,preparedness,78.0,78.66666666666667,3.86724133660618,73.0,84.0,0.9202226369560327,0.0,0.0,0.057291666666666664,60,193,4,Trinidad and Tobago,Latin America & Caribbean ,High income,1,0.0384615384615384
TUN,preparedness,31.0,30.166666666666668,1.7432409153323842,26.95,32.0,0.9602222584621227,1.0,0.0,0.026302083333333337,60,193,4,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0.0
TUR,preparedness,27.5,27.35,1.1376144631054348,25.0,29.0,0.9625264327086008,1.0,0.0,0.020833333333333332,60,193,4,Turkiye,Europe & Central Asia,Upper middle income,2,0.0769230769230769
TUV,preparedness,115.5,115.21666666666667,4.066495898053862,109.0,121.0,0.8463034091534763,0.0,0.0,0.0625,60,193,4,Tuvalu,East Asia & Pacific,Upper middle income,3,0.1153846153846153
TZA,preparedness,136.0,138.3,8.06701101193414,129.95,154.1,0.7232888497966137,0.0,0.21666666666666667,0.12578125000000004,60,193,4,Tanzania,Sub-Saharan Africa ,Lower middle income,0,0.0
UGA,preparedness,145.0,146.05,7.944442501942264,138.0,162.2,0.6984704697308137,0.0,0.55,0.1260416666666666,60,193,4,Uganda,Sub-Saharan Africa ,Low income,1,0.0384615384615384
UKR,preparedness,171.0,168.9,6.257528798708533,156.95,176.05,0.5607731091295103,0.0,1.0,0.09947916666666679,60,193,4,Ukraine,Europe & Central Asia,Upper middle income,3,0.1153846153846153
URY,preparedness,62.0,62.916666666666664,1.5415540499408023,60.95,65.05,0.9303883308891299,0.0,0.0,0.021354166666666636,60,193,4,Uruguay,Latin America & Caribbean ,High income,2,0.0769230769230769
USA,preparedness,74.5,73.65,6.180142932543443,58.95,81.05,0.9257166881372312,0.0,0.0,0.11510416666666663,60,193,4,United States,North America,High income,2,0.0769230769230769
UZB,preparedness,38.5,41.833333333333336,10.185228956134903,30.95,63.249999999999986,0.9422927286572838,0.85,0.0,0.16822916666666657,60,193,4,Uzbekistan,Europe & Central Asia,Lower middle income,1,0.0384615384615384
VCT,preparedness,12.0,14.0,7.373375527305432,9.0,30.249999999999986,0.9739129204585526,1.0,0.0,0.11067708333333326,60,193,4,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,2,0.0769230769230769
VEN,preparedness,134.0,135.4,3.362538723444931,133.0,143.05,0.7702329469099882,0.0,0.0,0.05234375000000006,60,193,4,"Venezuela, RB",Latin America & Caribbean ,Not classified,1,0.0384615384615384
VNM,preparedness,106.0,108.35,4.79174637614861,104.0,117.0,0.8579778094857914,0.0,0.0,0.06770833333333333,60,193,4,Viet Nam,East Asia & Pacific,Lower middle income,0,0.0
VUT,preparedness,133.0,133.58333333333334,3.657374589632417,130.0,142.0,0.7781643421919445,0.0,0.0,0.0625,60,193,4,Vanuatu,East Asia & Pacific,Lower middle income,1,0.0384615384615384
WSM,preparedness,157.0,155.48333333333332,5.658302650874101,146.95,165.0,0.6500413432792536,0.0,0.9666666666666667,0.09401041666666672,60,193,4,Samoa,East Asia & Pacific,Upper middle income,2,0.0769230769230769
YEM,preparedness,173.0,172.91666666666666,5.592529739651716,162.0,182.0,0.5235903889254718,0.0,1.0,0.10416666666666667,60,193,4,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,2,0.0769230769230769
ZAF,preparedness,186.5,184.7,4.923751956926072,175.0,190.0,0.40852866422891987,0.0,1.0,0.078125,60,193,4,South Africa,Sub-Saharan Africa ,Upper middle income,1,0.0384615384615384
ZMB,preparedness,153.0,153.86666666666667,11.456390744422471,136.0,174.1,0.6285488674071904,0.0,0.8,0.19843749999999996,60,193,4,Zambia,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
ZWE,preparedness,156.0,155.18333333333334,8.57222582271113,141.0,169.05,0.6402865762633427,0.0,0.85,0.14609375000000005,60,193,4,Zimbabwe,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
AFG,vulnerability,158.5,145.36666666666667,35.753772139764806,74.6,176.0,0.5634443685912733,0.0,0.65,0.5281250000000001,60,193,9,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0,0.0
AGO,vulnerability,164.0,163.93333333333334,5.767341001035245,153.75,172.14999999999998,0.549775896482908,0.0,1.0,0.09583333333333321,60,193,9,Angola,Sub-Saharan Africa ,Lower middle income,0,0.0
ALB,vulnerability,15.0,17.05,8.059001178806218,7.0,32.0,0.757217417931185,1.0,0.0,0.13020833333333334,60,193,9,Albania,Europe & Central Asia,Upper middle income,1,0.0384615384615384
AND,vulnerability,44.5,54.96666666666667,40.86358063388746,5.0,127.64999999999996,0.7108011436635434,0.6,0.03333333333333333,0.6388020833333331,60,193,9,Andorra,Europe & Central Asia,High income,4,0.1538461538461538
ARE,vulnerability,21.5,33.63333333333333,32.44326672139468,3.95,86.94999999999995,0.756515238242023,0.75,0.0,0.43229166666666635,60,193,9,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,1,0.0384615384615384
ARG,vulnerability,117.0,119.03333333333333,37.702770307881735,62.85,175.2,0.6505763176619748,0.0,0.25,0.5851562499999999,60,193,9,Argentina,Latin America & Caribbean ,Upper middle income,1,0.0384615384615384
ARM,vulnerability,107.0,107.7,7.468377780125123,94.95,123.0,0.6275927641448721,0.0,0.0,0.14609375,60,193,9,Armenia,Europe & Central Asia,Upper middle income,0,0.0
ATG,vulnerability,3.0,4.533333333333333,4.264061704785969,2.0,14.249999999999986,0.8003376443258385,1.0,0.0,0.06380208333333326,60,193,9,Antigua and Barbuda,Latin America & Caribbean ,High income,1,0.0384615384615384
AUS,vulnerability,40.5,50.71666666666667,37.24651736143335,6.9,112.29999999999998,0.7186360695093017,0.5333333333333333,0.0,0.5489583333333332,60,193,9,Australia,East Asia & Pacific,High income,1,0.0384615384615384
AUT,vulnerability,42.0,34.2,16.580912721158224,14.95,56.249999999999986,0.730869896710971,0.8,0.0,0.21510416666666657,60,193,9,Austria,Europe & Central Asia,High income,2,0.0769230769230769
AZE,vulnerability,62.5,62.4,9.850888284819801,46.0,75.14999999999999,0.6824425242636906,0.1,0.0,0.1518229166666666,60,193,9,Azerbaijan,Europe & Central Asia,Upper middle income,0,0.0
BDI,vulnerability,95.5,91.03333333333333,61.52017735850753,14.0,168.05,0.6102578026889965,0.45,0.35,0.80234375,60,193,9,Burundi,Sub-Saharan Africa ,Low income,1,0.0384615384615384
BEL,vulnerability,109.0,94.53333333333333,35.19254971660274,37.0,140.0,0.6641782526761202,0.21666666666666667,0.0,0.5364583333333334,60,193,9,Belgium,Europe & Central Asia,High income,1,0.0384615384615384
BEN,vulnerability,181.0,173.75,18.644592603039985,135.5,190.0,0.5184772632515218,0.0,0.9,0.2838541666666667,60,193,9,Benin,Sub-Saharan Africa ,Lower middle income,0,0.0
BFA,vulnerability,153.0,136.71666666666667,44.02199891973204,58.550000000000004,179.0,0.5626760240056028,0.03333333333333333,0.5,0.62734375,60,193,9,Burkina Faso,Sub-Saharan Africa ,Low income,1,0.0384615384615384
BGD,vulnerability,66.0,72.73333333333333,47.6329251207141,18.85,144.25,0.6563727131993676,0.5,0.05,0.6531250000000001,60,193,9,Bangladesh,South Asia,Lower middle income,0,0.0
BGR,vulnerability,158.0,155.38333333333333,17.074436707806466,127.85,176.1,0.5716759471592857,0.0,0.6,0.2513020833333333,60,193,9,Bulgaria,Europe & Central Asia,High income,1,0.0384615384615384
BHR,vulnerability,148.0,146.05,33.06731770192435,99.7,188.1,0.618826177623742,0.0,0.55,0.46041666666666664,60,193,9,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,0,0.0
BHS,vulnerability,147.5,147.15,21.334498666088532,113.9,178.0,0.6005562005409613,0.0,0.5,0.3338541666666666,60,193,9,"Bahamas, The",Latin America & Caribbean ,High income,1,0.0384615384615384
BIH,vulnerability,62.0,60.65,14.223015385869013,37.0,81.39999999999998,0.692528541188838,0.3,0.0,0.23124999999999987,60,193,9,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1,0.0384615384615384
BLR,vulnerability,149.5,149.18333333333334,18.856910021410073,116.9,176.05,0.5893863046399888,0.0,0.55,0.3080729166666667,60,193,9,Belarus,Europe & Central Asia,Upper middle income,2,0.0769230769230769
BLZ,vulnerability,25.0,26.816666666666666,13.363497130450382,6.0,50.0,0.7373522733944892,0.9,0.0,0.22916666666666666,60,193,9,Belize,Latin America & Caribbean ,Upper middle income,0,0.0
BOL,vulnerability,125.0,123.0,13.569573808094834,90.85,140.0,0.6249668488143532,0.0,0.0,0.2559895833333334,60,193,9,Bolivia,Latin America & Caribbean ,Lower middle income,0,0.0
BRA,vulnerability,107.5,107.15,33.94693162373687,57.0,155.39999999999998,0.6710681490755153,0.0,0.25,0.5124999999999998,60,193,9,Brazil,Latin America & Caribbean ,Upper middle income,1,0.0384615384615384
BRB,vulnerability,73.0,83.95,30.2954479528966,59.95,157.05,0.6335854326337886,0.0,0.1,0.5057291666666667,60,193,9,Barbados,Latin America & Caribbean ,High income,0,0.0
BRN,vulnerability,40.0,47.93333333333333,25.667662318350867,14.9,87.79999999999995,0.7363048425160525,0.7,0.0,0.37968749999999973,60,193,9,Brunei Darussalam,East Asia & Pacific,High income,2,0.0769230769230769
BTN,vulnerability,19.0,28.816666666666666,15.676406546853212,14.0,57.0,0.733111370471885,0.85,0.0,0.22395833333333334,60,193,9,Bhutan,South Asia,Lower middle income,0,0.0
BWA,vulnerability,152.0,150.58333333333334,8.438585321143718,130.0,161.0,0.5707294803471104,0.0,0.9,0.16145833333333334,60,193,9,Botswana,Sub-Saharan Africa ,Upper middle income,1,0.0384615384615384
CAF,vulnerability,192.0,191.43333333333334,1.7922673411693417,187.95,193.0,0.42033600495813594,0.0,1.0,0.026302083333333393,60,193,9,Central African Republic,Sub-Saharan Africa ,Low income,1,0.0384615384615384
CAN,vulnerability,42.5,48.96666666666667,29.447108894121037,10.95,100.05,0.719820905453954,0.55,0.0,0.4640625,60,193,9,Canada,North America,High income,1,0.0384615384615384
CHE,vulnerability,48.0,41.016666666666666,25.24182485919396,8.0,79.1,0.7252487298409198,0.5166666666666667,0.0,0.3703125,60,193,9,Switzerland,Europe & Central Asia,High income,1,0.0384615384615384
CHL,vulnerability,76.5,80.76666666666667,38.21534014269953,29.0,141.2,0.6928240937490215,0.31666666666666665,0.05,0.584375,60,193,9,Chile,Latin America & Caribbean ,High income,1,0.0384615384615384
CHN,vulnerability,67.5,67.83333333333333,4.0831632617643665,61.0,75.0,0.6786600696623653,0.0,0.0,0.07291666666666667,60,193,9,China,East Asia & Pacific,Upper middle income,1,0.0384615384615384
CIV,vulnerability,186.0,183.65,8.95139653908819,163.65,192.0,0.4945871429568509,0.0,1.0,0.14765624999999996,60,193,9,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
CMR,vulnerability,182.0,177.2,9.47417542586161,157.8,185.0,0.5174058289529,0.0,1.0,0.1416666666666666,60,193,9,Cameroon,Sub-Saharan Africa ,Lower middle income,0,0.0
COD,vulnerability,156.5,145.08333333333334,26.922290434177814,91.0,172.0,0.5714062001628984,0.0,0.55,0.421875,60,193,9,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,1,0.0384615384615384
COG,vulnerability,162.0,160.45,5.894701010229441,145.9,168.0,0.5556296436613741,0.0,0.95,0.11510416666666663,60,193,9,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
COL,vulnerability,43.0,49.53333333333333,24.915501645004507,22.95,87.64999999999996,0.7238233536177368,0.5,0.0,0.33697916666666644,60,193,9,Colombia,Latin America & Caribbean ,Upper middle income,0,0.0
COM,vulnerability,56.5,62.233333333333334,43.19427688427664,17.0,136.05,0.6729498447564635,0.5,0.0,0.6200520833333334,60,193,9,Comoros,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
CPV,vulnerability,94.0,92.55,10.529996834440805,69.9,106.14999999999999,0.6627735359026601,0.0,0.0,0.18880208333333326,60,193,9,Cabo Verde,Sub-Saharan Africa ,Upper middle income,0,0.0
CRI,vulnerability,27.0,34.06666666666667,22.24175252887136,10.95,72.39999999999998,0.7441976128742419,0.75,0.0,0.3200520833333332,60,193,9,Costa Rica,Latin America & Caribbean ,High income,0,0.0
CUB,vulnerability,107.5,104.76666666666667,19.380717794298082,79.8,135.0,0.6561885719575742,0.0,0.0,0.28750000000000003,60,193,9,Cuba,Latin America & Caribbean ,Upper middle income,0,0.0
CYP,vulnerability,11.5,15.133333333333333,13.24571209444358,2.0,40.249999999999986,0.771826095469095,1.0,0.0,0.19921874999999992,60,193,9,Cyprus,Europe & Central Asia,High income,2,0.0769230769230769
