iso3,block,median_rank,mean_rank,rank_std,rank_p05,rank_p95,median_score,top_quartile_probability,bottom_quartile_probability,method_disagreement_index,n_valid_pipelines,n_countries_in_sample,n_indicators,country,region,income_group,expanded_feature_missing_count,expanded_feature_missing_rate
DMA,equity_access,72.0,72.7,10.294496911780909,52.9,93.0,0.7472586790887047,0.03333333333333333,0.0,0.20885416666666667,60,193,7,Dominica,Latin America & Caribbean ,Upper middle income,2,0.0769230769230769
DNK,equity_access,23.0,27.866666666666667,16.843858095921956,11.8,69.14999999999999,0.8258809712735538,0.9,0.0,0.2986979166666666,60,193,7,Denmark,Europe & Central Asia,High income,1,0.0384615384615384
DOM,equity_access,96.0,95.7,12.439587345781746,72.95,115.0,0.7163655202120984,0.0,0.0,0.21901041666666665,60,193,7,Dominican Republic,Latin America & Caribbean ,Upper middle income,0,0.0
DZA,equity_access,74.0,74.73333333333333,8.191187676738677,63.0,89.0,0.7438236382258563,0.0,0.0,0.13541666666666666,60,193,7,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,0,0.0
ECU,equity_access,65.0,63.21666666666667,7.8466376380091765,49.95,75.0,0.7681681221691884,0.05,0.0,0.13046875,60,193,7,Ecuador,Latin America & Caribbean ,Upper middle income,0,0.0
EGY,equity_access,122.0,121.88333333333334,5.099319126663437,113.0,133.0,0.6507075267516282,0.0,0.0,0.10416666666666667,60,193,7,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0.0
ERI,equity_access,186.0,182.36666666666667,6.620590775921906,172.0,189.0,0.28458880980815193,0.0,1.0,0.08854166666666667,60,193,7,Eritrea,Sub-Saharan Africa ,Low income,1,0.0384615384615384
ESP,equity_access,56.0,59.65,19.684024825561803,34.7,104.05,0.7778448440715162,0.3333333333333333,0.0,0.3611979166666666,60,193,7,Spain,Europe & Central Asia,High income,1,0.0384615384615384
EST,equity_access,43.5,44.03333333333333,8.57897947828813,33.95,57.05,0.7976397583452371,0.7333333333333333,0.0,0.12031249999999998,60,193,7,Estonia,Europe & Central Asia,High income,1,0.0384615384615384
ETH,equity_access,189.0,187.31666666666666,4.059932949637908,179.0,191.0,0.24469977819862843,0.0,1.0,0.0625,60,193,7,Ethiopia,Sub-Saharan Africa ,Not classified,0,0.0
FIN,equity_access,36.5,39.93333333333333,18.961247028845147,17.9,83.19999999999999,0.8077674975957789,0.8166666666666667,0.0,0.3401041666666666,60,193,7,Finland,Europe & Central Asia,High income,2,0.0769230769230769
FJI,equity_access,39.0,37.93333333333333,15.375160342434011,13.9,59.099999999999994,0.820370193494318,0.7166666666666667,0.0,0.23541666666666664,60,193,7,Fiji,East Asia & Pacific,Upper middle income,0,0.0
FRA,equity_access,23.0,24.65,6.889182341420012,16.0,39.099999999999994,0.8300669357177273,1.0,0.0,0.12031249999999998,60,193,7,France,Europe & Central Asia,High income,1,0.0384615384615384
FSM,equity_access,112.5,104.83333333333333,23.018953543161388,55.75,130.0,0.6869714978149282,0.016666666666666666,0.0,0.38671875,60,193,7,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,3,0.1153846153846153
GAB,equity_access,134.5,131.1,7.898734075787082,111.85,137.0,0.5906290040162232,0.0,0.0,0.13098958333333335,60,193,7,Gabon,Sub-Saharan Africa ,Upper middle income,1,0.0384615384615384
GBR,equity_access,24.0,29.016666666666666,14.328865582762958,14.0,61.249999999999986,0.8253440204273743,0.9,0.0,0.24609374999999992,60,193,7,United Kingdom,Europe & Central Asia,High income,1,0.0384615384615384
GEO,equity_access,134.0,135.65,8.405999841383137,127.0,154.1,0.6061533086087207,0.0,0.13333333333333333,0.1411458333333333,60,193,7,Georgia,Europe & Central Asia,Upper middle income,0,0.0
GHA,equity_access,148.0,147.98333333333332,3.0686135124659946,142.0,152.0,0.4906342715805259,0.0,0.9,0.052083333333333336,60,193,7,Ghana,Sub-Saharan Africa ,Lower middle income,0,0.0
GIN,equity_access,183.0,182.88333333333333,2.0090766259376194,180.0,187.0,0.28151826019584747,0.0,1.0,0.036458333333333336,60,193,7,Guinea,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
GMB,equity_access,152.0,151.7,4.255584566190643,142.95,156.1,0.47739217913693643,0.0,0.9333333333333333,0.06848958333333337,60,193,7,"Gambia, The",Sub-Saharan Africa ,Low income,0,0.0
GNB,equity_access,191.0,190.48333333333332,1.1901213756961468,188.0,192.0,0.24080556748972323,0.0,1.0,0.020833333333333332,60,193,7,Guinea-Bissau,Sub-Saharan Africa ,Low income,1,0.0384615384615384
GNQ,equity_access,173.0,173.41666666666666,5.468978169843268,168.0,188.0,0.3473470909321198,0.0,1.0,0.10416666666666667,60,193,7,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,2,0.0769230769230769
GRC,equity_access,102.0,100.26666666666667,17.401979453179713,75.8,132.1,0.7058999361230831,0.0,0.0,0.29322916666666665,60,193,7,Greece,Europe & Central Asia,High income,1,0.0384615384615384
GRD,equity_access,115.0,116.15,4.1506023659223255,110.95,123.05,0.679576063093366,0.0,0.0,0.0630208333333333,60,193,7,Grenada,Latin America & Caribbean ,Upper middle income,2,0.0769230769230769
GTM,equity_access,140.0,140.73333333333332,2.5746628689770024,137.0,146.0,0.5617015274578694,0.0,0.08333333333333333,0.046875,60,193,7,Guatemala,Latin America & Caribbean ,Upper middle income,0,0.0
GUY,equity_access,66.5,65.38333333333334,11.46893146238519,45.0,81.1,0.7628966853997297,0.1,0.0,0.1880208333333333,60,193,7,Guyana,Latin America & Caribbean ,High income,0,0.0
HND,equity_access,124.0,120.46666666666667,7.84106001904221,101.9,127.1,0.6505790161830498,0.0,0.0,0.13124999999999995,60,193,7,Honduras,Latin America & Caribbean ,Lower middle income,0,0.0
HRV,equity_access,12.0,14.416666666666666,6.304209352135727,7.95,26.049999999999997,0.8602936559146129,1.0,0.0,0.09427083333333332,60,193,7,Croatia,Europe & Central Asia,High income,1,0.0384615384615384
HTI,equity_access,172.0,172.58333333333334,1.6051133570215188,171.0,176.0,0.33043054319991105,0.0,1.0,0.026041666666666668,60,193,7,Haiti,Latin America & Caribbean ,Lower middle income,0,0.0
HUN,equity_access,52.0,54.53333333333333,8.760644319277487,43.0,70.1,0.7819133796726688,0.35,0.0,0.1411458333333333,60,193,7,Hungary,Europe & Central Asia,High income,2,0.0769230769230769
IDN,equity_access,120.0,114.41666666666667,12.055830770028068,86.7,124.0,0.6647568228658446,0.0,0.0,0.1942708333333333,60,193,7,Indonesia,East Asia & Pacific,Upper middle income,0,0.0
IND,equity_access,141.0,140.01666666666668,4.1652997757931205,128.0,144.0,0.5706205212019122,0.0,0.0,0.08333333333333333,60,193,7,India,South Asia,Lower middle income,1,0.0384615384615384
IRL,equity_access,53.5,56.18333333333333,14.130925502441642,39.9,88.14999999999999,0.7822223159910489,0.35,0.0,0.2513020833333333,60,193,7,Ireland,Europe & Central Asia,High income,1,0.0384615384615384
IRN,equity_access,89.0,89.53333333333333,6.533163263092559,79.0,101.0,0.7235141483967339,0.0,0.0,0.11458333333333333,60,193,7,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,2,0.0769230769230769
IRQ,equity_access,105.5,103.55,9.858033948680301,84.8,116.05,0.700444652364008,0.0,0.0,0.16276041666666666,60,193,7,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,0,0.0
ISL,equity_access,22.0,26.533333333333335,17.244773765469414,8.9,67.29999999999998,0.8288049821660133,0.9,0.0,0.3041666666666666,60,193,7,Iceland,Europe & Central Asia,High income,1,0.0384615384615384
ISR,equity_access,50.5,50.833333333333336,11.684985617829783,36.0,73.14999999999999,0.7910311137340202,0.48333333333333334,0.0,0.1934895833333333,60,193,7,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,2,0.0769230769230769
ITA,equity_access,56.0,58.2,21.757604034758362,30.8,107.19999999999999,0.7784897170778964,0.3333333333333333,0.0,0.39791666666666664,60,193,7,Italy,Europe & Central Asia,High income,1,0.0384615384615384
JAM,equity_access,79.5,81.45,13.199021428373646,53.95,99.0,0.736583724877359,0.016666666666666666,0.0,0.23463541666666665,60,193,7,Jamaica,Latin America & Caribbean ,Upper middle income,0,0.0
JOR,equity_access,78.0,78.91666666666667,12.208319112619703,54.95,98.0,0.7468982609684878,0.0,0.0,0.22421875,60,193,7,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,1,0.0384615384615384
JPN,equity_access,13.0,15.65,8.904727208997851,8.0,37.05,0.845575691443342,1.0,0.0,0.1513020833333333,60,193,7,Japan,East Asia & Pacific,High income,2,0.0769230769230769
KAZ,equity_access,39.0,35.93333333333333,10.776311469556218,19.0,49.05,0.8179485217881948,0.95,0.0,0.15651041666666665,60,193,7,Kazakhstan,Europe & Central Asia,Upper middle income,0,0.0
KEN,equity_access,157.0,156.25,1.9461500456028564,152.0,158.05,0.4465289156990653,0.0,1.0,0.03151041666666673,60,193,7,Kenya,Sub-Saharan Africa ,Lower middle income,0,0.0
KGZ,equity_access,92.0,90.41666666666667,12.733540574229758,59.95,106.0,0.7252285794442396,0.0,0.0,0.23984375,60,193,7,Kyrgyz Republic,Europe & Central Asia,Lower middle income,0,0.0
KHM,equity_access,150.0,150.23333333333332,2.3969888517795725,147.0,154.0,0.504013871775721,0.0,1.0,0.036458333333333336,60,193,7,Cambodia,East Asia & Pacific,Lower middle income,0,0.0
KIR,equity_access,112.0,103.36666666666666,21.3666146645233,61.9,127.0,0.6651351146468251,0.0,0.0,0.3390625,60,193,7,Kiribati,East Asia & Pacific,Lower middle income,2,0.0769230769230769
KNA,equity_access,123.5,124.16666666666667,12.080516913149408,105.9,148.14999999999998,0.650591428853325,0.0,0.08333333333333333,0.22005208333333318,60,193,7,St. Kitts and Nevis,Latin America & Caribbean ,High income,2,0.0769230769230769
KOR,equity_access,89.5,92.71666666666667,24.865030107004138,58.7,134.2,0.7076808784790313,0.0,0.0,0.3932291666666666,60,193,7,"Korea, Rep.",East Asia & Pacific,High income,2,0.0769230769230769
KWT,equity_access,5.0,5.5,1.6278820596099706,3.0,8.049999999999997,0.8804556229158595,1.0,0.0,0.02630208333333332,60,193,7,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,1,0.0384615384615384
LAO,equity_access,142.0,140.21666666666667,4.74725066632139,128.9,144.0,0.5613375246320957,0.0,0.0,0.0786458333333333,60,193,7,Lao PDR,East Asia & Pacific,Lower middle income,0,0.0
LBN,equity_access,107.5,107.5,6.458844065826846,97.9,117.05,0.6969529343215111,0.0,0.0,0.09973958333333328,60,193,7,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,1,0.0384615384615384
LBR,equity_access,179.0,179.01666666666668,2.2022084874557684,175.0,182.0,0.29704005843307346,0.0,1.0,0.036458333333333336,60,193,7,Liberia,Sub-Saharan Africa ,Low income,0,0.0
LBY,equity_access,55.0,51.916666666666664,8.931762921668314,35.0,62.05,0.7871924390702234,0.4,0.0,0.14088541666666665,60,193,7,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,0,0.0
LCA,equity_access,105.0,102.01666666666667,7.034419347434127,91.85,110.05,0.7028662620944519,0.0,0.0,0.09479166666666668,60,193,7,St. Lucia,Latin America & Caribbean ,Upper middle income,0,0.0
LKA,equity_access,112.5,109.5,9.869988179661952,85.95,120.0,0.6884085478979785,0.0,0.0,0.17734375,60,193,7,Sri Lanka,South Asia,Lower middle income,0,0.0
LSO,equity_access,147.0,145.78333333333333,4.963505705536047,136.75,152.0,0.49846784290805246,0.0,0.8166666666666667,0.07942708333333333,60,193,7,Lesotho,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
LTU,equity_access,81.5,82.7,16.27708000021298,59.9,115.1,0.7366458277868555,0.0,0.0,0.2875,60,193,7,Lithuania,Europe & Central Asia,High income,1,0.0384615384615384
LUX,equity_access,11.5,14.6,10.867689113453084,5.0,40.05,0.8466437116721901,0.9833333333333333,0.0,0.1825520833333333,60,193,7,Luxembourg,Europe & Central Asia,High income,1,0.0384615384615384
LVA,equity_access,99.0,99.06666666666666,14.054497105513555,78.0,126.0,0.7099021075244589,0.0,0.0,0.25,60,193,7,Latvia,Europe & Central Asia,High income,1,0.0384615384615384
MAR,equity_access,128.5,126.4,5.854343117151004,113.0,131.05,0.637812574270773,0.0,0.0,0.09401041666666672,60,193,7,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,1,0.0384615384615384
MCO,equity_access,5.5,7.433333333333334,5.011209656582153,2.95,18.099999999999994,0.8699695551225186,1.0,0.0,0.07890624999999997,60,193,7,Monaco,Europe & Central Asia,High income,5,0.1923076923076923
MDA,equity_access,108.0,105.9,7.152388878316577,92.9,116.0,0.688177330713535,0.0,0.0,0.12031249999999998,60,193,7,Moldova,Europe & Central Asia,Upper middle income,0,0.0
MDG,equity_access,172.0,172.58333333333334,2.491931424060907,168.0,177.0,0.31791926402321147,0.0,1.0,0.046875,60,193,7,Madagascar,Sub-Saharan Africa ,Low income,1,0.0384615384615384
MDV,equity_access,36.0,31.933333333333334,10.651864729812438,15.0,45.0,0.8225305721763063,1.0,0.0,0.15625,60,193,7,Maldives,South Asia,Upper middle income,0,0.0
MEX,equity_access,87.0,85.15,6.806430782723056,73.0,93.0,0.730247998032574,0.0,0.0,0.10416666666666667,60,193,7,Mexico,Latin America & Caribbean ,Upper middle income,0,0.0
MHL,equity_access,68.5,62.68333333333333,21.423111870646203,23.85,96.05,0.7626390870017434,0.2833333333333333,0.0,0.3760416666666666,60,193,7,Marshall Islands,East Asia & Pacific,Upper middle income,4,0.1538461538461538
MKD,equity_access,70.0,68.25,6.21724751531308,57.0,76.1,0.75898555115149,0.0,0.0,0.09947916666666663,60,193,7,North Macedonia,Europe & Central Asia,Upper middle income,0,0.0
MLI,equity_access,164.0,163.78333333333333,1.3673778637312448,161.95,166.0,0.3958771762331234,0.0,1.0,0.02109375000000006,60,193,7,Mali,Sub-Saharan Africa ,Low income,0,0.0
MLT,equity_access,102.0,99.9,27.745089655648975,57.550000000000004,136.05,0.6763442229953794,0.05,0.0,0.4088541666666667,60,193,7,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,1,0.0384615384615384
MMR,equity_access,154.5,154.93333333333334,3.370789554721893,149.0,159.05,0.48073107325873116,0.0,1.0,0.05234375000000006,60,193,7,Myanmar,East Asia & Pacific,Lower middle income,0,0.0
MNE,equity_access,87.0,86.43333333333334,14.338022488784459,66.9,116.14999999999999,0.7241749046653361,0.0,0.0,0.2565104166666666,60,193,7,Montenegro,Europe & Central Asia,Upper middle income,0,0.0
MNG,equity_access,122.0,120.68333333333334,7.163545832120353,103.0,128.0,0.6499374408698939,0.0,0.0,0.13020833333333334,60,193,7,Mongolia,East Asia & Pacific,Upper middle income,0,0.0
MOZ,equity_access,168.0,166.91666666666666,2.5448750242180633,161.0,169.0,0.3707190505683395,0.0,1.0,0.041666666666666664,60,193,7,Mozambique,Sub-Saharan Africa ,Low income,0,0.0
MRT,equity_access,164.5,164.46666666666667,1.7172329163188342,162.0,167.0,0.40988320129092537,0.0,1.0,0.026041666666666668,60,193,7,Mauritania,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
MUS,equity_access,113.0,111.13333333333334,9.156903892085408,95.0,125.0,0.685808644985207,0.0,0.0,0.15625,60,193,7,Mauritius,Sub-Saharan Africa ,Upper middle income,2,0.0769230769230769
MWI,equity_access,158.0,157.23333333333332,2.8128672599719704,151.9,160.0,0.43699806490163073,0.0,1.0,0.04218749999999997,60,193,7,Malawi,Sub-Saharan Africa ,Low income,1,0.0384615384615384
MYS,equity_access,71.0,71.65,6.508520057073907,62.95,82.0,0.7530336654256051,0.0,0.0,0.09921874999999998,60,193,7,Malaysia,East Asia & Pacific,Upper middle income,1,0.0384615384615384
NAM,equity_access,131.0,125.25,11.996700935396087,98.8,135.0,0.605202066991962,0.0,0.0,0.1885416666666667,60,193,7,Namibia,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
NER,equity_access,184.5,184.23333333333332,2.2313423961572747,180.0,187.0,0.26062600139332115,0.0,1.0,0.036458333333333336,60,193,7,Niger,Sub-Saharan Africa ,Low income,0,0.0
NGA,equity_access,177.0,177.3,2.0273134932713295,175.0,181.0,0.3262901971892596,0.0,1.0,0.03125,60,193,7,Nigeria,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
NIC,equity_access,86.0,84.53333333333333,12.856213370282179,56.9,102.0,0.7350455494392651,0.0,0.0,0.23489583333333333,60,193,7,Nicaragua,Latin America & Caribbean ,Lower middle income,4,0.1538461538461538
NLD,equity_access,35.0,35.666666666666664,8.836791775802396,24.0,50.249999999999986,0.8132641967936967,0.9333333333333333,0.0,0.13671874999999992,60,193,7,Netherlands,Europe & Central Asia,High income,1,0.0384615384615384
NOR,equity_access,29.5,36.56666666666667,25.281987439457545,6.8500000000000005,97.14999999999999,0.8062461789244639,0.8,0.0,0.47031249999999997,60,193,7,Norway,Europe & Central Asia,High income,1,0.0384615384615384
NPL,equity_access,150.0,150.38333333333333,2.9217099255211645,147.0,157.0,0.4975281112561525,0.0,1.0,0.052083333333333336,60,193,7,Nepal,South Asia,Lower middle income,0,0.0
NRU,equity_access,23.0,27.55,16.714689148570287,7.0,53.0,0.8273340299371573,0.85,0.0,0.23958333333333334,60,193,7,Nauru,East Asia & Pacific,High income,3,0.1153846153846153
NZL,equity_access,17.0,19.2,7.152621896899067,10.0,36.0,0.8419381365727019,1.0,0.0,0.13541666666666666,60,193,7,New Zealand,East Asia & Pacific,High income,1,0.0384615384615384
OMN,equity_access,3.0,3.5166666666666666,2.369892168198564,2.0,6.299999999999983,0.91395912417195,1.0,0.0,0.022395833333333243,60,193,7,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,0,0.0
PAK,equity_access,145.0,144.26666666666668,3.8334782581300177,135.8,149.0,0.541429166437756,0.0,0.7,0.06874999999999994,60,193,7,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0.0
PAN,equity_access,112.5,110.51666666666667,14.9705173220196,84.95,139.0,0.6792361128515505,0.0,0.016666666666666666,0.28151041666666665,60,193,7,Panama,Latin America & Caribbean ,High income,1,0.0384615384615384
PER,equity_access,94.0,90.63333333333334,12.563129475661,64.95,107.0,0.7216211877257629,0.0,0.0,0.21901041666666665,60,193,7,Peru,Latin America & Caribbean ,Upper middle income,1,0.0384615384615384
PHL,equity_access,125.0,120.9,9.133637464522737,97.9,129.0,0.6549231915528351,0.0,0.0,0.16197916666666665,60,193,7,Philippines,East Asia & Pacific,Lower middle income,0,0.0
PLW,equity_access,52.0,51.43333333333333,7.470757807761018,39.9,64.1,0.792210342479204,0.4166666666666667,0.0,0.12604166666666664,60,193,7,Palau,East Asia & Pacific,High income,4,0.1538461538461538
PNG,equity_access,157.0,155.73333333333332,5.316222551983901,145.0,162.0,0.43066881582409644,0.0,0.9666666666666667,0.08854166666666667,60,193,7,Papua New Guinea,East Asia & Pacific,Lower middle income,0,0.0
POL,equity_access,41.5,42.88333333333333,5.462269573070236,35.0,51.0,0.7955675513983151,0.85,0.0,0.08333333333333333,60,193,7,Poland,Europe & Central Asia,High income,2,0.0769230769230769
PRK,equity_access,80.5,81.8,10.476640682967036,66.95,94.1,0.7385778092827465,0.0,0.0,0.14140624999999996,60,193,7,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,9,0.3461538461538461
PRT,equity_access,76.0,81.13333333333334,23.182943921963165,51.8,130.0,0.7387986984904238,0.05,0.0,0.40729166666666666,60,193,7,Portugal,Europe & Central Asia,High income,1,0.0384615384615384
PRY,equity_access,111.0,109.33333333333333,5.220685353050456,100.0,115.05,0.686890973796542,0.0,0.0,0.07838541666666665,60,193,7,Paraguay,Latin America & Caribbean ,Upper middle income,0,0.0
PSE,equity_access,91.0,89.65,12.983097986741583,67.8,109.05,0.7269398272840111,0.0,0.0,0.21484375,60,193,7,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,1,0.0384615384615384
QAT,equity_access,2.0,1.6333333333333333,0.6315765107165473,1.0,3.0,0.9330923069931149,1.0,0.0,0.010416666666666666,60,193,7,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,0,0.0
ROU,equity_access,35.0,35.3,7.517313349861106,23.95,47.0,0.8114030391779092,0.9666666666666667,0.0,0.12005208333333334,60,193,7,Romania,Europe & Central Asia,High income,1,0.0384615384615384
RUS,equity_access,90.5,91.71666666666667,10.667851496695835,76.0,106.14999999999999,0.713927093360353,0.0,0.0,0.15703124999999996,60,193,7,Russian Federation,Europe & Central Asia,High income,2,0.0769230769230769
RWA,equity_access,149.0,147.78333333333333,4.175690229038654,140.7,151.0,0.4892834756398565,0.0,0.8833333333333333,0.05364583333333339,60,193,7,Rwanda,Sub-Saharan Africa ,Low income,0,0.0
SAU,equity_access,19.0,17.766666666666666,7.387752627754185,6.0,28.0,0.8550400949551021,1.0,0.0,0.11458333333333333,60,193,7,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,0,0.0
SDN,equity_access,182.0,181.75,3.354723038742046,177.0,189.0,0.2986320388494499,0.0,1.0,0.0625,60,193,7,Sudan,Sub-Saharan Africa ,Low income,0,0.0
SEN,equity_access,161.0,161.7,1.584297951775486,160.0,165.0,0.42085852724688255,0.0,1.0,0.026041666666666668,60,193,7,Senegal,Sub-Saharan Africa ,Lower middle income,0,0.0
SGP,equity_access,100.5,100.68333333333334,25.144576397748725,65.55,135.1,0.6773557801855498,0.0,0.0,0.36223958333333334,60,193,7,Singapore,East Asia & Pacific,High income,1,0.0384615384615384
SLB,equity_access,138.0,133.9,10.295144486601439,109.0,144.0,0.5575149739991956,0.0,0.03333333333333333,0.18229166666666666,60,193,7,Solomon Islands,East Asia & Pacific,Lower middle income,1,0.0384615384615384
SLE,equity_access,185.0,185.7,1.6960738977611403,184.0,188.05,0.2632022310590889,0.0,1.0,0.02109375000000006,60,193,7,Sierra Leone,Sub-Saharan Africa ,Low income,1,0.0384615384615384
SLV,equity_access,79.5,78.0,7.7781745930520225,65.95,88.0,0.7429873237177138,0.0,0.0,0.11484374999999998,60,193,7,El Salvador,Latin America & Caribbean ,Upper middle income,0,0.0
SMR,equity_access,13.0,15.933333333333334,7.884302266036115,9.0,34.099999999999994,0.8450614684356292,1.0,0.0,0.13072916666666665,60,193,7,San Marino,Europe & Central Asia,High income,6,0.2307692307692307
SOM,equity_access,178.0,177.86666666666667,2.6549743668986507,172.95,181.0,0.3023816644000309,0.0,1.0,0.04192708333333339,60,193,7,"Somalia, Fed. Rep.",Sub-Saharan Africa ,Low income,2,0.0769230769230769
SRB,equity_access,99.0,99.21666666666667,10.300633745336038,81.9,113.1,0.705164652367374,0.0,0.0,0.16249999999999995,60,193,7,Serbia,Europe & Central Asia,Upper middle income,1,0.0384615384615384
SSD,equity_access,186.5,184.66666666666666,4.117712417781936,176.0,190.0,0.25497326834579215,0.0,1.0,0.07291666666666667,60,193,7,South Sudan,Sub-Saharan Africa ,Low income,1,0.0384615384615384
STP,equity_access,143.0,139.8,7.411252705627212,123.75,146.0,0.548132448976011,0.0,0.25,0.11588541666666667,60,193,7,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
SUR,equity_access,59.0,57.083333333333336,11.828344018594581,36.0,75.0,0.7790114616186052,0.25,0.0,0.203125,60,193,7,Suriname,Latin America & Caribbean ,Upper middle income,0,0.0
SVK,equity_access,19.5,19.416666666666668,4.235924403899998,13.0,26.0,0.8326754232104876,1.0,0.0,0.06770833333333333,60,193,7,Slovak Republic,Europe & Central Asia,High income,1,0.0384615384615384
SVN,equity_access,17.0,17.733333333333334,4.501357819838613,11.0,26.049999999999997,0.840119661074004,1.0,0.0,0.07838541666666665,60,193,7,Slovenia,Europe & Central Asia,High income,1,0.0384615384615384
SWE,equity_access,29.5,33.95,19.232286222218445,12.850000000000001,80.14999999999999,0.8154474465553787,0.8666666666666667,0.0,0.3505208333333332,60,193,7,Sweden,Europe & Central Asia,High income,1,0.0384615384615384
SWZ,equity_access,134.0,130.41666666666666,9.600853550017773,107.75,139.0,0.5928235829426503,0.0,0.0,0.16276041666666666,60,193,7,Eswatini,Sub-Saharan Africa ,Lower middle income,1,0.0384615384615384
SYC,equity_access,34.0,34.18333333333333,6.339010613302013,24.0,44.0,0.8118988388626633,1.0,0.0,0.10416666666666667,60,193,7,Seychelles,Sub-Saharan Africa ,High income,2,0.0769230769230769
SYR,equity_access,81.0,79.33333333333333,17.140270968945877,42.95,103.0,0.7395651901389153,0.1,0.0,0.31276041666666665,60,193,7,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0,0.0
TCD,equity_access,192.0,192.18333333333334,0.591373166640339,191.0,193.0,0.20489384842819616,0.0,1.0,0.010416666666666666,60,193,7,Chad,Sub-Saharan Africa ,Low income,0,0.0
TGO,equity_access,190.0,189.7,2.0840665376454117,186.0,193.0,0.24695702085809468,0.0,1.0,0.036458333333333336,60,193,7,Togo,Sub-Saharan Africa ,Low income,0,0.0
THA,equity_access,6.0,10.783333333333333,8.244375186890892,5.0,29.14999999999999,0.8848831324528189,1.0,0.0,0.12578124999999996,60,193,7,Thailand,East Asia & Pacific,Upper middle income,0,0.0
TJK,equity_access,133.0,132.25,4.685527362706003,120.95,138.0,0.6073645746462975,0.0,0.0,0.08880208333333332,60,193,7,Tajikistan,Europe & Central Asia,Lower middle income,0,0.0
TKM,equity_access,131.5,134.08333333333334,9.180217257172561,123.0,153.0,0.610235209400324,0.0,0.11666666666666667,0.15625,60,193,7,Turkmenistan,Europe & Central Asia,Upper middle income,1,0.0384615384615384
TLS,equity_access,141.0,136.7,8.616457121887935,116.85,144.0,0.5579407897961461,0.0,0.0,0.14140625000000004,60,193,7,Timor-Leste,East Asia & Pacific,Lower middle income,0,0.0
TON,equity_access,30.0,32.45,18.443991794981187,7.0,64.0,0.830886509938644,0.75,0.0,0.296875,60,193,7,Tonga,East Asia & Pacific,Upper middle income,2,0.0769230769230769
TTO,equity_access,112.0,112.98333333333333,12.870498134191319,91.75,138.1,0.6776261073074591,0.0,0.03333333333333333,0.24140624999999996,60,193,7,Trinidad and Tobago,Latin America & Caribbean ,High income,1,0.0384615384615384
TUN,equity_access,74.5,73.48333333333333,7.8665783893351975,60.0,84.0,0.7493792735659042,0.0,0.0,0.125,60,193,7,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0.0
TUR,equity_access,22.0,23.75,8.349900199004377,11.0,36.14999999999999,0.8399239628996311,1.0,0.0,0.1309895833333333,60,193,7,Turkiye,Europe & Central Asia,Upper middle income,2,0.0769230769230769
TUV,equity_access,6.5,11.183333333333334,9.142376909510762,4.0,28.099999999999994,0.8795104402779584,1.0,0.0,0.1255208333333333,60,193,7,Tuvalu,East Asia & Pacific,Upper middle income,3,0.1153846153846153
TZA,equity_access,167.0,166.55,2.4250429549460217,160.95,169.0,0.37751246922403303,0.0,1.0,0.04192708333333339,60,193,7,Tanzania,Sub-Saharan Africa ,Lower middle income,0,0.0
UGA,equity_access,177.0,176.78333333333333,2.206744711610797,173.0,180.0,0.3076644362939982,0.0,1.0,0.036458333333333336,60,193,7,Uganda,Sub-Saharan Africa ,Low income,1,0.0384615384615384
UKR,equity_access,94.0,92.35,7.366195309203615,78.0,102.0,0.7191295881740956,0.0,0.0,0.125,60,193,7,Ukraine,Europe & Central Asia,Upper middle income,3,0.1153846153846153
URY,equity_access,24.0,24.25,4.555674117698353,18.0,32.05,0.8315969898402007,1.0,0.0,0.07317708333333332,60,193,7,Uruguay,Latin America & Caribbean ,High income,2,0.0769230769230769
